Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Bruno Guimarães,brBRA,MF,25,6,6,540,6.0,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches
Fabian Schär,chSUI,DF,31,6,6,540,6.0,1,0,1,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches
Kieran Trippier,engENG,DF,32,6,6,512,5.7,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches
Jamaal Lascelles,engENG,DF,29,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nick Pope,engENG,GK,31,5,5,450,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Anthony Gordon,engENG,FW,22,6,5,437,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Miguel Almirón,pyPAR,FW,29,6,4,413,4.6,1,1,2,1,0,0,1,0,0.22,0.22,0.44,0.22,0.44,Matches
Sean Longstaff,engENG,MF,25,5,4,354,3.9,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
Joelinton,brBRA,"MF,FW",26,4,4,334,3.7,1,0,1,1,0,0,2,0,0.27,0.00,0.27,0.27,0.27,Matches
Alexander Isak,seSWE,FW,23,5,4,312,3.5,1,0,1,1,0,0,0,0,0.29,0.00,0.29,0.29,0.29,Matches
Dan Burn,engENG,DF,31,4,3,277,3.1,1,0,1,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,Matches
Valentino Livramento,engENG,"DF,FW",20,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Callum Wilson,engENG,FW,31,4,2,239,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Lewis Miley,engENG,MF,17,3,2,170,1.9,0,1,1,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,Matches
Sandro Tonali,itITA,MF,23,3,2,161,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Joe Willock,engENG,MF,23,2,1,101,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Sven Botman,nlNED,DF,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Martin Dúbravka,skSVK,GK,34,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jacob Murphy,engENG,FW,28,3,1,87,1.0,0,1,1,0,0,0,0,0,0.00,1.03,1.03,0.00,1.03,Matches
Lewis Hall,engENG,DF,18,1,1,45,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Elliot Anderson,engENG,MF,20,2,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Matt Targett,engENG,"DF,MF",27,2,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Harvey Barnes,engENG,"FW,MF",25,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Lucas De Bolle,engENG,MF,20,0,0,,,,,,,,,,,,,,,,Matches
Paul Dummett,wlsWAL,DF,31,0,0,,,,,,,,,,,,,,,,Matches
Aidan Harris,engENG,GK,16,0,0,,,,,,,,,,,,,,,,Matches
Adam Harrison,engENG,GK,16,0,0,,,,,,,,,,,,,,,,Matches
James Huntley,engENG,MF,19,0,0,,,,,,,,,,,,,,,,Matches
Loris Karius,deGER,GK,30,0,0,,,,,,,,,,,,,,,,Matches
Michael Ndiweni,engENG,MF,19,0,0,,,,,,,,,,,,,,,,Matches
Ben Parkinson,engENG,FW,18,0,0,,,,,,,,,,,,,,,,Matches
