Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
aa1fa8dc,https://fbref.com/en/matches/aa1fa8dc/Wolverhampton-Wanderers-Chelsea-April-8-2023-Premier-League,2023-04-08,Premier League,Matchweek 30,Away,Wolves,L,2023-04-08_premier_league_wolves,Chelsea,Kepa Arrizabalaga,es ESP,28-187,90,4,1,3,75.0
