team,appearances,minutesPlayed,assists,keyPasses,bigChancesCreated,accuratePasses,accurateLongBalls,successfulDribbles,tackles,interceptions,ballRecovery,goals,rating
Lokomotiv Moscow,6,459,0,10,1,113,7,5,3,4,30,3,6.95
Chelsea,2,99,0,3,0,79,3,2,0,2,5,0,6.95
Olympique de Marseille,6,443,0,2,0,247,12,11,11,20,34,0,6.95
FC Krasnodar,5,375,0,5,0,162,11,2,7,13,35,0,6.94
Liverpool FC,6,362,0,2,1,184,15,2,14,8,27,0,6.93
Atalanta,7,486,0,3,0,239,10,7,9,11,43,0,6.93
FC Barcelona,5,242,1,1,1,208,2,0,6,10,16,0,6.92
Real Madrid,11,620,0,3,0,253,15,13,6,4,35,2,6.92
Red Bull Salzburg,6,507,0,14,2,154,10,2,4,3,41,2,6.92
Liverpool FC,6,364,0,6,0,255,17,0,1,7,27,0,6.92
Borussia Dortmund,10,695,2,10,2,219,6,5,12,7,25,1,6.91
Lazio,5,245,0,1,0,83,4,0,5,5,10,2,6.9
FC Porto,9,746,1,4,0,205,6,6,20,8,57,1,6.9
AFC Ajax,6,529,0,1,0,250,10,13,15,11,38,1,6.9
Ferencváros TC,6,461,0,10,1,70,4,6,1,1,11,1,6.9
Dynamo Kyiv,6,328,0,3,0,74,1,6,7,7,22,1,6.9
Manchester City,1,9,1,1,0,3,0,0,0,0,0,0,6.9
Olympiacos FC,3,186,1,1,0,53,2,6,6,5,10,0,6.9
Stade Rennais,1,90,0,0,0,34,1,0,2,1,7,0,6.9
Manchester United,5,342,0,4,0,146,6,6,11,5,28,0,6.9
Olympiacos FC,6,529,0,2,0,324,23,2,7,12,27,0,6.9
Lazio,7,587,0,6,0,291,32,7,9,15,58,0,6.9
Paris Saint-Germain,10,544,0,4,1,272,5,3,20,13,44,0,6.9
Juventus,7,361,0,6,1,177,8,4,4,9,16,0,6.89
Inter,6,528,1,5,0,242,12,2,14,6,36,0,6.88
FC Midtjylland,4,328,1,2,0,81,3,15,7,5,19,0,6.88
Olympique de Marseille,4,181,0,0,0,92,8,2,4,7,20,0,6.88
Shakhtar Donetsk,4,280,0,1,0,114,12,10,4,0,14,0,6.88
Manchester City,7,346,0,5,0,236,13,3,9,7,25,0,6.87
FC Porto,9,748,1,2,1,70,1,3,9,5,21,2,6.87
Zenit St. Petersburg,6,500,0,2,0,257,21,4,12,15,43,0,6.87
FC Bayern München,6,227,1,4,0,95,5,8,1,1,13,0,6.86
Lazio,8,288,0,1,0,70,6,9,8,7,13,1,6.85
Atlético Madrid,8,664,0,2,0,437,28,9,16,11,51,0,6.85
Manchester City,13,930,2,14,4,454,12,13,12,4,31,1,6.85
FC Barcelona,7,495,1,4,0,286,9,9,12,5,28,1,6.84
Sevilla,7,276,1,7,1,182,28,9,7,2,31,0,6.84
Juventus,7,338,0,2,0,310,16,6,7,2,26,0,6.84
FC Porto,8,386,0,2,0,144,6,5,11,5,28,0,6.84
Dynamo Kyiv,5,430,0,1,0,229,20,5,14,6,38,0,6.84
FC Barcelona,8,495,0,8,0,547,12,4,4,12,34,0,6.84
Manchester United,4,222,0,0,0,189,4,1,5,4,21,0,6.83
Shakhtar Donetsk,4,291,0,1,1,158,10,1,2,5,11,0,6.83
Dynamo Kyiv,4,347,0,6,1,77,1,1,9,4,17,0,6.83
Ferencváros TC,5,328,0,0,0,260,20,1,7,5,13,1,6.82
Sevilla,7,496,0,0,0,326,15,1,7,4,33,0,6.82
Chelsea,13,708,1,9,2,359,9,23,10,14,73,0,6.82
Shakhtar Donetsk,6,369,0,0,0,117,4,16,3,5,22,2,6.8
Stade Rennais,1,20,0,1,0,6,0,1,2,0,1,1,6.8
Atalanta,3,29,0,0,0,11,1,2,0,2,4,1,6.8
Inter,4,173,0,3,0,49,5,0,2,2,8,1,6.8
Juventus,7,402,0,5,0,140,5,2,13,3,18,1,6.8
Manchester United,5,178,2,5,1,88,7,4,3,3,20,0,6.8
FC Krasnodar,4,289,1,7,0,74,3,2,2,6,15,0,6.8
FC Bayern München,6,360,1,7,3,115,3,4,4,6,10,0,6.8
Shakhtar Donetsk,6,365,1,4,1,193,18,0,2,4,20,0,6.8
Atlético Madrid,8,190,1,5,1,78,5,5,5,0,8,0,6.8
FC Barcelona,1,11,0,0,0,18,0,0,1,0,2,0,6.8
Lokomotiv Moscow,1,45,0,0,0,21,1,0,4,3,4,0,6.8
Dynamo Kyiv,3,122,0,1,1,64,5,0,3,2,11,0,6.8
AFC Ajax,4,124,0,1,0,51,3,2,3,3,8,0,6.8
FC Midtjylland,5,165,0,2,1,37,3,3,6,2,8,0,6.8
Sevilla,7,490,1,2,0,290,21,1,8,10,30,0,6.79
Atlético Madrid,6,461,0,1,0,228,9,4,8,12,33,0,6.78
FC Barcelona,4,86,0,5,1,108,6,3,1,2,10,0,6.78
Lokomotiv Moscow,4,360,0,2,0,151,20,3,1,7,25,0,6.78
Inter,6,252,0,4,0,60,7,4,2,3,12,1,6.77
Lazio,5,139,1,4,1,49,2,1,6,1,8,0,6.76
Lazio,5,356,1,4,1,212,10,1,6,10,30,0,6.76
Red Bull Salzburg,5,412,0,1,0,212,14,6,15,11,49,0,6.76
Ferencváros TC,5,219,0,2,0,80,4,1,6,5,13,0,6.76
Stade Rennais,5,422,0,2,0,310,20,7,3,2,28,0,6.76
Paris Saint-Germain,8,135,1,3,1,91,4,3,2,3,9,0,6.76
FC Midtjylland,6,451,0,5,0,109,6,5,5,4,29,1,6.75
Inter,4,255,1,2,0,98,3,1,6,5,10,0,6.75
Red Bull Salzburg,2,45,0,0,0,41,0,1,2,1,6,0,6.75
Manchester United,4,340,0,1,0,180,9,3,12,7,32,0,6.75
Borussia Dortmund,7,433,0,1,0,238,20,0,11,4,29,0,6.74
Borussia M'gladbach,7,625,0,1,0,361,15,5,9,11,51,0,6.74
Manchester United,6,277,0,5,0,164,2,6,5,2,15,0,6.74
Lokomotiv Moscow,6,157,0,2,0,44,1,3,5,8,13,0,6.74
FC Porto,6,177,0,0,0,54,6,2,5,1,12,1,6.73
Zenit St. Petersburg,3,244,0,2,0,93,1,3,1,1,8,0,6.73
FC Midtjylland,6,510,0,2,0,146,17,3,18,18,43,0,6.73
Olympiacos FC,6,418,0,1,1,205,16,2,7,9,28,0,6.73
FC Krasnodar,4,206,0,1,0,63,1,8,3,2,12,1,6.73
RB Leipzig,8,588,0,9,1,204,12,10,10,6,35,1,6.73
Zenit St. Petersburg,5,320,0,2,0,117,14,0,10,9,13,0,6.72
Ferencváros TC,5,82,0,3,0,42,2,4,1,1,3,0,6.72
Club Brugge KV,5,321,0,3,0,126,6,2,1,8,22,0,6.72
Başakşehir FK,6,446,0,2,0,196,11,7,11,5,35,0,6.72
Dynamo Kyiv,5,424,0,1,0,103,2,3,8,5,24,2,6.7
FC Porto,9,450,0,3,0,88,7,13,8,2,15,2,6.7
Başakşehir FK,4,232,0,0,0,78,3,0,4,7,16,1,6.7
FC Krasnodar,5,409,1,7,1,159,9,1,4,7,22,0,6.7
RB Leipzig,7,566,1,4,0,315,34,4,14,12,62,0,6.7
FC Porto,1,63,0,2,0,16,0,0,1,4,2,0,6.7
Manchester City,1,8,0,0,0,1,0,1,0,0,1,0,6.7
Lazio,1,22,0,0,0,3,1,0,3,0,1,0,6.7
Zenit St. Petersburg,2,56,0,0,0,24,2,0,6,1,2,0,6.7
Real Madrid,3,97,0,1,0,63,2,5,2,3,6,0,6.7
Liverpool FC,3,27,0,0,0,12,2,1,1,0,3,0,6.7
Club Brugge KV,3,27,0,0,0,17,0,1,0,1,2,0,6.7
Lokomotiv Moscow,4,359,0,1,0,106,11,0,13,8,17,0,6.7
Liverpool FC,9,327,0,6,1,119,3,9,3,2,20,0,6.7
Juventus,7,156,1,5,0,54,3,5,2,2,9,0,6.69
Paris Saint-Germain,5,267,1,3,1,86,0,5,0,7,27,0,6.68
Borussia M'gladbach,5,246,1,2,1,85,2,2,7,2,15,0,6.68
Zenit St. Petersburg,5,272,0,3,0,51,2,1,6,4,13,1,6.68
Borussia Dortmund,8,458,1,7,0,223,8,5,4,4,21,0,6.68
Dynamo Kyiv,4,355,0,1,0,213,11,2,4,12,16,0,6.68
Lokomotiv Moscow,3,103,1,1,0,17,0,2,2,0,6,0,6.67
Liverpool FC,9,720,0,1,0,337,6,12,7,9,55,0,6.67
FC Porto,10,762,2,7,4,181,15,21,10,13,38,0,6.66
Paris Saint-Germain,10,495,0,2,0,222,7,6,18,5,36,0,6.66
Red Bull Salzburg,3,43,0,0,0,4,1,0,1,1,2,1,6.65
Zenit St. Petersburg,2,31,0,0,0,14,0,0,3,1,3,0,6.65
Liverpool FC,4,145,0,3,0,71,0,3,2,4,9,0,6.65
Red Bull Salzburg,6,521,0,9,1,201,8,11,17,8,46,0,6.65
Sevilla,7,451,0,6,0,130,11,21,4,6,23,0,6.64
Dynamo Kyiv,6,288,0,1,1,48,3,2,4,2,5,0,6.64
Stade Rennais,3,40,0,0,0,28,1,1,0,1,2,0,6.63
AFC Ajax,4,89,0,1,1,22,0,0,1,2,9,0,6.63
Zenit St. Petersburg,6,447,0,2,0,210,4,4,14,9,26,0,6.63
Atlético Madrid,5,40,0,0,0,40,1,0,3,2,6,0,6.63
RB Leipzig,7,373,1,1,0,167,4,1,7,6,26,0,6.62
Olympiacos FC,6,288,0,4,0,61,1,3,10,3,15,0,6.62
AFC Ajax,6,455,0,1,0,165,5,5,9,6,30,0,6.62
RB Leipzig,7,466,1,7,0,128,2,1,2,1,11,1,6.6
FC Bayern München,6,233,0,0,0,84,0,5,9,1,14,1,6.6
RB Leipzig,7,141,0,2,0,36,0,4,2,2,5,1,6.6
AFC Ajax,1,9,0,0,0,1,0,1,0,0,0,0,6.6
FC Bayern München,2,22,0,0,0,24,4,0,1,1,4,0,6.6
FC Krasnodar,2,18,0,0,0,2,0,0,0,0,1,0,6.6
Shakhtar Donetsk,3,220,0,2,0,65,2,1,2,2,7,0,6.6
Başakşehir FK,3,110,0,0,0,42,2,1,0,0,8,0,6.6
Inter,4,289,0,2,2,135,7,2,12,6,24,0,6.6
Liverpool FC,4,189,0,2,1,54,1,2,3,0,6,0,6.6
Stade Rennais,4,130,0,1,0,45,1,1,5,3,7,0,6.6
Borussia M'gladbach,5,291,0,1,0,105,8,3,10,3,19,0,6.6
Stade Rennais,5,221,0,2,0,92,10,0,8,2,8,0,6.6
Dynamo Kyiv,5,156,0,0,0,39,3,0,9,2,8,0,6.6
Lokomotiv Moscow,5,391,0,1,0,76,1,0,12,7,14,0,6.6
Juventus,6,268,0,3,0,57,4,7,3,5,13,0,6.6
Ferencváros TC,6,468,0,4,0,159,0,5,7,11,29,0,6.6
FC Barcelona,7,333,0,2,0,158,3,14,5,2,16,0,6.59
Atalanta,6,472,0,3,0,212,16,1,10,12,33,0,6.58
Olympique de Marseille,5,387,0,0,0,198,8,1,9,8,31,0,6.58
Olympiacos FC,4,288,0,1,0,106,5,4,9,0,25,1,6.58
FC Midtjylland,4,101,0,1,0,29,5,1,1,4,9,0,6.58
Lazio,4,84,0,1,0,58,1,0,1,1,7,0,6.58
Shakhtar Donetsk,5,164,0,0,0,95,2,6,5,2,11,0,6.58
Atlético Madrid,3,36,0,0,0,12,0,0,2,0,3,0,6.57
Paris Saint-Germain,4,146,0,5,0,54,2,0,3,2,10,0,6.57
FC Midtjylland,4,48,0,0,0,11,0,1,1,1,0,0,6.57
Shakhtar Donetsk,6,540,0,3,0,252,7,8,6,12,40,0,6.57
RB Leipzig,6,286,0,3,1,103,1,0,7,5,18,0,6.57
Ferencváros TC,6,362,0,3,0,74,6,5,5,5,25,0,6.57
Borussia Dortmund,2,22,0,0,0,16,1,0,0,0,1,0,6.55
Atalanta,5,280,1,4,2,90,4,2,3,5,23,0,6.54
Sevilla,3,149,1,1,0,43,6,2,6,0,9,0,6.53
Stade Rennais,3,88,0,0,0,14,0,0,0,0,3,0,6.53
Shakhtar Donetsk,6,430,0,5,1,202,10,6,6,2,14,0,6.53
Shakhtar Donetsk,4,244,0,2,0,138,8,5,2,2,15,0,6.53
Club Brugge KV,4,238,0,1,0,99,5,5,2,4,30,0,6.53
Olympiacos FC,4,238,0,0,0,54,3,4,7,3,12,0,6.53
Olympique de Marseille,6,232,0,3,1,121,7,6,8,2,18,0,6.52
Atalanta,7,525,1,11,2,295,10,6,19,11,64,0,6.51
Zenit St. Petersburg,5,243,1,5,0,131,7,5,6,2,19,0,6.5
Manchester City,1,8,0,0,0,5,0,0,0,0,0,0,6.5
FC Barcelona,1,17,0,0,0,14,0,0,0,0,3,0,6.5
Juventus,1,14,0,1,1,5,0,0,0,0,0,0,6.5
FC Bayern München,2,156,0,0,0,153,11,1,1,2,12,0,6.5
FC Porto,3,67,0,0,0,21,1,1,1,1,4,0,6.5
Lazio,4,147,0,0,0,83,4,1,2,4,11,0,6.5
FC Krasnodar,4,233,0,1,0,46,4,3,2,0,16,0,6.5
Dynamo Kyiv,4,36,0,0,0,6,0,1,0,0,2,0,6.5
Liverpool FC,5,155,0,4,0,69,0,1,1,3,7,0,6.5
AFC Ajax,5,182,0,0,0,53,3,0,0,1,13,0,6.5
Olympique de Marseille,6,370,0,2,0,102,3,4,9,5,13,0,6.48
Dynamo Kyiv,4,265,0,0,0,113,10,1,2,5,9,0,6.48
Borussia M'gladbach,7,81,0,0,0,22,2,3,1,0,7,0,6.46
Lazio,2,104,0,1,0,30,0,0,3,3,7,0,6.45
Red Bull Salzburg,3,41,0,1,0,24,0,2,2,2,5,0,6.45
Stade Rennais,4,214,0,1,0,56,3,2,4,1,12,0,6.45
FC Porto,4,70,0,2,0,12,0,1,1,0,0,0,6.43
Ferencváros TC,5,391,1,4,0,83,5,8,5,4,22,0,6.42
Atalanta,1,9,0,0,0,4,0,0,0,0,0,0,6.4
Başakşehir FK,1,30,0,0,0,6,0,0,0,0,0,0,6.4
Olympique de Marseille,2,92,0,0,0,15,1,3,0,0,7,0,6.4
Borussia M'gladbach,2,17,0,0,0,4,0,0,0,0,0,0,6.4
Dynamo Kyiv,2,12,0,0,0,4,0,0,0,1,2,0,6.4
Zenit St. Petersburg,2,180,0,1,1,81,13,1,2,6,16,0,6.4
Olympique de Marseille,3,34,0,0,0,23,0,1,0,1,0,0,6.4
Olympiacos FC,4,39,0,1,0,9,0,0,0,0,0,0,6.4
Borussia Dortmund,5,118,0,0,0,51,1,0,1,0,8,0,6.4
Olympique de Marseille,3,97,0,0,0,22,0,3,1,1,7,0,6.37
FC Krasnodar,2,39,0,0,0,8,0,0,1,1,3,0,6.35
Başakşehir FK,5,83,0,0,0,39,0,1,1,0,4,0,6.34
Shakhtar Donetsk,1,10,0,0,0,4,0,0,0,0,0,0,6.3
Inter,1,12,0,0,0,11,1,0,0,0,3,0,6.3
Başakşehir FK,3,116,0,1,1,36,0,1,0,0,8,0,6.3
Zenit St. Petersburg,5,196,0,0,0,61,1,4,0,1,5,0,6.3
Zenit St. Petersburg,4,158,0,0,0,37,1,1,0,4,12,0,6.28
Club Brugge KV,5,312,0,3,0,145,7,5,5,2,18,0,6.28
Olympique de Marseille,4,36,0,0,0,11,0,0,0,0,1,0,6.27
Ferencváros TC,5,392,0,0,0,129,11,1,3,5,18,0,6.26
Real Madrid,2,30,0,0,0,23,0,0,0,0,1,0,6.25
Stade Rennais,2,87,0,2,0,30,1,0,3,0,3,0,6.25
Lokomotiv Moscow,1,14,0,0,0,0,0,1,0,0,0,0,6.2
Olympiacos FC,3,127,0,1,0,58,3,0,0,1,5,0,6.2
Liverpool FC,1,90,0,1,0,41,1,0,0,0,10,0,6.1
Manchester United,1,61,0,1,0,26,0,0,0,0,4,0,5.6
Inter,1,3,0,0,0,5,0,0,0,0,0,0,0.0
Club Brugge KV,1,1,0,0,0,3,1,1,0,0,0,0,0.0
FC Porto,3,4,0,0,0,3,0,0,1,0,0,0,0.0
FC Barcelona,6,540,2,23,4,384,11,29,5,2,15,5,8.23
Borussia Dortmund,8,705,2,11,4,116,0,8,1,3,22,10,7.96
Lazio,5,416,1,5,2,111,9,4,2,1,11,5,7.7
Paris Saint-Germain,10,899,2,19,8,208,3,37,2,1,29,8,7.62
Juventus,8,597,1,10,1,116,9,11,4,4,15,6,7.55
Paris Saint-Germain,9,744,2,20,4,297,18,33,5,3,32,6,7.46
Manchester United,6,416,0,5,1,111,1,15,1,0,13,6,7.45
AFC Ajax,4,313,0,8,5,102,4,9,6,0,14,1,7.45
Inter,5,446,0,8,0,75,5,10,0,0,5,4,7.38
Juventus,6,569,2,9,1,171,4,10,0,2,14,4,7.35
Atlético Madrid,8,708,0,7,1,213,6,21,6,4,27,3,7.35
Sevilla,8,390,0,5,0,40,0,3,1,2,10,6,7.33
RB Leipzig,7,585,2,18,2,224,6,8,18,8,33,1,7.31
FC Barcelona,3,160,2,5,1,89,1,4,1,1,3,1,7.3
FC Bayern München,6,514,0,6,0,102,4,6,2,2,17,5,7.28
FC Barcelona,6,381,2,7,2,151,3,16,4,2,12,3,7.28
Real Madrid,10,841,0,18,1,314,14,12,8,2,18,6,7.27
Manchester City,6,360,0,5,0,55,1,7,4,3,9,4,7.25
Olympiacos FC,3,258,1,8,1,133,6,4,4,1,19,0,7.23
Chelsea,8,256,0,1,0,54,0,0,2,2,6,6,7.18
Red Bull Salzburg,6,472,1,9,3,86,3,9,1,3,14,4,7.18
FC Barcelona,7,504,0,10,2,222,8,2,8,5,20,2,7.17
FC Bayern München,7,384,0,5,0,50,0,4,7,0,6,4,7.15
FC Barcelona,6,239,1,1,1,36,0,2,1,0,2,3,7.12
Lazio,8,668,2,9,4,180,8,18,4,1,15,3,7.11
Stade Rennais,3,242,0,7,1,42,1,3,4,4,6,0,7.07
Juventus,8,553,1,5,2,137,5,8,9,1,32,4,7.06
AFC Ajax,6,540,3,15,1,174,2,6,3,0,29,2,7.05
Lokomotiv Moscow,3,67,0,0,0,9,0,8,0,0,4,1,7.05
Borussia M'gladbach,8,601,2,4,2,139,1,14,5,6,27,2,7.04
FC Midtjylland,4,146,0,5,0,56,6,5,1,1,8,0,7.03
Lokomotiv Moscow,5,380,1,1,1,58,2,7,3,1,8,0,7.02
Sevilla,6,380,0,3,1,84,1,1,3,1,15,2,7.02
Red Bull Salzburg,6,411,1,13,3,71,2,5,1,2,13,0,7.02
RB Leipzig,8,506,1,4,1,109,0,10,5,3,22,1,7.01
Chelsea,11,760,2,12,4,288,9,11,16,10,31,2,7.01
Club Brugge KV,6,458,0,2,0,130,5,6,11,3,19,2,7.0
Manchester United,5,209,1,1,1,63,4,5,0,1,13,1,7.0
AFC Ajax,1,45,0,1,0,12,0,1,1,0,0,0,7.0
Chelsea,12,818,2,6,3,181,2,7,6,6,24,4,6.98
Chelsea,10,426,2,11,4,127,3,16,6,3,23,2,6.98
Paris Saint-Germain,3,242,0,4,2,45,2,1,3,3,9,0,6.97
Sevilla,6,301,0,4,0,95,5,2,4,1,15,1,6.95
Liverpool FC,9,542,1,5,1,147,4,12,6,2,28,4,6.94
Zenit St. Petersburg,5,282,0,4,1,101,5,6,7,3,25,1,6.94
Atalanta,8,524,1,5,0,114,5,10,4,1,17,3,6.93
Ferencváros TC,4,244,0,2,0,55,5,6,1,2,14,1,6.93
Atlético Madrid,5,385,1,6,0,122,3,8,4,1,20,1,6.92
Atlético Madrid,8,483,2,11,3,147,3,13,3,0,26,0,6.91
Chelsea,12,791,2,13,2,311,12,18,17,9,40,1,6.91
Atalanta,7,352,0,4,2,84,4,6,6,0,11,3,6.9
FC Krasnodar,6,512,0,4,0,87,4,4,3,2,21,2,6.9
Inter,6,408,1,5,0,45,2,5,1,5,7,1,6.9
Real Madrid,12,638,1,9,0,193,3,25,11,1,30,3,6.88
Real Madrid,5,275,0,2,0,137,3,12,0,2,7,1,6.88
Atalanta,6,279,1,3,1,129,12,9,5,1,25,1,6.87
Zenit St. Petersburg,5,345,1,6,1,85,2,1,0,0,5,1,6.86
Paris Saint-Germain,9,440,1,4,1,59,1,9,2,3,16,3,6.84
Olympiacos FC,5,284,0,6,2,128,6,10,3,2,15,0,6.82
Chelsea,5,233,1,1,0,38,0,2,0,1,3,1,6.8
AFC Ajax,5,202,1,2,0,43,0,1,0,1,8,1,6.8
Atalanta,1,22,0,1,0,8,0,0,0,0,1,0,6.8
Atlético Madrid,6,460,0,7,2,85,2,1,1,1,7,0,6.78
Shakhtar Donetsk,4,173,0,1,1,33,2,2,1,2,8,1,6.78
Borussia Dortmund,8,213,0,6,0,152,17,8,4,0,19,0,6.78
Real Madrid,11,329,1,3,1,108,1,8,7,2,18,1,6.77
Shakhtar Donetsk,6,515,1,6,2,107,7,13,5,3,29,1,6.77
Lazio,5,135,0,2,0,41,0,1,0,0,6,1,6.76
Manchester City,7,267,0,3,1,79,1,9,3,2,14,2,6.74
FC Krasnodar,6,203,0,1,0,69,2,2,6,1,16,1,6.73
Stade Rennais,4,342,0,0,0,53,3,3,1,1,9,2,6.73
Dynamo Kyiv,5,182,0,1,1,51,5,3,5,3,12,0,6.73
Lokomotiv Moscow,3,249,0,2,0,40,0,1,0,0,6,1,6.7
RB Leipzig,4,111,0,1,0,24,1,0,1,0,2,1,6.7
Juventus,5,219,0,3,0,107,5,2,1,1,10,1,6.7
FC Midtjylland,6,495,0,4,0,94,10,6,1,4,16,1,6.7
FC Krasnodar,2,24,0,1,0,7,0,1,0,0,0,0,6.7
Stade Rennais,3,103,0,0,0,15,0,1,1,0,1,0,6.7
FC Midtjylland,6,462,1,1,0,69,3,6,6,3,16,0,6.68
Club Brugge KV,4,345,1,3,2,79,2,5,3,1,10,1,6.68
Red Bull Salzburg,4,206,1,3,0,30,2,2,5,0,9,0,6.68
Liverpool FC,4,211,1,2,1,36,1,2,2,0,4,0,6.68
Manchester City,11,649,2,7,3,200,0,12,6,3,12,1,6.67
Red Bull Salzburg,3,50,0,0,0,4,0,0,0,0,2,1,6.67
FC Porto,3,106,0,0,0,14,0,1,0,1,1,0,6.67
Borussia M'gladbach,5,432,0,5,0,120,5,6,6,2,19,1,6.66
Başakşehir FK,6,327,1,1,0,68,2,1,1,2,11,1,6.65
Atlético Madrid,2,45,0,0,0,7,0,0,0,0,1,0,6.65
Club Brugge KV,2,32,0,0,0,3,0,0,0,0,0,0,6.65
FC Midtjylland,3,19,0,0,0,5,0,0,0,0,2,0,6.65
Red Bull Salzburg,4,63,0,1,0,23,1,2,3,0,4,0,6.65
Ferencváros TC,5,81,0,1,0,18,0,2,1,0,2,2,6.64
FC Krasnodar,5,383,1,4,0,110,8,3,9,6,31,0,6.64
Borussia Dortmund,3,142,0,2,0,13,0,2,5,1,3,0,6.63
Olympique de Marseille,6,484,0,8,1,128,6,11,8,2,18,0,6.63
FC Porto,6,198,0,0,0,23,0,0,0,2,5,2,6.62
Olympique de Marseille,5,200,0,3,0,36,1,0,2,1,4,0,6.62
Olympiacos FC,3,37,0,0,0,3,0,1,0,0,1,1,6.6
Club Brugge KV,6,301,0,4,1,113,3,7,4,1,21,1,6.6
FC Bayern München,1,9,0,0,0,2,1,1,0,0,1,0,6.6
FC Porto,2,12,0,0,0,4,0,0,1,0,0,0,6.6
Lokomotiv Moscow,3,201,0,2,0,47,1,3,1,3,9,0,6.6
Shakhtar Donetsk,3,160,0,1,0,30,2,0,3,1,6,0,6.6
Club Brugge KV,3,77,0,0,0,4,0,0,1,0,1,0,6.6
Manchester United,4,207,0,1,0,46,1,2,1,0,5,0,6.6
Borussia M'gladbach,7,300,0,3,0,67,1,7,3,2,12,1,6.59
Zenit St. Petersburg,4,287,0,6,2,49,1,3,0,1,10,0,6.58
Manchester City,7,149,0,0,0,17,0,0,1,0,0,2,6.57
RB Leipzig,3,92,0,2,1,12,0,3,0,2,1,0,6.57
Borussia M'gladbach,3,27,0,0,0,7,0,0,1,0,3,0,6.57
Lokomotiv Moscow,4,180,0,0,0,36,2,8,6,0,16,0,6.57
AFC Ajax,5,246,1,1,1,89,1,5,4,2,19,0,6.56
Lazio,5,181,0,3,0,39,3,0,2,3,10,0,6.56
FC Barcelona,2,21,0,2,0,10,0,0,0,0,2,0,6.55
Sevilla,4,97,0,1,0,32,0,0,3,1,5,0,6.55
Inter,5,118,0,4,0,36,1,3,2,3,3,0,6.54
FC Midtjylland,3,43,0,1,0,8,0,1,0,2,2,0,6.53
Başakşehir FK,4,204,0,2,0,24,0,5,1,0,7,0,6.53
Borussia M'gladbach,4,64,0,0,0,14,2,2,0,1,7,0,6.53
Olympiacos FC,5,426,0,2,0,60,6,2,1,1,13,0,6.52
Olympique de Marseille,6,257,0,1,0,30,5,1,1,0,3,0,6.52
Real Madrid,1,14,0,0,0,6,0,0,1,0,2,0,6.5
Olympiacos FC,2,65,0,0,0,31,1,2,0,0,5,0,6.5
Shakhtar Donetsk,2,41,0,0,0,13,0,1,0,0,5,0,6.5
Ferencváros TC,2,36,0,0,0,11,0,2,0,0,0,0,6.5
AFC Ajax,3,47,0,2,0,12,0,0,0,0,1,0,6.5
FC Midtjylland,3,47,0,1,0,8,1,0,1,0,1,0,6.5
Real Madrid,4,105,0,1,0,16,1,0,0,0,1,0,6.5
FC Porto,5,74,0,0,0,14,0,0,0,0,3,0,6.5
FC Midtjylland,5,344,0,1,1,105,7,4,3,1,11,0,6.48
Başakşehir FK,4,249,0,4,1,49,3,1,0,0,4,0,6.43
Dynamo Kyiv,6,307,0,1,0,45,0,1,0,1,12,0,6.42
Inter,1,8,0,0,0,3,0,0,0,0,1,0,6.4
Atlético Madrid,1,10,0,0,0,0,0,0,0,0,0,0,6.4
Sevilla,1,12,0,0,0,3,0,0,0,0,0,0,6.4
Borussia Dortmund,1,9,0,0,0,1,0,0,0,0,0,0,6.4
FC Krasnodar,2,42,0,0,0,5,0,0,0,0,0,0,6.4
Stade Rennais,4,98,0,0,0,21,0,2,2,1,6,0,6.4
Club Brugge KV,3,30,0,0,0,7,0,1,0,0,3,0,6.35
Real Madrid,1,59,0,0,0,11,0,0,1,0,0,0,6.3
Borussia Dortmund,1,32,0,0,0,4,0,0,0,0,1,0,6.3
Atalanta,1,9,0,0,0,4,0,0,0,0,0,0,6.3
Manchester United,1,1,0,0,0,2,0,0,0,0,0,0,0.0
Shakhtar Donetsk,1,1,0,0,0,1,0,0,0,0,1,0,0.0
FC Krasnodar,1,1,0,0,0,1,0,0,0,0,0,0,0.0
