season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,44871,A. Hickey,Brentford,Missing Fixture,Thigh Injury,2024-08-18,,265
2024-2025,196156,I. Thiago,Brentford,Missing Fixture,Knee Injury,2024-08-18,,256
2024-2025,19974,I. Toney,Brentford,Missing Fixture,Coach's decision,2024-08-18,,0
2024-2025,19362,J. Dasilva,Brentford,Missing Fixture,Knee Injury,2024-08-18,,280
2024-2025,19346,R. Henry,Brentford,Missing Fixture,Knee Injury,2024-08-18,,227
2024-2025,44871,A. Hickey,Brentford,Missing Fixture,Thigh Injury,2024-08-25,,265
2024-2025,196156,I. Thiago,Brentford,Missing Fixture,Knee Injury,2024-08-25,,256
2024-2025,19362,J. Dasilva,Brentford,Missing Fixture,Knee Injury,2024-08-25,,280
2024-2025,19346,R. Henry,Brentford,Missing Fixture,Knee Injury,2024-08-25,,227
2024-2025,44871,A. Hickey,Brentford,Missing Fixture,Thigh Injury,2024-08-31,,265
2024-2025,196156,I. Thiago,Brentford,Missing Fixture,Knee Injury,2024-08-31,,256
2024-2025,19362,J. Dasilva,Brentford,Missing Fixture,Knee Injury,2024-08-31,,280
2024-2025,19346,R. Henry,Brentford,Missing Fixture,Knee Injury,2024-08-31,,227
2024-2025,44871,A. Hickey,Brentford,Missing Fixture,Thigh Injury,2024-09-14,,265
2024-2025,427736,Gustavo Nunes,Brentford,Missing Fixture,Back Injury,2024-09-14,,51
2024-2025,196156,I. Thiago,Brentford,Missing Fixture,Knee Injury,2024-09-14,,256
2024-2025,19362,J. Dasilva,Brentford,Missing Fixture,Knee Injury,2024-09-14,,280
2024-2025,47438,M. Jensen,Brentford,Missing Fixture,Knock,2024-09-14,,200
2024-2025,19346,R. Henry,Brentford,Missing Fixture,Knee Injury,2024-09-14,,227
2024-2025,44871,A. Hickey,Brentford,Missing Fixture,Thigh Injury,2024-09-21,,265
2024-2025,427736,Gustavo Nunes,Brentford,Missing Fixture,Back Injury,2024-09-21,,51
2024-2025,196156,I. Thiago,Brentford,Missing Fixture,Knee Injury,2024-09-21,,256
2024-2025,19362,J. Dasilva,Brentford,Missing Fixture,Knee Injury,2024-09-21,,280
2024-2025,47438,M. Jensen,Brentford,Missing Fixture,Knock,2024-09-21,,200
2024-2025,19346,R. Henry,Brentford,Missing Fixture,Knee Injury,2024-09-21,,227
2024-2025,20649,Y. Wissa,Brentford,Missing Fixture,Ankle Injury,2024-09-21,,14
2024-2025,44871,A. Hickey,Brentford,Missing Fixture,Thigh Injury,2024-10-05,,265
2024-2025,427736,Gustavo Nunes,Brentford,Missing Fixture,Back Injury,2024-10-05,,51
2024-2025,196156,I. Thiago,Brentford,Missing Fixture,Knee Injury,2024-10-05,,256
2024-2025,19362,J. Dasilva,Brentford,Missing Fixture,Knee Injury,2024-10-05,,280
2024-2025,19346,R. Henry,Brentford,Missing Fixture,Knee Injury,2024-10-05,,227
2024-2025,20649,Y. Wissa,Brentford,Missing Fixture,Ankle Injury,2024-10-05,,14
2024-2025,44871,A. Hickey,Brentford,Missing Fixture,Thigh Injury,2024-10-19,,265
2024-2025,427736,Gustavo Nunes,Brentford,Missing Fixture,Back Injury,2024-10-19,,51
2024-2025,196156,I. Thiago,Brentford,Missing Fixture,Knee Injury,2024-10-19,,256
2024-2025,19362,J. Dasilva,Brentford,Missing Fixture,Knee Injury,2024-10-19,,280
2024-2025,19346,R. Henry,Brentford,Missing Fixture,Knee Injury,2024-10-19,,227
2024-2025,44871,A. Hickey,Brentford,Missing Fixture,Thigh Injury,2024-10-26,,265
2024-2025,427736,Gustavo Nunes,Brentford,Missing Fixture,Back Injury,2024-10-26,,51
2024-2025,196156,I. Thiago,Brentford,Missing Fixture,Knee Injury,2024-10-26,,256
