Date,start_time,Competition,Round,Day,Venue,Result,goals_for,goals_against,Opponent,possession,attendance,captain,formation,opp_formation,referee,Match_Report_URL,Match_Report,notes
2024-09-24,19:45(20:45),EFL Cup,Third round,Tue,Home,W,2,1,Watford,72,"40,584",Kyle Walker,3-2-4-1,5-3-2,David Webb,https://fbref.com/en/matches/f7700518/Manchester-City-Watford-September-24-2024-EFL-Cup,Match Report,
2024-10-30,20:15(21:15),EFL Cup,Fourth round,Wed,Away,L,1,2,Tottenham Hotspur,68,"60,797",Rúben Dias,4-1-4-1,4-3-3,Robert Jones,https://fbref.com/en/matches/da330187/Tottenham-Hotspur-Manchester-City-October-30-2024-EFL-Cup,Match Report,
