season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,157997,A. Diallo,Manchester United,Missing Fixture,Knee Injury,2023-08-14,,229
2023-2024,284322,K. Mainoo,Manchester United,Missing Fixture,Ankle Injury,2023-08-14,,53
2023-2024,897,M. Greenwood,Manchester United,Missing Fixture,Inactive,2023-08-14,,4
2023-2024,2931,T. Heaton,Manchester United,Missing Fixture,Calf Injury,2023-08-14,,32
2023-2024,37145,T. Malacia,Manchester United,Missing Fixture,Muscle Injury,2023-08-14,,278
2023-2024,157997,A. Diallo,Manchester United,Missing Fixture,Knee Injury,2023-08-19,,229
2023-2024,284322,K. Mainoo,Manchester United,Missing Fixture,Ankle Injury,2023-08-19,,53
2023-2024,897,M. Greenwood,Manchester United,Missing Fixture,Inactive,2023-08-19,,4
2023-2024,288006,R. Hojlund,Manchester United,Missing Fixture,Lower Back Injury,2023-08-19,,196
2023-2024,2931,T. Heaton,Manchester United,Missing Fixture,Calf Injury,2023-08-19,,32
2023-2024,37145,T. Malacia,Manchester United,Missing Fixture,Muscle Injury,2023-08-19,,278
2023-2024,157997,A. Diallo,Manchester United,Missing Fixture,Knee Injury,2023-08-26,,229
2023-2024,284322,K. Mainoo,Manchester United,Missing Fixture,Ankle Injury,2023-08-26,,53
2023-2024,891,L. Shaw,Manchester United,Missing Fixture,Muscle Injury,2023-08-26,,267
2023-2024,19220,M. Mount,Manchester United,Missing Fixture,Hamstring Injury,2023-08-26,,267
2023-2024,2931,T. Heaton,Manchester United,Missing Fixture,Calf Injury,2023-08-26,,32
2023-2024,37145,T. Malacia,Manchester United,Missing Fixture,Muscle Injury,2023-08-26,,278
2023-2024,157997,A. Diallo,Manchester United,Missing Fixture,Knee Injury,2023-09-03,,229
2023-2024,284322,K. Mainoo,Manchester United,Missing Fixture,Ankle Injury,2023-09-03,,53
2023-2024,891,L. Shaw,Manchester United,Missing Fixture,Muscle Injury,2023-09-03,,267
2023-2024,19220,M. Mount,Manchester United,Missing Fixture,Hamstring Injury,2023-09-03,,267
