Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Gabriel Magalhães,brBRA,DF,25,10,10,930,10.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
William Saliba,frFRA,DF,22,10,10,901,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
David Raya,esESP,GK,27,9,9,840,9.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Declan Rice,engENG,MF,24,10,9,838,9.3,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
Kai Havertz,deGER,"MF,FW",24,10,9,830,9.2,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
Bukayo Saka,engENG,FW,21,9,9,720,8.0,4,4,8,4,0,0,0,0,0.50,0.50,1.00,0.50,1.00,Matches
Martin Ødegaard,noNOR,MF,24,9,8,750,8.3,2,1,3,2,0,0,0,0,0.24,0.12,0.36,0.24,0.36,Matches
Ben White,engENG,DF,25,10,7,754,8.4,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches
Jorginho,itITA,MF,31,9,6,532,5.9,1,0,1,0,1,1,1,0,0.17,0.00,0.17,0.00,0.00,Matches
Leandro Trossard,beBEL,FW,28,9,6,531,5.9,4,1,5,4,0,0,0,0,0.68,0.17,0.85,0.68,0.85,Matches
Gabriel Martinelli,brBRA,FW,22,6,6,481,5.3,2,1,3,2,0,0,0,0,0.37,0.19,0.56,0.37,0.56,Matches
Takehiro Tomiyasu,jpJPN,DF,24,6,5,388,4.3,0,2,2,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,Matches
Gabriel Jesus,brBRA,FW,26,8,4,406,4.5,4,3,7,4,0,0,2,0,0.89,0.67,1.55,0.89,1.55,Matches
Jakub Kiwior,plPOL,DF,23,7,4,381,4.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Oleksandr Zinchenko,uaUKR,DF,26,6,3,278,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Reiss Nelson,engENG,FW,23,5,1,177,2.0,0,2,2,0,0,0,0,0,0.00,1.02,1.02,0.00,1.02,Matches
Eddie Nketiah,engENG,FW,24,6,1,141,1.6,1,0,1,1,0,0,0,0,0.64,0.00,0.64,0.64,0.64,Matches
Aaron Ramsdale,engENG,GK,25,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mohamed Elneny,egEGY,MF,31,2,1,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Cédric Soares,ptPOR,DF,31,1,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabio Vieira,ptPOR,MF,23,3,0,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Emile Smith Rowe,engENG,MF,23,3,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Thomas Partey,ghGHA,"DF,MF",30,1,0,5,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Amario Cozier-Duberry,engENG,"FW,MF",18,0,0,,,,,,,,,,,,,,,,Matches
Ayden Heaven,engENG,DF,16,0,0,,,,,,,,,,,,,,,,Matches
Karl Jakob Hein,eeEST,GK,21,0,0,,,,,,,,,,,,,,,,Matches
Myles Lewis-Skelly,engENG,DF,16,0,0,,,,,,,,,,,,,,,,Matches
Ethan Nwaneri,engENG,MF,16,0,0,,,,,,,,,,,,,,,,Matches
Charles Sagoe Jr,engENG,"FW,MF",19,0,0,,,,,,,,,,,,,,,,Matches
Lino Sousa,engENG,DF,18,0,0,,,,,,,,,,,,,,,,Matches
James Sweet,wlsWAL,DF,19,0,0,,,,,,,,,,,,,,,,Matches
Reuell Walters,engENG,DF,18,0,0,,,,,,,,,,,,,,,,Matches
