Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Kai Havertz,deGER,MF,24,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jakub Kiwior,plPOL,DF,23,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Magalhães,brBRA,DF,25,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Aaron Ramsdale,engENG,GK,25,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Eddie Nketiah,engENG,FW,24,2,2,165,1.8,0,1,1,0,0,0,1,0,0.00,0.55,0.55,0.00,0.55,Matches
Ben White,engENG,DF,25,2,2,158,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Jorginho,itITA,MF,31,2,2,146,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Reiss Nelson,engENG,FW,23,2,2,146,1.6,1,0,1,1,0,0,0,0,0.62,0.00,0.62,0.62,0.62,Matches
Takehiro Tomiyasu,jpJPN,DF,24,2,1,124,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabio Vieira,ptPOR,MF,23,1,1,90,1.0,0,1,1,0,0,0,0,0,0.00,1.00,1.00,0.00,1.00,Matches
Emile Smith Rowe,engENG,MF,23,1,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Oleksandr Zinchenko,uaUKR,DF,26,2,1,78,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Charles Sagoe Jr,engENG,FW,19,1,1,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Leandro Trossard,beBEL,FW,28,1,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Declan Rice,engENG,"DF,MF",24,1,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Martinelli,brBRA,"FW,MF",22,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Bukayo Saka,engENG,"FW,MF",21,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Jesus,brBRA,"FW,MF",26,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Martin Ødegaard,noNOR,"FW,MF",24,2,0,20,0.2,1,0,1,1,0,0,0,0,4.50,0.00,4.50,4.50,4.50,Matches
Mohamed Elneny,egEGY,MF,31,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Cédric Soares,ptPOR,"DF,MF",31,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Amario Cozier-Duberry,engENG,"FW,MF",18,0,0,,,,,,,,,,,,,,,,Matches
Karl Jakob Hein,eeEST,GK,21,0,0,,,,,,,,,,,,,,,,Matches
William Saliba,frFRA,DF,22,0,0,,,,,,,,,,,,,,,,Matches
James Sweet,wlsWAL,DF,19,0,0,,,,,,,,,,,,,,,,Matches
Reuell Walters,engENG,DF,18,0,0,,,,,,,,,,,,,,,,Matches
