Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
afe4ecd7,https://fbref.com/en/matches/afe4ecd7/RB-Leipzig-Manchester-City-February-22-2023-Champions-League,2023-02-22,Champions Lg,Round of 16,Away,deRB Leipzig,D,2023-02-22_champions_lg_derb_leipzig,Manchester City,Ederson,br BRA,29-189,90,4,1,3,75.0
