season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2022-2023,18769,T. Walcott,Southampton,Missing Fixture,Injury,2022-08-06,,161
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-08-06,,280
2022-2023,18769,T. Walcott,Southampton,Missing Fixture,Injury,2022-08-13,,161
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-08-13,,280
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-08-20,,280
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-08-27,,280
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-08-30,,280
2022-2023,282125,R. Lavia,Southampton,Missing Fixture,Muscle Injury,2022-09-03,,35
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-09-03,,280
2022-2023,282125,R. Lavia,Southampton,Missing Fixture,Muscle Injury,2022-09-16,,35
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-09-16,,280
2022-2023,282125,R. Lavia,Southampton,Missing Fixture,Muscle Injury,2022-10-01,,35
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-10-01,,280
2022-2023,282125,R. Lavia,Southampton,Missing Fixture,Muscle Injury,2022-10-08,,35
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-10-08,,280
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-10-16,,280
2022-2023,25061,A. Bella-Kotchap,Southampton,Missing Fixture,Shoulder Injury,2022-10-19,,220
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-10-19,,280
2022-2023,25061,A. Bella-Kotchap,Southampton,Missing Fixture,Shoulder Injury,2022-10-23,,220
2022-2023,1456,A. Maitland-Niles,Southampton,Missing Fixture,Loan agreement,2022-10-23,,180
2022-2023,171,K. Walker-Peters,Southampton,Missing Fixture,Muscle Injury,2022-10-23,,20
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-10-23,,280
2022-2023,171,K. Walker-Peters,Southampton,Missing Fixture,Muscle Injury,2022-10-29,,20
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-10-29,,280
2022-2023,171,K. Walker-Peters,Southampton,Missing Fixture,Muscle Injury,2022-11-06,,20
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-11-06,,280
2022-2023,171,K. Walker-Peters,Southampton,Missing Fixture,Muscle Injury,2022-11-12,,20
2022-2023,158694,V. Livramento,Southampton,Missing Fixture,Knee Injury,2022-11-12,,280
