season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,18932,F. Forster,Tottenham,Missing Fixture,Ankle Injury,2024-08-19,,275
2024-2025,18968,Y. Bissouma,Tottenham,Missing Fixture,Suspended,2024-08-19,,156
2024-2025,18883,D. Solanke,Tottenham,Missing Fixture,Ankle Injury,2024-08-24,,186
2024-2025,863,R. Bentancur,Tottenham,Missing Fixture,Head Injury,2024-08-24,,201
2024-2025,18883,D. Solanke,Tottenham,Missing Fixture,Ankle Injury,2024-09-01,,186
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Injury,2024-09-01,,214
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Injury,2024-09-15,,214
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Injury,2024-09-21,,214
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-09-21,,134
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Injury,2024-09-26,,214
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-09-26,,134
2024-2025,204039,D. Udogie,Tottenham,Missing Fixture,Thigh Injury,2024-10-03,,121
2024-2025,162498,R. Dragusin,Tottenham,Missing Fixture,Red Card,2024-10-03,,233
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Injury,2024-10-03,,214
2024-2025,186,Son Heung-Min,Tottenham,Missing Fixture,Injury,2024-10-03,,233
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-10-03,,134
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Injury,2024-10-06,,214
2024-2025,186,Son Heung-Min,Tottenham,Missing Fixture,Injury,2024-10-06,,233
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-10-06,,134
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-10-19,,134
2024-2025,186,Son Heung-Min,Tottenham,Missing Fixture,Injury,2024-10-24,,233
2024-2025,152849,M. van de Ven,Tottenham,Missing Fixture,Thigh Injury,2024-11-03,,115
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-11-03,,134
2024-2025,30776,C. Romero,Tottenham,Missing Fixture,Injury,2024-11-07,,198
2024-2025,19235,D. Spence,Tottenham,Missing Fixture,Groin Injury,2024-11-07,,84
2024-2025,380690,M. Moore,Tottenham,Missing Fixture,Illness,2024-11-07,,57
2024-2025,152849,M. van de Ven,Tottenham,Missing Fixture,Thigh Injury,2024-11-07,,115
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Thigh Injury,2024-11-07,,214
2024-2025,1166,T. Werner,Tottenham,Missing Fixture,Muscle Injury,2024-11-07,,198
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-11-07,,134
2024-2025,380690,M. Moore,Tottenham,Missing Fixture,Illness,2024-11-10,,57
2024-2025,152849,M. van de Ven,Tottenham,Missing Fixture,Thigh Injury,2024-11-10,,115
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Thigh Injury,2024-11-10,,214
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-11-10,,134
2024-2025,30776,C. Romero,Tottenham,Missing Fixture,Ankle Injury,2024-11-23,,198
2024-2025,380690,M. Moore,Tottenham,Missing Fixture,Illness,2024-11-23,,57
2024-2025,152849,M. van de Ven,Tottenham,Missing Fixture,Thigh Injury,2024-11-23,,115
2024-2025,863,R. Bentancur,Tottenham,Missing Fixture,Suspended,2024-11-23,,201
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Thigh Injury,2024-11-23,,214
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-11-23,,134
2024-2025,31354,G. Vicario,Tottenham,Missing Fixture,Broken ankle,2024-11-28,,65
2024-2025,380690,M. Moore,Tottenham,Missing Fixture,Illness,2024-11-28,,57
2024-2025,152849,M. van de Ven,Tottenham,Missing Fixture,Thigh Injury,2024-11-28,,115
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Thigh Injury,2024-11-28,,214
2024-2025,393195,W. Lankshear,Tottenham,Missing Fixture,Red Card,2024-11-28,,0
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-11-28,,134
2024-2025,31354,G. Vicario,Tottenham,Missing Fixture,Broken ankle,2024-12-01,,65
2024-2025,380690,M. Moore,Tottenham,Missing Fixture,Illness,2024-12-01,,57
2024-2025,152849,M. van de Ven,Tottenham,Missing Fixture,Thigh Injury,2024-12-01,,115
2024-2025,863,R. Bentancur,Tottenham,Missing Fixture,Suspended,2024-12-01,,201
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Thigh Injury,2024-12-01,,214
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-12-01,,134
2024-2025,31354,G. Vicario,Tottenham,Missing Fixture,Broken ankle,2024-12-05,,65
2024-2025,380690,M. Moore,Tottenham,Missing Fixture,Illness,2024-12-05,,57
2024-2025,152849,M. van de Ven,Tottenham,Missing Fixture,Thigh Injury,2024-12-05,,115
2024-2025,863,R. Bentancur,Tottenham,Missing Fixture,Suspended,2024-12-05,,201
2024-2025,2413,Richarlison,Tottenham,Missing Fixture,Thigh Injury,2024-12-05,,214
2024-2025,336564,W. Odobert,Tottenham,Missing Fixture,Thigh Injury,2024-12-05,,134
