Feature_Group,total_importance,mean_importance,features,importance_percent
workload_recovery,29.827097265595114,2.9827097265595115,10,29.82709726559512
position_adjusted_load,21.475330891797075,1.9523028083451885,11,21.475330891797082
recent_action_load,13.259504959424376,1.4732783288249307,9,13.259504959424378
injury_context,11.964518740595699,0.6297115126629315,19,11.964518740595702
role_context,9.193100864042343,2.2982752160105857,4,9.193100864042346
competition_load,7.449127273799952,0.8276808081999947,9,7.449127273799955
load_management,4.400184426690174,1.1000461066725435,4,4.400184426690176
recent_baseline_form,2.4311355780552355,1.2155677890276178,2,2.4311355780552364
