Feature_Group,total_importance,mean_importance,features,importance_percent
workload_recovery,62.16080200055542,6.216080200055542,10,62.16080200055543
position_adjusted_load,15.809373702718268,1.4372157911562062,11,15.809373702718268
recent_action_load,14.158232946760059,1.573136994084451,9,14.158232946760057
injury_context,4.879848478592085,0.256834130452215,19,4.879848478592085
role_context,1.527718064804898,0.509239354934966,3,1.527718064804898
competition_load,1.4640248065692665,0.1626694229521407,9,1.4640248065692665
load_management,0.0,0.0,4,0.0
recent_baseline_form,0.0,0.0,2,0.0
