Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Formation,Lineup_Section,Jersey_Number,Player
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,31,Ederson
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,2,Kyle Walker
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,3,Rúben Dias
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,6,Nathan Aké
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,9,Erling Haaland
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,16,Rodri
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,19,Julián Álvarez
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,20,Bernardo Silva
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,21,Sergio Gómez
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,27,Matheus Nunes
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Starter,47,Phil Foden
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Bench,18,Stefan Ortega
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Bench,33,Scott Carson
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Bench,4,Kalvin Phillips
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Bench,11,Jeremy Doku
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Bench,24,Joško Gvardiol
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Bench,25,Manuel Akanji
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Bench,52,Oscar Bobb
3d87750d,https://fbref.com/en/matches/3d87750d/Manchester-City-Red-Star-September-19-2023-Champions-League,2023-09-19,Champions Lg,Group stage,Home,rsRed Star,W,2023-09-19_champions_lg_rsred_star,Manchester City,4-2-3-1,Bench,82,Rico Lewis
