accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,position_group
5,0,0.0,0,6,66.67,0,30,30,90.91,0,0.0,0,1,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,0,0.0,0,0,0,2,2,0,0,0,,0,0.0,0,0,0,3,0,0,0,1,90,0,,0,0,0,0,0.0,1,0,0,0,3,0,1,9.7,0,0,0,8,4,12,0,7,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,5,0,0,0,0.0,9,2,31,33,9.7,0,1,51,0,0,0,Ruslan Neshcheret,Dynamo Kyiv,976364,3305,Goalkeepers
0,0,0.0,0,5,62.5,3,15,18,85.71,0,0.0,0,1,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,3,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,4,0,0,8.5,0,0,0,2,5,7,0,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,8,6,15,21,8.5,0,1,34,0,0,0,Gianluigi Buffon,Juventus,2069,2687,Goalkeepers
4,0,0.0,1,12,54.55,6,12,18,62.07,2,100.0,0,1,0,0,0,0,9,0,0,0,1,2,1,0,0,0,0,0,0,1,,,0,0,0.0,0,0,0,0,0,0,0,0,,0,0.0,0,1,0,11,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,11,0,1,7.8,0,0,1,3,1,4,0,1,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,6,0,0,2,100.0,22,13,16,29,7.8,0,0,44,0,0,0,Adrián,Liverpool FC,50539,44,Goalkeepers
11,0,0.0,0,17,39.53,3,50,53,67.09,1,100.0,0,2,0,0,0,0,20,0,0,0,1,2,2,0,0,0,0,1,0,0,,,1,0,0.0,0,0,0,1,1,0,0,0,,0,0.0,0,2,0,26,0,0,0,2,180,0,,0,0,0,1,0.0,1,0,0,0,26,0,2,7.65,0,0,0,8,1,9,0,3,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,18,0,0,1,50.0,43,21,58,79,15.3,0,0,109,0,1,0,Caoimhin Kelleher,Liverpool FC,827362,44,Goalkeepers
2,0,0.0,1,4,36.36,3,5,8,53.33,0,0.0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0.0,0,0,0,1,1,0,0,0,,0,0.0,0,0,0,7,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,8,0,0,7.6,0,0,0,5,1,6,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,3,0,0,0,0.0,11,8,7,15,7.6,0,0,25,0,1,0,Thomas Strakosha,Lazio,227212,2699,Goalkeepers
15,0,0.0,2,48,59.26,12,212,224,86.49,1,100.0,0,8,0,0,0,0,79,0,0,0,3,8,8,0,0,0,1,1,1,0,,,0,0,0.0,0,0,0,8,8,0,0,0,,1,50.0,0,3,0,35,0,1,0,8,720,0,,0,0,0,0,0.0,0,0,0,0,37,0,3,7.44,0,0,6,26,9,35,0,7,0.0,0.0,0,0,0,0,0,0,0.0,6,0,0,0.0,1,23,0,0,2,66.67,81,31,228,259,59.5,0,1,366,1,1,0,Manuel Neuer,FC Bayern München,8959,2672,Goalkeepers
25,0,0.0,4,63,39.13,26,246,272,72.92,2,100.0,0,12,0,0,0,0,103,0,0,0,2,10,12,0,0,0,1,1,0,1,,,0,0,0.0,0,0,0,15,11,4,0,0,,0,0.0,0,2,0,101,1,0,0,12,1080,0,,0,0,0,0,0.0,4,0,1,0,105,0,8,7.37,0,0,4,36,18,54,0,18,0.0,0.0,0,0,0,0,0,0,0.0,4,0,0,0.0,0,47,0,0,2,66.67,161,98,275,373,88.4,0,2,514,0,0,0,Keylor Navas,Paris Saint-Germain,56113,1644,Goalkeepers
9,0,0.0,4,27,35.53,19,33,52,51.49,4,100.0,0,4,0,0,0,0,34,0,0,0,1,8,4,0,0,0,0,0,1,0,,,0,0,0.0,0,0,0,8,8,0,0,0,,3,100.0,0,4,0,49,0,0,0,4,360,0,,0,0,0,0,0.0,3,0,0,0,52,0,6,7.35,0,0,0,15,7,22,0,6,0.0,0.0,0,0,0,0,0,2,100.0,0,0,0,0.0,0,13,2,0,7,100.0,76,54,47,101,29.4,0,1,164,2,0,0,Matvey Safonov,FC Krasnodar,800749,34425,Goalkeepers
29,0,0.0,3,63,46.67,31,212,243,76.18,1,50.0,1,12,0,0,0,0,98,0,0,0,9,3,12,0,0,0,0,1,0,1,,,0,0,0.0,0,0,0,3,3,0,0,0,,0,0.0,0,7,0,76,0,0,0,12,1080,0,,0,0,0,0,0.0,0,0,0,0,79,0,0,7.35,0,0,2,23,8,31,0,9,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,39,0,0,1,50.0,135,77,242,319,88.2,0,1,419,1,0,0,Edouard Mendy,Chelsea,845074,38,Goalkeepers
11,0,0.0,1,41,48.24,16,166,182,79.48,1,100.0,0,7,0,0,0,0,53,0,0,0,5,5,7,0,0,0,0,0,0,0,,,0,0,0.0,0,0,0,5,5,0,0,0,,1,100.0,0,1,0,47,0,0,0,7,630,0,,0,0,0,0,0.0,0,0,0,0,47,0,1,7.29,0,0,2,12,7,19,1,5,0.0,0.0,0,0,0,0,0,0,0.0,2,1,0,0.0,0,19,0,0,2,100.0,85,52,177,229,51.0,0,1,288,0,0,0,Alisson,Liverpool FC,243609,44,Goalkeepers
