name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
Neco Williams,Neco,Williams,neco-williams,N. Williams,D,3,3504,M,927356,"{'nameTranslation': {'ar': 'نيكو ويليامز', 'bn': 'উইলিয়ামস, নেকো', 'hi': 'विलियम्स, नेको'}, 'shortNameTranslation': {'ar': 'ن. ويليامز', 'bn': 'এন. উইলিয়ামস', 'hi': 'एन. विलियम्स'}}",,56.828571428571,86.192857142857,70,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Nicolás Domínguez,Nicolas,Dominguez,nicolas-dominguez,N. Domínguez,M,16,3373,M,871765,"{'nameTranslation': {'ar': 'نيكولاس دومينغيز', 'bn': 'নিকোলাস ডোমিংগুয়েজ', 'hi': 'निकोलस डोमिन्ग्यूज़'}, 'shortNameTranslation': {'ar': 'ن. دومينغيز', 'bn': 'এন. ডোমিঙ্গুয়েজ', 'hi': 'एन. डोमिन्ग्यूज़'}}",,59.21095890411,78.415068493151,73,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Nikola Milenković,Nikola,Milenkovic,nikola-milenkovic,N. Milenković,D,31,5289,M,836168,"{'nameTranslation': {'ar': 'نيكولا ميلينكوفيتش', 'bn': 'নিকোলা মিলেনকোভিচ', 'hi': 'निकोला मिलेंकोविच'}, 'shortNameTranslation': {'ar': 'ن. ميلينكوفيتش', 'bn': 'এন. মিলেনকোভিচ', 'hi': 'एन. मिलेंकोविच'}}",milenkovicn_4,34.575,34.615384615385,52,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Ola Aina,Ola,Aina,ola-aina,O. Aina,D,34,4182,M,800417,"{'nameTranslation': {'ar': 'أولا أينا', 'bn': 'ওলা আইনা', 'hi': 'ओला आइना'}, 'shortNameTranslation': {'ar': 'أ. أينا', 'bn': 'ও. আইনা', 'hi': 'ओ. आइना'}}",,47.274324324324,15.366216216216,74,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Morgan Gibbs-White,Morgan,Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,8819,M,865912,"{'nameTranslation': {'ar': 'مورغان غيبز-وايت', 'bn': 'মরগান গিবস-হোয়াইট', 'hi': 'मॉर्गन गिब्स-व्हाइट'}, 'shortNameTranslation': {'ar': 'م. غيبز-وايت', 'bn': 'এম. গিবস-হোয়াইট', 'hi': 'एम. गिब्स-व्हाइट'}}",Morgangibbs27,58.432394366197,50.222535211268,71,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,10266,M,843754,"{'nameTranslation': {'ar': 'إبراهيم سانغاري', 'bn': 'ইব্রাহিম সাঙ্গারে', 'hi': 'इब्राहिम संगारे'}, 'shortNameTranslation': {'ar': 'إ. سانغاري', 'bn': 'আই. সাঙ্গারে', 'hi': 'आई. संगारे'}}",ibrahim_sangare,46.308450704225,44.40985915493,71,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Ryan Yates,Ryan,Yates,ryan-yates,R. Yates,M,22,1090,M,846252,"{'nameTranslation': {'ar': 'ريان ييتس', 'bn': 'রায়ান ইয়েটস', 'hi': 'रयान येट्स'}, 'shortNameTranslation': {'ar': 'ر. ييتس', 'bn': 'আর. ইয়েটস', 'hi': 'आर. येट्स'}}",,42.793333333333,60.453333333333,15,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Jota Silva,,,jota-silva,J. Silva,F,26,3087,M,1011895,"{'nameTranslation': {'ar': 'جوتا سيلفا', 'bn': 'জোটা সিলভা', 'hi': 'जोटा सिल्वा'}, 'shortNameTranslation': {'ar': 'ج. سيلفا', 'bn': 'জে. সিলভা', 'hi': 'जे. सिल्वा'}}",,68.966666666667,37.833333333333,3,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Matz Sels,,,matz-sels,M. Sels,G,26,2580,M,78152,"{'nameTranslation': {'ar': 'ماتس سيلس', 'bn': 'ম্যাটজ সেলস', 'hi': 'मैट्ज़ सेल्स'}, 'shortNameTranslation': {'ar': 'م. سيلس', 'bn': 'এম. সেলস', 'hi': 'एम. सेल्स'}}",,10.521875,50.8,32,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Chris Wood,,,chris-wood,C. Wood,F,11,7540,M,50480,"{'nameTranslation': {'ar': 'كريس وود', 'bn': 'ক্রিস উড', 'hi': 'क्रिस वुड'}, 'shortNameTranslation': {'ar': 'ك. وود', 'bn': 'সি. উড', 'hi': 'सी. वुड'}}",wodsy39,65.82,60.762857142857,35,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Elliot Anderson,,,elliot-anderson,E. Anderson,M,8,9315,M,994546,"{'nameTranslation': {'ar': 'إليوت أندرسون', 'bn': 'এলিয়ট অ্যান্ডারসন', 'hi': 'इलियट एंडरसन'}, 'shortNameTranslation': {'ar': 'إ. أندرسون', 'bn': 'ই. অ্যান্ডারসন', 'hi': 'ई. एंडरसन'}}",,47.026213592233,62.833980582524,103,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Taiwo Awoniyi,Taiwo,Awoniyi,taiwo-awoniyi,T. Awoniyi,F,9,4643,M,359664,"{'nameTranslation': {'ar': 'تايوو أونيي', 'bn': 'তাইও আওনিয়ি', 'hi': 'ताइवो अवोनीयी'}, 'shortNameTranslation': {'ar': 'ت. أونيي', 'bn': 'টি. আওনিয়ি', 'hi': 'टी. अवोनीयी'}}",,68.0,82.9,1,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Anthony Elanga,,,anthony-elanga,A. Elanga,F,20,13465,M,979232,"{'nameTranslation': {'ar': 'أنتوني إلانغا', 'bn': 'অ্যান্টনি এলাঙ্গা', 'hi': 'एंथनी एलंगा'}, 'shortNameTranslation': {'ar': 'أ. إلانغا', 'bn': 'এ. এলাঙ্গা', 'hi': 'ए. एलंगा'}}",anthonyelanga,75.187755102041,36.412244897959,49,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
Morato,Felipe,Morato,morato,Morato,D,4,2371,M,985086,"{'nameTranslation': {'ar': 'موراتو', 'bn': 'মোরাতো', 'hi': 'मोराटो'}, 'shortNameTranslation': {'ar': 'موراتو', 'bn': 'এফ. মোরাতো', 'hi': 'एफ.'}}",,35.143055555556,67.794444444444,72,Nottingham Forest,1746969300_nottingham_forest_vs_leicester_city
