name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
Niclas Füllkrug,,,niclas-fullkrug,N. Füllkrug,F,9,9889,M,132645,"{'nameTranslation': {'ar': 'نيكلاس فولكرغ', 'bn': 'নিকলাস ফুলক্রুগ', 'hi': 'निकोलस फुलक्रुग'}, 'shortNameTranslation': {'ar': 'ن. فولكرغ', 'bn': 'এন. ফুলক্রুগ', 'hi': 'एन. फुलक्रुग'}}",niclas.fuellkrug24,62.649056603774,40.256603773585,53,West Ham United,1746363600_west_ham_united_vs_tottenham_hotspur
Jarrod Bowen,Jarrod,Bowen,jarrod-bowen,J. Bowen,M,20,9748,M,552884,"{'nameTranslation': {'ar': 'جارود بوين', 'bn': 'জারড বোয়েন', 'hi': 'जारोड बोवेन'}, 'shortNameTranslation': {'ar': 'ج. بوين', 'bn': 'জে. বোয়েন', 'hi': 'जे. बोवेन'}}",jarrodbowen,66.236363636364,24.112121212121,33,West Ham United,1746363600_west_ham_united_vs_tottenham_hotspur
Evan Ferguson,,,evan-ferguson,E. Ferguson,F,11,8323,M,999231,"{'nameTranslation': {'ar': 'إيفان فيرغسون', 'bn': 'ইভান ফার্গুসন', 'hi': 'इवान फर्ग्यूसन'}, 'shortNameTranslation': {'ar': 'إ. فيرغسون', 'bn': 'ই. ফার্গুসন', 'hi': 'ई. फर्ग्यूसन'}}",EvanFerguson9,65.55,47.4625,8,West Ham United,1746363600_west_ham_united_vs_tottenham_hotspur
Mohammed Kudus,Mohammed,Kudus,mohammed-kudus,M. Kudus,M,20,96101,M,905163,"{'nameTranslation': {'ar': 'محمد قدوس', 'bn': 'মোহাম্মদ কুদুস', 'hi': 'मोहम्मद कुडूस'}, 'shortNameTranslation': {'ar': 'م. قدوس', 'bn': 'এম. কুদুস', 'hi': 'एम. कुडूस'}}",Kudus,64.818,75.6,50,West Ham United,1746363600_west_ham_united_vs_tottenham_hotspur
Konstantinos Mavropanos,Konstantinos,Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,3301,M,829022,"{'nameTranslation': {'ar': 'كونستانتينوس مافروبانوس', 'bn': 'কনস্টানটাইনস মাভ্রোপানোস', 'hi': 'कोंस्टैंटिनोस मावरोपानोस'}, 'shortNameTranslation': {'ar': 'ك. مافروبانوس', 'bn': 'কে. মাভ্রোপানোস', 'hi': 'के. मावरोपानोस'}}",,28.516666666667,35.683333333333,6,West Ham United,1746363600_west_ham_united_vs_tottenham_hotspur
Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,18993,M,863653,"{'nameTranslation': {'ar': 'آرون وان بيساكا', 'bn': 'হারুন ওয়ান-বিসাকা', 'hi': 'एरोन वान-बिसाका'}, 'shortNameTranslation': {'ar': 'آ. وان-بيساكا', 'bn': 'এ. ওয়ান-বিসাকা', 'hi': 'ए. वान-बिसाका'}}",awbissaka,59.439583333333,12.803125,96,West Ham United,1746363600_west_ham_united_vs_tottenham_hotspur
Guglielmo Vicario,Guglielmo,Vicario,guglielmo-vicario,G. Vicario,G,1,7646,M,553606,"{'nameTranslation': {'ar': 'فيكاريو غولييلمو', 'bn': 'উইলিয়াম দ্য ভিকারিও', 'hi': 'गुग्लिल्मो विकारियो'}, 'shortNameTranslation': {'ar': 'ف. غولييلمو', 'bn': 'জি. ভিকারিও', 'hi': 'जी. विकारियो'}}",guglielmovicario,11.788679245283,50.364150943396,53,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Pape Matar Sarr,Pape Matar,Sarr,pape-matar-sarr,P. Sarr,M,29,33237,M,1002711,"{'nameTranslation': {'ar': 'باب ماتار سار', 'bn': 'পোপ মাতার সরর', 'hi': 'पापे मटर सर्र'}, 'shortNameTranslation': {'ar': 'ب. سار', 'bn': 'পি. এম. সর', 'hi': 'पीएम मटर'}}",pape,50.086301369863,64.38904109589,73,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Yves Bissouma,Yves,Bissouma,yves-bissouma,Y. Bissouma,M,8,20298,M,844842,"{'nameTranslation': {'ar': 'إيف بيسوما', 'bn': 'ইয়েভেস বিসুমা', 'hi': 'यवेस बिसौमा'}, 'shortNameTranslation': {'ar': 'إ. بيسوما', 'bn': 'ওয়াই. বিসুমা', 'hi': 'वाई. बिसौमा'}}",YB8,37.166101694915,58.572881355932,59,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Mathys Tel,,,mathys-tel,M. Tel,F,11,11752,M,1048888,"{'nameTranslation': {'ar': 'ماتيس تيل', 'bn': 'ম্যাথিস টেল', 'hi': 'मैथिस टेल'}, 'shortNameTranslation': {'ar': 'م. تيل', 'bn': 'এম. টেল', 'hi': 'एम. टेल'}}",m.tel14,59.551470588235,78.654411764706,68,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Mikey Moore,,,mikey-moore,M. Moore,F,47,4173,M,1403192,"{'nameTranslation': {'ar': 'مايكي مور', 'bn': 'মাইকি মুর', 'hi': 'मिकी मूर'}, 'shortNameTranslation': {'ar': 'م. مور', 'bn': 'এম. মুর', 'hi': 'एम. मूर'}}",,54.413333333333,78.666666666667,15,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Wilson Odobert,,,wilson-odobert,W. Odobert,F,28,4752,M,1142679,"{'nameTranslation': {'ar': 'ويلسون أودوبيرت', 'bn': 'উইলসন ওডোবার্ট', 'hi': 'विल्सन ओडोबर्ट'}, 'shortNameTranslation': {'ar': 'و. أودوبيرت', 'bn': 'ডব্লিউ. ওডোবার্ট', 'hi': 'डब्लू. ओडोबर्ट'}}",,50.266666666667,20.1375,24,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Richarlison,Richarlison,Richarlison,richarlison,Richarlison,F,9,45689,M,840217,"{'nameTranslation': {'ar': 'ريتشارليسون', 'bn': 'রিচার্লিসন', 'hi': 'रिचर्डसन'}, 'shortNameTranslation': {'ar': 'ريتشارليسون', 'bn': 'রিচার্লিসন', 'hi': 'रिचर्डसन'}}",Richarlison,52.98,59.226666666667,30,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Archie Gray,Archie Gray,,archie-gray,A. Gray,M,14,6211,M,1142335,"{'nameTranslation': {'ar': 'آرتشي غراي', 'bn': 'আর্চি গ্রে', 'hi': 'आर्ची ग्रे'}, 'shortNameTranslation': {'ar': 'آ. غراي', 'bn': 'এ. গ্রে', 'hi': 'ए. ग्रे'}}",ArchieGray06,38.139583333333,12.8625,48,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Kevin Danso,Kevin,Danso,kevin-danso,K. Danso,D,4,3811,M,794953,"{'nameTranslation': {'ar': 'دانسو، كيفن', 'bn': 'ডানসো, কেভিন', 'hi': 'डैन्सो, केविन'}, 'shortNameTranslation': {'ar': 'ك. دانسو', 'bn': 'কে. ডানসো', 'hi': 'के. डांसो'}}",,29.159154929577,37.002816901408,71,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Djed Spence,,,djed-spence,D. Spence,D,24,4888,M,945798,"{'nameTranslation': {'ar': 'دجيد سبينس', 'bn': 'জেড. স্পেন্স', 'hi': 'जेड स्पेंस'}, 'shortNameTranslation': {'ar': 'د. سبينس', 'bn': 'ডি. স্পেন্স', 'hi': 'डी. स्पेंस'}}",,39.916346153846,86.794230769231,104,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Dejan Kulusevski,,,dejan-kulusevski,D. Kulusevski,M,21,12027,M,928124,"{'nameTranslation': {'ar': 'ديان كولوسيفسكي', 'bn': 'দেজান কুলুসেভস্কি', 'hi': 'देजान कुलुसेवस्की'}, 'shortNameTranslation': {'ar': 'د. كولوسيفسكي', 'bn': 'ডি. কুলুসেভস্কি', 'hi': 'डी. कुलुसेवस्की'}}",dejan_k10,58.220689655172,45.089655172414,58,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
Ben Davies,,,ben-davies,B. Davies,D,33,2804,M,94758,"{'nameTranslation': {'ar': 'بين ديفيز', 'bn': 'বেন ডেভিস', 'hi': 'बेन डेविस'}, 'shortNameTranslation': {'ar': 'ب. ديفيز', 'bn': 'বি. ডেভিস', 'hi': 'बी. डेविस'}}",,30.228421052632,76.243157894737,95,Tottenham Hotspur,1746363600_west_ham_united_vs_tottenham_hotspur
