name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
Alexander Isak,Alexander,Isak,alexander-isak,A. Isak,F,9,106438,M,823941,"{'nameTranslation': {'ar': 'ألكسندر إيزاك', 'bn': 'আলেকজান্ডার ইসাক', 'hi': 'अलेक्जेंडर इसाक'}, 'shortNameTranslation': {'ar': 'أ. إيزاك', 'bn': 'এ. ইসাক', 'hi': 'ए. इसाक'}}",AlexIsak,69.028571428571,51.540476190476,42,Newcastle United,1748185200_newcastle_united_vs_everton
Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,16086,M,892673,"{'nameTranslation': {'ar': 'ساندرو تونالي', 'bn': 'সান্দ্রো টোনালি', 'hi': 'सैंड्रो टोनाली'}, 'shortNameTranslation': {'ar': 'س. تونالي', 'bn': 'এস. টোনালি', 'hi': 'एस. टोनाली'}}",sandrotonali,58.929032258065,50.609677419355,93,Newcastle United,1748185200_newcastle_united_vs_everton
Tino Livramento,Tino,Livramento,tino-livramento,T. Livramento,D,21,5193,M,980634,"{'nameTranslation': {'ar': 'تينو ليفرامينتو', 'bn': 'ভ্যালেন্টিনো লিভরামেন্টো', 'hi': 'वैलेंटिनो लिवरामेंटो'}, 'shortNameTranslation': {'ar': 'ت. ليفرامينتو', 'bn': 'ভি. লিভরামেন্টো', 'hi': 'वी. लिवरामेंटो'}}",,53.660240963855,65.771084337349,83,Newcastle United,1748185200_newcastle_united_vs_everton
Dwight McNeil,Dwight,McNeil,dwight-mcneil,D. McNeil,M,7,2139,M,935543,"{'nameTranslation': {'ar': 'دوايت مكنيل', 'bn': 'ডোয়াইট ম্যাকনিল', 'hi': 'ड्वाइट मैकनील'}, 'shortNameTranslation': {'ar': 'د. مكنيل', 'bn': 'ডি. ম্যাকনিল', 'hi': 'डी. मैकनील'}}",,34.845454545455,76.9,11,Everton,1748185200_newcastle_united_vs_everton
Dominic Calvert-Lewin,Dominic,Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,6578,M,372344,"{'nameTranslation': {'ar': 'دومينيك كالفيرت-لوين', 'bn': 'ডমিনিক কালভার্ট-লেউইন', 'hi': 'डोमिनिक कैल्वर्ट-लेविन'}, 'shortNameTranslation': {'ar': 'د. كالفيرت-لوين', 'bn': 'ডি. কালভার্ট-লেউইন', 'hi': 'डी. कैल्वर्ट-लेविन'}}",CalvertLewin14,53.133333333333,49.377777777778,9,Everton,1748185200_newcastle_united_vs_everton
Abdoulaye Doucouré,,,abdoulaye-doucoure,A. Doucouré,M,8,1263,M,96535,"{'nameTranslation': {'ar': 'عبد الله دوكوري', 'bn': 'আবদুলায়ে ডকোরে', 'hi': 'अब्दुलाये डौकोरे'}, 'shortNameTranslation': {'ar': 'ع. دوكوري', 'bn': 'এ. ডকোরে', 'hi': 'ए. डौकोरे'}}",,39.766666666667,56.833333333333,3,Everton,1748185200_newcastle_united_vs_everton
Carlos Alcaraz,,,carlos-alcaraz,C. Alcaraz,M,24,6174,M,1017392,"{'nameTranslation': {'ar': 'كارلوس ألكاراز', 'bn': 'কার্লোস আলকারাজ', 'hi': 'कार्लोस अल्काराज'}, 'shortNameTranslation': {'ar': 'ك. ألكاراز', 'bn': 'সি. আলকারাজ', 'hi': 'सी. अल्काराज'}}",_alcaraz22,54.80243902439,61.89512195122,41,Everton,1748185200_newcastle_united_vs_everton
Jake O'Brien,Jake,O'Brien,jake-obrien,J. O'Brien,D,15,1648,M,998253,"{'nameTranslation': {'ar': 'جايك أوبراين', 'bn': ""জ্যাক ও'ব্রায়েন"", 'hi': ""जेक ओ'ब्रायन""}, 'shortNameTranslation': {'ar': 'ج. أوبراين', 'bn': ""জে. ও'ব্রায়েন"", 'hi': ""जे. ओ'ब्रायन""}}",,22.47380952381,37.266666666667,42,Everton,1748185200_newcastle_united_vs_everton
James Garner,James,Garner,james-garner,J. Garner,M,37,3710,M,927361,"{'nameTranslation': {'ar': 'جيمس غارنر', 'bn': 'জেমস গার্নার', 'hi': 'जेम्स गार्नर'}, 'shortNameTranslation': {'ar': 'ج. غارنر', 'bn': 'জে. গার্নার', 'hi': 'जे. गार्नर'}}",,53.511764705882,52.819607843137,51,Everton,1748185200_newcastle_united_vs_everton
Iliman Ndiaye,,,iliman-ndiaye,I. Ndiaye,M,10,61563,M,914309,"{'nameTranslation': {'ar': 'إليمان نداي', 'bn': 'ইলিমান এনদিয়ায়ে', 'hi': 'इलीमन नदिये'}, 'shortNameTranslation': {'ar': 'إ. نداي', 'bn': 'আই. এনদিয়ায়ে', 'hi': 'आई. नदिये'}}",ilimanndiaye10,46.776363636364,75.390909090909,55,Everton,1748185200_newcastle_united_vs_everton
Jordan Pickford,Jordan,Pickford,jordan-pickford,J. Pickford,G,1,8292,M,138530,"{'nameTranslation': {'ar': 'جوردان بيكفورد', 'bn': 'জর্ডান পিকফোর্ড', 'hi': 'जॉर्डन पिकफोर्ड'}, 'shortNameTranslation': {'ar': 'ج. بيكفورد', 'bn': 'জে.পিকফোর্ড', 'hi': 'जे. पिकफोर्ड'}}",jpickford1,9.0935064935065,54.219480519481,77,Everton,1748185200_newcastle_united_vs_everton
Michael Keane,Michael,Keane,michael-keane,M. Keane,D,5,1589,M,110846,"{'nameTranslation': {'ar': 'مايكل كين', 'bn': 'মাইকেল কিন', 'hi': 'माइकल कीन'}, 'shortNameTranslation': {'ar': 'م. كين', 'bn': 'এম. কিন', 'hi': 'एम. कीन'}}",,27.105263157895,62.147368421053,38,Everton,1748185200_newcastle_united_vs_everton
Vitaliy Mykolenko,Vitaliy,Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,4355,M,876643,"{'nameTranslation': {'ar': 'فيتالي ميكولينكو', 'bn': 'ভিটালি মাইকোলেনকো', 'hi': 'विटाली मायकोलेंको'}, 'shortNameTranslation': {'ar': 'ف. ميكولينكو', 'bn': 'ভি. মাইকোলেনকো', 'hi': 'वी. मायकोलेंको'}}",mikola_16,40.327272727273,84.520454545455,44,Everton,1748185200_newcastle_united_vs_everton
Idrissa Gana Gueye,Idrissa Gana,Gueye,idrissa-gana-gueye,I. Gueye,M,27,22035,M,106337,"{'nameTranslation': {'ar': 'إدريسا غي', 'bn': 'ইদ্রিসা গুইয়ে', 'hi': 'इद्रिसा गुये'}, 'shortNameTranslation': {'ar': 'إ. غي', 'bn': 'আই. গুইয়ে', 'hi': 'आई. गुये'}}",iganagueye,45.886666666667,59.388333333333,60,Everton,1748185200_newcastle_united_vs_everton
Jack Harrison,Jack,Harrison,jack-harrison,J. Harrison,F,17,1283,M,829570,"{'nameTranslation': {'ar': 'جاك هاريسون', 'bn': 'জ্যাক হ্যারিসন', 'hi': 'जैक हैरिसन'}, 'shortNameTranslation': {'ar': 'ج. هاريسون', 'bn': 'জে. হ্যারিসন', 'hi': 'जे. हैरिसन'}}",,41.15,16.113636363636,44,Everton,1748185200_newcastle_united_vs_everton
Beto,,,beto,Beto,F,9,5366,M,987489,"{'nameTranslation': {'ar': 'بيتو', 'bn': 'বেটো', 'hi': 'बेटो'}, 'shortNameTranslation': {'ar': 'بيتو', 'bn': 'বেটো', 'hi': 'बेटो'}}",,57.405555555556,51.038888888889,54,Everton,1748185200_newcastle_united_vs_everton
Ashley Young,,,ashley-young,A. Young,D,15,1801,M,10589,"{'nameTranslation': {'ar': 'آشلي يونغ', 'bn': 'অ্যাশলে ইয়াং', 'hi': 'एश्ले यंग'}, 'shortNameTranslation': {'ar': 'آ. يونغ', 'bn': 'এ. ইয়াং', 'hi': 'एक यंग'}}",,38.732075471698,15.784905660377,53,Everton,1748185200_newcastle_united_vs_everton
