name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
Joe Willock,Joe,Willock,joe-willock,J. Willock,M,28,2842,M,888550,"{'nameTranslation': {'ar': 'جو ويلوك', 'bn': 'জো উইলক', 'hi': 'जो विलॉक'}, 'shortNameTranslation': {'ar': 'ج. ويلوك', 'bn': 'জে. উইলক', 'hi': 'जे. विलॉक'}}",,58.528571428571,74.8,21,Newcastle United,1748185200_newcastle_united_vs_everton
William Osula,William,Osula,william-osula,W. Osula,F,18,6549,M,1122603,"{'nameTranslation': {'ar': 'أوسولا، ويليام', 'bn': 'ওসুলা, উইলিয়াম', 'hi': 'ओसुला, विलियम'}, 'shortNameTranslation': {'ar': 'و. أوسولا', 'bn': 'ডব্লিউ. ওসুলা', 'hi': 'डब्लू. ओसुला'}}",,77.39,20.51,10,Newcastle United,1748185200_newcastle_united_vs_everton
Callum Wilson,Callum,Wilson,callum-wilson,C. Wilson,F,9,3269,M,113956,"{'nameTranslation': {'ar': 'كالوم ويلسون', 'bn': 'ক্যালাম উইলসন', 'hi': 'कैलम विल्सन'}, 'shortNameTranslation': {'ar': 'ك. ويلسون', 'bn': 'সি. উইলসন', 'hi': 'सी. विल्सन'}}",,71.05,42.15,6,Newcastle United,1748185200_newcastle_united_vs_everton
Fabian Schär,,,fabian-schar,F. Schär,D,5,3122,M,101882,"{'nameTranslation': {'ar': 'فابيان شير', 'bn': 'ফ্যাবিয়ান শার', 'hi': 'फेबियन शार'}, 'shortNameTranslation': {'ar': 'ف. شير', 'bn': 'এফ. শার', 'hi': 'एफ. शार'}}",,51.853846153846,28.156043956044,91,Newcastle United,1748185200_newcastle_united_vs_everton
Nick Pope,Nick,Pope,nick-pope,N. Pope,G,1,4881,M,162653,"{'nameTranslation': {'ar': 'نيك بوب', 'bn': 'নিক পোপ', 'hi': 'निक पोप'}, 'shortNameTranslation': {'ar': 'ن. بوب', 'bn': 'এন. পোপ', 'hi': 'एन. पोप'}}",npope29,9.154,49.142,50,Newcastle United,1748185200_newcastle_united_vs_everton
Anthony Gordon,Anthony,Gordon,anthony-gordon,A. Gordon,F,10,25866,M,914902,"{'nameTranslation': {'ar': 'غوردون، أنتوني', 'bn': 'গর্ডন, অ্যান্টনি', 'hi': 'गॉर्डन, एंथनी'}, 'shortNameTranslation': {'ar': 'أ. غوردون', 'bn': 'এ. গর্ডন', 'hi': 'ए. गॉर्डन'}}",AGordon,68.20625,80.74375,32,Newcastle United,1748185200_newcastle_united_vs_everton
Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,8336,M,69256,"{'nameTranslation': {'ar': 'كيران تريبيير', 'bn': 'কাইরান ট্রিপিয়ার', 'hi': 'किरन ट्रिप्पियर'}, 'shortNameTranslation': {'ar': 'ك. تريبيير', 'bn': 'কে. ট্রিপিয়ার', 'hi': 'के.ट्रिप्पियर'}}",ktrippier2,61.226086956522,22.045652173913,46,Newcastle United,1748185200_newcastle_united_vs_everton
Harvey Barnes,Harvey,Barnes,harvey-barnes,H. Barnes,F,11,6360,M,855647,"{'nameTranslation': {'ar': 'هارفي بارنز', 'bn': 'হার্ভে বার্নস', 'hi': 'हार्वे बार्न्स'}, 'shortNameTranslation': {'ar': 'ه. بارنز', 'bn': 'এইচ. বার্নস', 'hi': 'एच. बार्न्स'}}",,68.859459459459,50.189189189189,37,Newcastle United,1748185200_newcastle_united_vs_everton
Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,35511,M,866469,"{'nameTranslation': {'ar': 'برونو غيماريش', 'bn': 'ব্রুনো গুইমারেস', 'hi': 'ब्रूनो गीमरेस'}, 'shortNameTranslation': {'ar': 'ب. غيمارايش', 'bn': 'বি. গুইমারেস', 'hi': 'बी. गीमरेस'}}",BrunoGuimarães,58.392929292929,42.256565656566,99,Newcastle United,1748185200_newcastle_united_vs_everton
Jacob Murphy,Jacob,Murphy,jacob-murphy,J. Murphy,F,23,3692,M,372336,"{'nameTranslation': {'ar': 'جاكوب مورفي', 'bn': 'জ্যাকব মারফি', 'hi': 'जैकब मर्फी'}, 'shortNameTranslation': {'ar': 'ج. مورفي', 'bn': 'জে. মারফি', 'hi': 'जे. मर्फी'}}",,64.326923076923,16.057692307692,52,Newcastle United,1748185200_newcastle_united_vs_everton
Sven Botman,Sven,Botman,sven-botman,S. Botman,D,4,3553,M,910046,"{'nameTranslation': {'ar': 'سفين بوتمان', 'bn': 'সোভেন বটম্যান', 'hi': 'स्वेन बोटमैन'}, 'shortNameTranslation': {'ar': 'س. بوتمان', 'bn': 'এস. বটম্যান', 'hi': 'एस. बोटमैन'}}",,38.272,49.826666666667,75,Newcastle United,1748185200_newcastle_united_vs_everton
Dan Burn,,,dan-burn,D. Burn,D,33,4768,M,99090,"{'nameTranslation': {'ar': 'دان بيرن', 'bn': 'ড্যান বার্ন', 'hi': 'डैन बर्न'}, 'shortNameTranslation': {'ar': 'د. بيرن', 'bn': 'ডি বার্ন', 'hi': 'डी. बर्न'}}",,39.619387755102,72.020408163265,98,Newcastle United,1748185200_newcastle_united_vs_everton
