name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Pedro Neto,Pedro,Neto,pedro-neto,P. Neto,M,7,42559,M,pedroneto_30,879349,"{'nameTranslation': {'ar': 'بيدرو نيتو', 'bn': 'পেড্রো নেটো', 'hi': 'पेड्रो नेटो'}, 'shortNameTranslation': {'ar': 'ب. نيتو', 'bn': 'পি. নেটো', 'hi': 'पी. नेटो'}}",61.308955223881,13.001492537313,67,Chelsea,1745667000_chelsea_vs_everton
Robert Sánchez,,,robert-sanchez,R. Sánchez,G,1,19251,M,RS1,920546,"{'nameTranslation': {'ar': 'روبرت سانشيز', 'bn': 'রবার্ট সানচেজ', 'hi': 'रॉबर्ट सांचेज़'}, 'shortNameTranslation': {'ar': 'ر. سانشيز', 'bn': 'আর. সানচেজ', 'hi': 'आर. सांचेज़'}}",10.787272727273,49.052727272727,55,Chelsea,1745667000_chelsea_vs_everton
Enzo Fernández,,,enzo-fernandez,E. Fernández,M,8,127045,M,Enzo8,974505,"{'nameTranslation': {'ar': 'إنزو فرنانديز', 'bn': 'এনজো ফার্নান্ডেজ', 'hi': 'एन्ज़ो फर्नांडीज़'}, 'shortNameTranslation': {'ar': 'إ. فرنانديز', 'bn': 'ই. ফার্নান্ডেজ', 'hi': 'ई. फर्नांडीज़'}}",55.249315068493,72.076712328767,73,Chelsea,1745667000_chelsea_vs_everton
Levi Colwill,,,levi-colwill,L. Colwill,D,6,20103,M,LColwill,996911,"{'nameTranslation': {'ar': 'ليفي كولويل', 'bn': 'লেভি কলউইল', 'hi': 'लेवी कोलविल'}, 'shortNameTranslation': {'ar': 'ل. كولويل', 'bn': 'এল. কলউইল', 'hi': 'एल. कोलविल'}}",33.354736842105,65.109473684211,95,Chelsea,1745667000_chelsea_vs_everton
Trevoh Chalobah,Trevoh,Chalobah,trevoh-chalobah,T. Chalobah,D,23,15153,M,yungchalobah,826134,"{'nameTranslation': {'ar': 'تريفوه تشالوبا', 'bn': 'ত্রেভহ চালোবাহ', 'hi': 'ट्रेवोह चालोबा'}, 'shortNameTranslation': {'ar': 'ت. تشالوبا', 'bn': 'টি. চালোবাহ', 'hi': 'टी. चालोबा'}}",38.748863636364,29.7,88,Chelsea,1745667000_chelsea_vs_everton
Ashley Young,,,ashley-young,A. Young,D,15,1801,M,,10589,"{'nameTranslation': {'ar': 'آشلي يونغ', 'bn': 'অ্যাশলে ইয়াং', 'hi': 'एश्ले यंग'}, 'shortNameTranslation': {'ar': 'آ. يونغ', 'bn': 'এ. ইয়াং', 'hi': 'एक यंग'}}",43.177272727273,8.4727272727273,22,Everton,1745667000_chelsea_vs_everton
Dwight McNeil,Dwight,McNeil,dwight-mcneil,D. McNeil,M,7,2139,M,,935543,"{'nameTranslation': {'ar': 'دوايت مكنيل', 'bn': 'ডোয়াইট ম্যাকনিল', 'hi': 'ड्वाइट मैकनील'}, 'shortNameTranslation': {'ar': 'د. مكنيل', 'bn': 'ডি. ম্যাকনিল', 'hi': 'डी. मैकनील'}}",63.511111111111,17.962962962963,27,Everton,1745667000_chelsea_vs_everton
Iliman Ndiaye,,,iliman-ndiaye,I. Ndiaye,M,10,61563,M,ilimanndiaye10,914309,"{'nameTranslation': {'ar': 'إليمان نداي', 'bn': 'ইলিমান এনদিয়ায়ে', 'hi': 'इलीमन नदिये'}, 'shortNameTranslation': {'ar': 'إ. نداي', 'bn': 'আই. এনদিয়ায়ে', 'hi': 'आई. नदिये'}}",46.295,66.995,20,Everton,1745667000_chelsea_vs_everton
Jack Harrison,Jack,Harrison,jack-harrison,J. Harrison,F,17,1283,M,,829570,"{'nameTranslation': {'ar': 'جاك هاريسون', 'bn': 'জ্যাক হ্যারিসন', 'hi': 'जैक हैरिसन'}, 'shortNameTranslation': {'ar': 'ج. هاريسون', 'bn': 'জে. হ্যারিসন', 'hi': 'जे. हैरिसन'}}",55.106451612903,31.764516129032,31,Everton,1745667000_chelsea_vs_everton
Beto,,,beto,Beto,F,9,5366,M,,987489,"{'nameTranslation': {'ar': 'بيتو', 'bn': 'বেটো', 'hi': 'बेटो'}, 'shortNameTranslation': {'ar': 'بيتو', 'bn': 'বেটো', 'hi': 'बेटो'}}",60.039393939394,47.136363636364,33,Everton,1745667000_chelsea_vs_everton
Carlos Alcaraz,,,carlos-alcaraz,C. Alcaraz,M,24,6174,M,_alcaraz22,1017392,"{'nameTranslation': {'ar': 'كارلوس ألكاراز', 'bn': 'কার্লোস আলকারাজ', 'hi': 'कार्लोस अल्काराज'}, 'shortNameTranslation': {'ar': 'ك. ألكاراز', 'bn': 'সি. আলকারাজ', 'hi': 'सी. अल्काराज'}}",51.608571428571,67.162857142857,35,Everton,1745667000_chelsea_vs_everton
Nathan Patterson,Nathan,Patterson,nathan-patterson,N. Patterson,D,2,739,M,,1020141,"{'nameTranslation': {'ar': 'باترسون، ناثان', 'bn': 'প্যাটারসন, নাথান', 'hi': 'पैटरसन, नाथन'}, 'shortNameTranslation': {'ar': 'ن. باترسون', 'bn': 'এন. প্যাটারসন', 'hi': 'एन. पैटरसन'}}",37.668888888889,16.757777777778,45,Everton,1745667000_chelsea_vs_everton
Youssef Chermiti,,,youssef-chermiti,Y. Chermiti,F,9,2185,M,,1145627,"{'nameTranslation': {'ar': 'يوسف شرميطي', 'bn': 'ইউসুফ চেরমিতি', 'hi': 'यूसुफ़ चेरमीटी'}, 'shortNameTranslation': {'ar': 'ي. شرميطي', 'bn': 'ওয়াই. চেরমিতি', 'hi': 'वाई. चेरमीटी'}}",64.95,33.8375,8,Everton,1745667000_chelsea_vs_everton
James Garner,James,Garner,james-garner,J. Garner,M,37,3710,M,,927361,"{'nameTranslation': {'ar': 'جيمس غارنر', 'bn': 'জেমস গার্নার', 'hi': 'जेम्स गार्नर'}, 'shortNameTranslation': {'ar': 'ج. غارنر', 'bn': 'জে. গার্নার', 'hi': 'जे. गार्नर'}}",47.647222222222,56.0,72,Everton,1745667000_chelsea_vs_everton
Jake O'Brien,Jake,O'Brien,jake-obrien,J. O'Brien,D,15,1648,M,,998253,"{'nameTranslation': {'ar': 'جايك أوبراين', 'bn': ""জ্যাক ও'ব্রায়েন"", 'hi': ""जेक ओ'ब्रायन""}, 'shortNameTranslation': {'ar': 'ج. أوبراين', 'bn': ""জে. ও'ব্রায়েন"", 'hi': ""जे. ओ'ब्रायन""}}",36.036111111111,27.125,72,Everton,1745667000_chelsea_vs_everton
Vitaliy Mykolenko,Vitaliy,Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,4355,M,mikola_16,876643,"{'nameTranslation': {'ar': 'فيتالي ميكولينكو', 'bn': 'ভিটালি মাইকোলেনকো', 'hi': 'विटाली मायकोलेंको'}, 'shortNameTranslation': {'ar': 'ف. ميكولينكو', 'bn': 'ভি. মাইকোলেনকো', 'hi': 'वी. मायकोलेंको'}}",48.843421052632,85.640789473684,76,Everton,1745667000_chelsea_vs_everton
Jarrad Branthwaite,,,jarrad-branthwaite,J. Branthwaite,D,32,2874,M,,979563,"{'nameTranslation': {'ar': 'جاراد برانثويت', 'bn': 'জারাদ ব্র্যানথওয়েট', 'hi': 'जेर्राड ब्रैंथवेट'}, 'shortNameTranslation': {'ar': 'ج. برانثويت', 'bn': 'জে. ব্র্যানথওয়েট', 'hi': 'जे. ब्रैंथवेट'}}",32.131313131313,71.115151515152,99,Everton,1745667000_chelsea_vs_everton
Idrissa Gana Gueye,Idrissa Gana,Gueye,idrissa-gana-gueye,I. Gueye,M,27,22035,M,iganagueye,106337,"{'nameTranslation': {'ar': 'إدريسا غي', 'bn': 'ইদ্রিসা গুইয়ে', 'hi': 'इद्रिसा गुये'}, 'shortNameTranslation': {'ar': 'إ. غي', 'bn': 'আই. গুইয়ে', 'hi': 'आई. गुये'}}",47.5078125,38.9078125,64,Everton,1745667000_chelsea_vs_everton
Abdoulaye Doucouré,,,abdoulaye-doucoure,A. Doucouré,M,8,1263,M,,96535,"{'nameTranslation': {'ar': 'عبد الله دوكوري', 'bn': 'আবদুলায়ে ডকোরে', 'hi': 'अब्दुलाये डौकोरे'}, 'shortNameTranslation': {'ar': 'ع. دوكوري', 'bn': 'এ. ডকোরে', 'hi': 'ए. डौकोरे'}}",53.223076923077,53.469230769231,52,Everton,1745667000_chelsea_vs_everton
Jordan Pickford,Jordan,Pickford,jordan-pickford,J. Pickford,G,1,8292,M,jpickford1,138530,"{'nameTranslation': {'ar': 'جوردان بيكفورد', 'bn': 'জর্ডান পিকফোর্ড', 'hi': 'जॉर्डन पिकफोर्ड'}, 'shortNameTranslation': {'ar': 'ج. بيكفورد', 'bn': 'জে.পিকফোর্ড', 'hi': 'जे. पिकफोर्ड'}}",11.963888888889,54.023611111111,72,Everton,1745667000_chelsea_vs_everton
