name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Trent Alexander-Arnold,Trent,Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,215834,M,TrentAA,795064,"{'nameTranslation': {'ar': 'ترنت ألكسندر-أرنولد', 'bn': 'ট্রেন্ট আলেকজান্ডার-আর্নল্ড', 'hi': 'ट्रेंट अलेक्जेंडर-अर्नोल्ड'}, 'shortNameTranslation': {'ar': 'ت. ألكسندر-أرنولد', 'bn': 'টি. আলেকজান্ডার-আর্নল্ড', 'hi': 'टी. अलेक्जेंडर-अर्नोल्ड'}}",50.533333333333,19.761904761905,21,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,74068,M,Macca10,895324,"{'nameTranslation': {'ar': 'أليكسيس ماك أليستر', 'bn': 'অ্যালেক্সিস ম্যাক অ্যালিস্টার', 'hi': 'एलेक्सिस मैक एलिस्टर'}, 'shortNameTranslation': {'ar': 'أ. ماك أليستر', 'bn': 'এ. ম্যাক অ্যালিস্টার', 'hi': 'ए. मैक एलिस्टर'}}",55.075,55.565,20,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Darwin Núñez,Darwin,Nunez,darwin-nunez,D. Núñez,F,7,69637,M,Darwin,924871,"{'nameTranslation': {'ar': 'داروين نونيز', 'bn': 'ডারউইন নুনেজ', 'hi': 'डार्विन नुन्येज़'}, 'shortNameTranslation': {'ar': 'د. نونيز', 'bn': 'ডি. নুনেজ', 'hi': 'डी. नुन्येज़'}}",66.261538461538,77.307692307692,13,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Mohamed Salah,Mohamed,Salah,mohamed-salah,M. Salah,M,11,598570,M,MoSalah,159665,"{'nameTranslation': {'ar': 'محمد صلاح', 'bn': 'মোহাম্মদ সালাহ', 'hi': 'मोहम्मद सलाह'}, 'shortNameTranslation': {'ar': 'م. صلاح', 'bn': 'এম. সালাহ', 'hi': 'एम. सलाह'}}",69.317021276596,20.408510638298,47,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Cody Gakpo,Cody,Gakpo,cody-gakpo,C. Gakpo,M,18,51987,M,CodyGakpo,862967,"{'nameTranslation': {'ar': 'كودي جاكبو', 'bn': 'কোডি গাকপো', 'hi': 'कोडी गाकपो'}, 'shortNameTranslation': {'ar': 'ك. جاكبو', 'bn': 'সি. গাকপো', 'hi': 'सी. गाकपो'}}",50.363157894737,79.210526315789,38,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Luis Díaz,,,luis-diaz,L. Díaz,M,14,168900,M,LuisDíaz,883537,"{'nameTranslation': {'ar': 'لويس دياز', 'bn': 'লুইস দিয়াজ', 'hi': 'लुइस डियाज़'}, 'shortNameTranslation': {'ar': 'ل. دياز', 'bn': 'এল. দিয়াজ', 'hi': 'एल. डियाज़'}}",48.735135135135,59.381081081081,37,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Diogo Jota,,,diogo-jota,D. Jota,F,,30527,M,DiogoJ18,606164,"{'nameTranslation': {'ar': 'ديوغو جوتا', 'bn': 'ডিওগো জোটা', 'hi': 'डियोगो जोटा'}, 'shortNameTranslation': {'ar': 'د. جوتا', 'bn': 'ডি. জোটা', 'hi': 'डी. जोटा'}}",76.2,67.333333333333,3,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Conor Bradley,Conor,Bradley,conor-bradley,C. Bradley,D,12,16796,M,conorbradley03,1008402,"{'nameTranslation': {'ar': 'برادلي، كونور', 'bn': 'ব্র্যাডলি, কনর', 'hi': 'ब्रैडली, कॉनर'}, 'shortNameTranslation': {'ar': 'ك. برادلي', 'bn': 'সি. ব্র্যাডলি', 'hi': 'सी. ब्रैडली'}}",22.7,20.638,50,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Alisson,Alisson Ramses,Alisson,alisson,Alisson,G,1,69314,M,AlissonBecker,243609,"{'nameTranslation': {'ar': 'أليسون', 'bn': 'অ্যালিসন', 'hi': 'एलिसन'}, 'shortNameTranslation': {'ar': 'أليسون', 'bn': 'অ্যালিসন', 'hi': 'एलिसन'}}",10.325423728814,48.537288135593,59,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Curtis Jones,,,curtis-jones,C. Jones,M,17,18675,M,curtisjones,927353,"{'nameTranslation': {'ar': 'كيرتس جونز', 'bn': 'কার্টিস জোন্স', 'hi': 'कर्टिस जोन्स'}, 'shortNameTranslation': {'ar': 'ك. جونز', 'bn': 'সি. জোন্স', 'hi': 'सी. जोन्स'}}",45.454,64.832,50,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Ryan Gravenberch,Ryan,Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,32784,M,ryanjiro,904897,"{'nameTranslation': {'ar': 'ريان غرافينبيرش', 'bn': 'রায়ান গ্রেভেনবার্চ', 'hi': 'रयान ग्रेवेनबेर्च'}, 'shortNameTranslation': {'ar': 'ر. غرافينبيرش', 'bn': 'আর. গ্রেভেনবেচ', 'hi': 'आर. ग्रेवेनबेर्च'}}",38.468085106383,47.831914893617,47,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
Dominik Szoboszlai,Dominik,Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,89522,M,DomSzobo,869856,"{'nameTranslation': {'ar': 'دومينيك سوبوسلاي', 'bn': 'ডমিনিক সোবোসজলাই', 'hi': 'डोमिनिक स्ज़ोबोस्ज़लाई'}, 'shortNameTranslation': {'ar': 'د. سوبوسلاي', 'bn': 'ডি.সোবোসজলাই', 'hi': 'डी. स्ज़ोबोस्ज़लाई'}}",45.638709677419,48.861290322581,62,Liverpool FC,1746977400_liverpool_fc_vs_arsenal
