name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Ollie Watkins,Ollie,Watkins,ollie-watkins,O. Watkins,F,11,20854,M,OllieWatkins,555386,"{'nameTranslation': {'ar': 'أولي واتكينز', 'bn': 'অলি ওয়াটকিন্স', 'hi': 'ओली वॉटकिंस'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'bn': 'ও. ওয়াটকিন্স', 'hi': 'ओ. वॉटकिंस'}}",80.94,80.0,5,Aston Villa,1745348400_manchester_city_vs_aston_villa
Marco Asensio,Marco,Asensio,marco-asensio,M. Asensio,M,21,33432,M,marcoasensio10,361004,"{'nameTranslation': {'ar': 'ماركو أسينسيو', 'bn': 'মার্কো অ্যাসেনসিও', 'hi': 'मार्को असेंसियो'}, 'shortNameTranslation': {'ar': 'م. أسينسيو', 'bn': 'এম. অ্যাসেনসিও', 'hi': 'एम. असेंसियो'}}",50.6,38.4625,8,Aston Villa,1745348400_manchester_city_vs_aston_villa
Ezri Konsa,,,ezri-konsa,E. Konsa,D,4,3572,M,,827679,"{'nameTranslation': {'ar': 'إزري كونسا', 'bn': 'ইজরি কনসা', 'hi': 'एज़री कोंसा'}, 'shortNameTranslation': {'ar': 'إ. كونسا', 'bn': 'ই. কনসা', 'hi': 'ई. कोंसा'}}",28.972093023256,34.432558139535,43,Aston Villa,1745348400_manchester_city_vs_aston_villa
Jacob Ramsey,Jacob,Ramsey,jacob-ramsey,J. Ramsey,M,41,3498,M,,975937,"{'nameTranslation': {'ar': 'جاكوب رامزي', 'bn': 'জ্যাকব রামসে', 'hi': 'जैकब रैमसे'}, 'shortNameTranslation': {'ar': 'ج. رامزي', 'bn': 'জে. রামসে', 'hi': 'जे. रैमसे'}}",48.735483870968,61.48064516129,31,Aston Villa,1745348400_manchester_city_vs_aston_villa
Youri Tielemans,Youri,Tielemans,youri-tielemans,Y. Tielemans,M,8,10161,M,youritielemans,331737,"{'nameTranslation': {'ar': 'يوري تيليمانس', 'bn': 'ইউরি টাইলেম্যানস', 'hi': 'यूरी टिएलमान्स'}, 'shortNameTranslation': {'ar': 'ي. تيليمانس', 'bn': 'ওয়াই. টাইলেম্যানস', 'hi': 'वाई. टिएलमान्स'}}",46.176086956522,49.047826086957,46,Aston Villa,1745348400_manchester_city_vs_aston_villa
Morgan Rogers,,,morgan-rogers,M. Rogers,M,27,15039,M,mrogers,948261,"{'nameTranslation': {'ar': 'مورغان روجرز', 'bn': 'মরগান রজার্স', 'hi': 'मॉर्गन रोजर्स'}, 'shortNameTranslation': {'ar': 'م. روجرز', 'bn': 'এম. রজার্স', 'hi': 'एम. रोजर्स'}}",53.779487179487,29.648717948718,39,Aston Villa,1745348400_manchester_city_vs_aston_villa
Matty Cash,Matty,Cash,matty-cash,M. Cash,D,2,9807,M,mattycash622,833956,"{'nameTranslation': {'ar': 'ماتي كاش', 'bn': 'ম্যাটি ক্যাশ', 'hi': 'मैटी कैश'}, 'shortNameTranslation': {'ar': 'م. كاش', 'bn': 'এম. ক্যাশ', 'hi': 'एम. कैश'}}",36.292682926829,14.858536585366,41,Aston Villa,1745348400_manchester_city_vs_aston_villa
Pau Torres,Pau,Torres,pau-torres,P. Torres,D,14,4241,M,pauttorres,864169,"{'nameTranslation': {'ar': 'باو توريس', 'bn': 'পাউ টরেস', 'hi': 'पाऊ टोरेस'}, 'shortNameTranslation': {'ar': 'ب. توريس', 'bn': 'পি. টরেস', 'hi': 'पी. टोरेस'}}",29.12,63.792727272727,55,Aston Villa,1745348400_manchester_city_vs_aston_villa
Donyell Malen,Donyell,Malen,donyell-malen,D. Malen,F,14,16980,M,donyellmalen,803039,"{'nameTranslation': {'ar': 'دونيل مالين', 'bn': 'ডনিয়েল ম্যালেন', 'hi': 'डोनियेल मालेन'}, 'shortNameTranslation': {'ar': 'د. مالين', 'bn': 'ডি. ম্যালেন', 'hi': 'डी. मालेन'}}",67.4375,38.9,8,Aston Villa,1745348400_manchester_city_vs_aston_villa
Boubacar Kamara,Boubacar,Kamara,boubacar-kamara,B. Kamara,M,44,3503,M,,826204,"{'nameTranslation': {'ar': 'بوبكر كامارا', 'bn': 'বউবকার কামারা', 'hi': 'बौबाकर कामारा'}, 'shortNameTranslation': {'ar': 'ب. كامارا', 'bn': 'বি.কামারা', 'hi': 'बी. कामारा'}}",36.9125,37.404166666667,48,Aston Villa,1745348400_manchester_city_vs_aston_villa
Emiliano Martínez,,,emiliano-martinez,E. Martínez,G,23,62117,M,EmiMartínez,158263,"{'nameTranslation': {'ar': 'إيميليانو مارتينيز', 'bn': 'এমিলিয়ানো মার্টিনেজ', 'hi': 'एमिलियानो मार्टिनेज'}, 'shortNameTranslation': {'ar': 'إ. مارتينيز', 'bn': 'ই. মার্টিনেজ', 'hi': 'ई. मार्टिनेज'}}",9.7986111111111,51.022222222222,72,Aston Villa,1745348400_manchester_city_vs_aston_villa
Amadou Onana,,,amadou-onana,A. Onana,M,24,8056,M,its_onana,923973,"{'nameTranslation': {'ar': 'أمادو أونانا', 'bn': 'আমাদৌ ওনানা', 'hi': 'अमादौ ओनाना'}, 'shortNameTranslation': {'ar': 'أ. أونانا', 'bn': 'এ. ওনানা', 'hi': 'ए. ओनाना'}}",34.158536585366,59.29512195122,41,Aston Villa,1745348400_manchester_city_vs_aston_villa
Lucas Digne,,,lucas-digne,L. Digne,D,12,4896,M,LDigne,96538,"{'nameTranslation': {'ar': 'لوكاس دينييه', 'bn': 'লুকাস ডিগনে', 'hi': 'लुकास डिग्ने'}, 'shortNameTranslation': {'ar': 'ل. دينييه', 'bn': 'এল. ডিগনে', 'hi': 'एल. डिग्ने'}}",39.953225806452,88.454838709677,62,Aston Villa,1745348400_manchester_city_vs_aston_villa
