name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Jérémy Doku,Jeremy,Doku,jeremy-doku,J. Doku,M,11,81567,M,Dokss,934386,"{'nameTranslation': {'ar': 'جيريمي دوكو', 'bn': 'জেরেমি ডকু', 'hi': 'जेरेमी डोकू'}, 'shortNameTranslation': {'ar': 'ج. دوكو', 'bn': 'জে. ডকু', 'hi': 'जे. डोकू'}}",67.106666666667,80.66,15,Manchester City,1745348400_manchester_city_vs_aston_villa
James McAtee,,,james-mcatee,J. McAtee,M,24,10361,M,jamesmcatee_,1003334,"{'nameTranslation': {'ar': 'جيمس مكاتي', 'bn': 'জেমস ম্যাকাটি', 'hi': 'जेम्स मैकएटी'}, 'shortNameTranslation': {'ar': 'ج. مكاتي', 'bn': 'জে. ম্যাকাটি', 'hi': 'जे. मैकएटी'}}",64.845454545455,42.10303030303,33,Manchester City,1745348400_manchester_city_vs_aston_villa
Nico O'Reilly,Nico,O’Reilly,nico-o-reilly,N. O’Reilly,D,33,31189,M,,1142703,"{'nameTranslation': {'ar': 'نيكو أوريلي', 'bn': ""নিকো ও'রেইলি"", 'hi': ""निको ओ'रेली""}, 'shortNameTranslation': {'ar': 'ن. أوريلي', 'bn': ""এন. ও'রেইলি"", 'hi': ""एन. ओ'रेली""}}",59.433802816901,82.116901408451,71,Manchester City,1745348400_manchester_city_vs_aston_villa
İlkay Gündoğan,,,ilkay-gundogan,İ. Gündoğan,M,20,49901,M,IGunny,45853,"{'nameTranslation': {'ar': 'إلكاي غوندوغان', 'bn': 'ইল্কে গুন্ডোগান', 'hi': 'इल्के गुंडोगन'}, 'shortNameTranslation': {'ar': 'إ. غوندوغان', 'bn': 'আই. গুন্ডোগান', 'hi': 'आई. गुंडोगन'}}",57.209523809524,63.016666666667,42,Manchester City,1745348400_manchester_city_vs_aston_villa
Omar Marmoush,Omar,Marmoush,omar-marmoush,O. Marmoush,F,7,208792,M,OMarmoush,873554,"{'nameTranslation': {'ar': 'عمر مرموش', 'bn': 'ওমর মারমাউস', 'hi': 'उमर मार्मौश'}, 'shortNameTranslation': {'ar': 'ع. مرموش', 'bn': 'ও. মারমাউস', 'hi': 'ओ. मार्मौश'}}",68.538775510204,74.669387755102,49,Manchester City,1745348400_manchester_city_vs_aston_villa
Stefan Ortega,Stefan,Ortega,stefan-ortega,S. Ortega,G,27,11721,M,stefan.ortega1,125274,"{'nameTranslation': {'ar': 'ستيفان أورتيغا', 'bn': 'স্টেফান ওর্তেগা', 'hi': 'स्टीफन ऑर्टेगा'}, 'shortNameTranslation': {'ar': 'س. أورتيغا', 'bn': 'এস. ওর্তেগা', 'hi': 'एस. ऑर्टेगा'}}",10.9325,46.3875,40,Manchester City,1745348400_manchester_city_vs_aston_villa
Joško Gvardiol,Josko,Gvardiol,josko-gvardiol,J. Gvardiol,D,24,52976,M,JGvardiol,964994,"{'nameTranslation': {'ar': 'يوشكو غفارديول', 'bn': 'জোসকো গোওয়ারদিওল', 'hi': 'जोस्को ग्वार्डिओल'}, 'shortNameTranslation': {'ar': 'ي. غفارديول', 'bn': 'জে. গোওয়ারদিওল', 'hi': 'जे. ग्वार्डिओल'}}",42.78,67.627826086957,115,Manchester City,1745348400_manchester_city_vs_aston_villa
Mateo Kovačić,,,mateo-kovacic,M. Kovačić,M,8,35022,M,Kova8,136710,"{'nameTranslation': {'ar': 'ماتيو كوفاتشيتش', 'bn': 'মাতেও কোভাসিক', 'hi': 'माटेओ कोवासिक'}, 'shortNameTranslation': {'ar': 'م. كوفاتشيتش', 'bn': 'এম. কোভাসিচ', 'hi': 'एम. कोवासिक'}}",51.307058823529,55.634117647059,85,Manchester City,1745348400_manchester_city_vs_aston_villa
Bernardo Silva,Bernardo,Silva,bernardo-silva,B. Silva,M,20,64470,M,BSilva,331209,"{'nameTranslation': {'ar': 'بيرناردو سيلفا', 'bn': 'বার্নার্ডো সিলভা', 'hi': 'बर्नार्डो सिल्वा'}, 'shortNameTranslation': {'ar': 'ب. سيلفا', 'bn': 'বি. সিলভা', 'hi': 'बी. सिल्वा'}}",53.426315789474,36.698947368421,95,Manchester City,1745348400_manchester_city_vs_aston_villa
Rúben Dias,,,ruben-dias,R. Dias,D,3,42234,M,RúbenD,318941,"{'nameTranslation': {'ar': 'روبن دياز', 'bn': 'রুবেন ডায়াস', 'hi': 'रुबेन डियास'}, 'shortNameTranslation': {'ar': 'ر. دياز', 'bn': 'আর. ডায়াস', 'hi': 'आर. डियास'}}",41.112359550562,31.36404494382,89,Manchester City,1745348400_manchester_city_vs_aston_villa
Kevin De Bruyne,,,kevin-de-bruyne,K. De Bruyne,M,11,317589,M,KDB,70996,"{'nameTranslation': {'ar': 'كيفن دي بروين', 'bn': 'কেভিন ডি ব্রুইন', 'hi': 'केविन डी ब्रूने'}, 'shortNameTranslation': {'ar': 'ك. دي بروين', 'bn': 'কে. ডি ব্রুইন', 'hi': 'के. डी ब्रूने'}}",68.708955223881,39.734328358209,67,Manchester City,1745348400_manchester_city_vs_aston_villa
Matheus Nunes,Matheus,Nunes,matheus-nunes,M. Nunes,D,27,21517,M,matheusnunes,945122,"{'nameTranslation': {'ar': 'ماثيوس نونيز', 'bn': 'ম্যাথিউস নুনেস', 'hi': 'मैथियस नून्स'}, 'shortNameTranslation': {'ar': 'م. نونيز', 'bn': 'এম. নুনেস', 'hi': 'एम. नून्स'}}",63.904347826087,12.594202898551,69,Manchester City,1745348400_manchester_city_vs_aston_villa
Axel Disasi,Axel,Disasi,axel-disasi,A. Disasi,D,4,9915,M,axel_disasi,827243,"{'nameTranslation': {'ar': 'أكسيل ديساسي', 'bn': 'অ্যাক্সেল ডিসাসি', 'hi': 'एक्सल डिसासी'}, 'shortNameTranslation': {'ar': 'أ. ديساسي', 'bn': 'এ. ডিসাসি', 'hi': 'ए. डिसासी'}}",34.407142857143,11.764285714286,14,Aston Villa,1745348400_manchester_city_vs_aston_villa
John McGinn,John,McGinn,john-mcginn,J. McGinn,M,7,4367,M,,250223,"{'nameTranslation': {'ar': 'جون ماكجين', 'bn': 'জন ম্যাকগিন', 'hi': 'जॉन मैकगिन'}, 'shortNameTranslation': {'ar': 'ج. ماكجين', 'bn': 'জে. ম্যাকগিন', 'hi': 'जे. मैकगिन'}}",37.729411764706,73.347058823529,17,Aston Villa,1745348400_manchester_city_vs_aston_villa
Marcus Rashford,Marcus,Rashford,marcus-rashford,M. Rashford,F,14,381894,M,Rashford,814590,"{'nameTranslation': {'ar': 'ماركوس راشفورد', 'bn': 'মার্কাস রাশফোর্ড', 'hi': 'मार्कस रैशफोर्ड'}, 'shortNameTranslation': {'ar': 'م. راشفورد', 'bn': 'এম. রাশফোর্ড', 'hi': 'एम. रैशफोर्ड'}}",64.7,45.164,25,Aston Villa,1745348400_manchester_city_vs_aston_villa
