season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,891,L. Shaw,Manchester United,Missing Fixture,Health problems,2024-08-16,,228
2024-2025,342970,L. Yoro,Manchester United,Missing Fixture,Ankle Injury,2024-08-16,,281
2024-2025,288006,R. Hojlund,Manchester United,Missing Fixture,Muscle Injury,2024-08-16,,28
2024-2025,37145,T. Malacia,Manchester United,Missing Fixture,Knee Injury,2024-08-16,,85
2024-2025,153434,W. Fish,Manchester United,Missing Fixture,Ankle Injury,2024-08-16,,0
2024-2025,891,L. Shaw,Manchester United,Missing Fixture,Health problems,2024-08-24,,228
2024-2025,342970,L. Yoro,Manchester United,Missing Fixture,Ankle Injury,2024-08-24,,281
2024-2025,288006,R. Hojlund,Manchester United,Missing Fixture,Muscle Injury,2024-08-24,,28
2024-2025,37145,T. Malacia,Manchester United,Missing Fixture,Knee Injury,2024-08-24,,85
2024-2025,889,V. Lindelof,Manchester United,Missing Fixture,Injury,2024-08-24,,148
2024-2025,891,L. Shaw,Manchester United,Missing Fixture,Health problems,2024-09-01,,228
2024-2025,342970,L. Yoro,Manchester United,Missing Fixture,Ankle Injury,2024-09-01,,281
2024-2025,19220,M. Mount,Manchester United,Missing Fixture,Muscle Injury,2024-09-01,,193
2024-2025,288006,R. Hojlund,Manchester United,Missing Fixture,Muscle Injury,2024-09-01,,28
2024-2025,37145,T. Malacia,Manchester United,Missing Fixture,Knee Injury,2024-09-01,,85
2024-2025,889,V. Lindelof,Manchester United,Missing Fixture,Injury,2024-09-01,,148
2024-2025,891,L. Shaw,Manchester United,Missing Fixture,Health problems,2024-09-14,,228
2024-2025,342970,L. Yoro,Manchester United,Missing Fixture,Ankle Injury,2024-09-14,,281
2024-2025,19220,M. Mount,Manchester United,Missing Fixture,Muscle Injury,2024-09-14,,193
2024-2025,288006,R. Hojlund,Manchester United,Missing Fixture,Muscle Injury,2024-09-14,,28
2024-2025,37145,T. Malacia,Manchester United,Missing Fixture,Knee Injury,2024-09-14,,85
2024-2025,889,V. Lindelof,Manchester United,Missing Fixture,Injury,2024-09-14,,148
2024-2025,891,L. Shaw,Manchester United,Missing Fixture,Health problems,2024-09-21,,228
2024-2025,342970,L. Yoro,Manchester United,Missing Fixture,Ankle Injury,2024-09-21,,281
2024-2025,37145,T. Malacia,Manchester United,Missing Fixture,Knee Injury,2024-09-21,,85
2024-2025,889,V. Lindelof,Manchester United,Missing Fixture,Injury,2024-09-21,,148
2024-2025,891,L. Shaw,Manchester United,Missing Fixture,Health problems,2024-09-25,,228
2024-2025,342970,L. Yoro,Manchester United,Missing Fixture,Ankle Injury,2024-09-25,,281
2024-2025,37145,T. Malacia,Manchester United,Missing Fixture,Knee Injury,2024-09-25,,85
2024-2025,889,V. Lindelof,Manchester United,Missing Fixture,Injury,2024-09-25,,148
2024-2025,891,L. Shaw,Manchester United,Missing Fixture,Health problems,2024-10-03,,228
2024-2025,342970,L. Yoro,Manchester United,Missing Fixture,Ankle Injury,2024-10-03,,281
2024-2025,37145,T. Malacia,Manchester United,Missing Fixture,Knee Injury,2024-10-03,,85
2024-2025,342970,L. Yoro,Manchester United,Missing Fixture,Ankle Injury,2024-10-06,,281
2024-2025,37145,T. Malacia,Manchester United,Missing Fixture,Knee Injury,2024-10-06,,85
2024-2025,2935,H. Maguire,Manchester United,Missing Fixture,Muscle Injury,2024-10-19,,145
2024-2025,284322,K. Mainoo,Manchester United,Missing Fixture,Muscle Injury,2024-10-19,,164
2024-2025,342970,L. Yoro,Manchester United,Missing Fixture,Ankle Injury,2024-10-19,,281
2024-2025,1485,B. Fernandes,Manchester United,Missing Fixture,Red Card,2024-10-24,,67
2024-2025,2935,H. Maguire,Manchester United,Missing Fixture,Muscle Injury,2024-10-24,,145
2024-2025,284322,K. Mainoo,Manchester United,Missing Fixture,Muscle Injury,2024-10-24,,164
2024-2025,891,L. Shaw,Manchester United,Missing Fixture,Health problems,2024-10-24,,228
2024-2025,342970,L. Yoro,Manchester United,Missing Fixture,Ankle Injury,2024-10-24,,281
2024-2025,19220,M. Mount,Manchester United,Missing Fixture,Head Injury,2024-10-24,,193
