season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Illness,2022-08-06,,210
2022-2023,19482,J. Rothwell,Bournemouth,Missing Fixture,Thigh Injury,2022-08-06,,42
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Illness,2022-08-13,,210
2022-2023,19482,J. Rothwell,Bournemouth,Missing Fixture,Thigh Injury,2022-08-13,,42
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2022-08-13,,288
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Illness,2022-08-20,,210
2022-2023,19482,J. Rothwell,Bournemouth,Missing Fixture,Thigh Injury,2022-08-20,,42
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2022-08-20,,288
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Illness,2022-08-27,,210
2022-2023,19482,J. Rothwell,Bournemouth,Missing Fixture,Thigh Injury,2022-08-27,,42
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2022-08-27,,288
2022-2023,19454,B. Pearson,Bournemouth,Missing Fixture,Injury,2022-08-31,,16
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Illness,2022-08-31,,210
2022-2023,19482,J. Rothwell,Bournemouth,Missing Fixture,Thigh Injury,2022-08-31,,42
2022-2023,19454,B. Pearson,Bournemouth,Missing Fixture,Injury,2022-09-03,,16
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Illness,2022-09-03,,210
2022-2023,19454,B. Pearson,Bournemouth,Missing Fixture,Injury,2022-09-17,,16
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-09-17,,210
2022-2023,19482,J. Rothwell,Bournemouth,Missing Fixture,Thigh Injury,2022-09-17,,42
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-10-01,,210
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Ankle Injury,2022-10-01,,154
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-10-08,,210
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2022-10-08,,232
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Ankle Injury,2022-10-08,,154
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-10-15,,210
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Ankle Injury,2022-10-15,,154
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-10-19,,210
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Ankle Injury,2022-10-19,,154
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-10-24,,210
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Ankle Injury,2022-10-24,,154
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-10-29,,210
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Ankle Injury,2022-10-29,,154
2022-2023,912,Neto,Bournemouth,Missing Fixture,Thigh Injury,2022-10-29,,66
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-11-05,,210
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Ankle Injury,2022-11-05,,154
2022-2023,912,Neto,Bournemouth,Missing Fixture,Thigh Injury,2022-11-05,,66
2022-2023,18866,C. Mepham,Bournemouth,Missing Fixture,Yellow Cards,2022-11-12,,0
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-11-12,,210
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Ankle Injury,2022-11-12,,154
2022-2023,912,Neto,Bournemouth,Missing Fixture,Thigh Injury,2022-11-12,,66
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-12-27,,210
2022-2023,912,Neto,Bournemouth,Missing Fixture,Thigh Injury,2022-12-27,,66
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2022-12-31,,210
2022-2023,912,Neto,Bournemouth,Missing Fixture,Thigh Injury,2022-12-31,,66
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2023-01-03,,210
2022-2023,912,Neto,Bournemouth,Missing Fixture,Thigh Injury,2023-01-03,,66
2022-2023,18869,A. Smith,Bournemouth,Missing Fixture,Yellow Cards,2023-01-14,,0
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2023-01-14,,210
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-01-14,,232
2022-2023,19245,M. Tavernier,Bournemouth,Missing Fixture,Injury,2023-01-14,,133
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Injury,2023-01-14,,288
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2023-01-21,,210
2022-2023,18883,D. Solanke,Bournemouth,Missing Fixture,Knee Injury,2023-01-21,,0
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-01-21,,232
2022-2023,18872,L. Cook,Bournemouth,Missing Fixture,Knee Injury,2023-01-21,,35
2022-2023,19245,M. Tavernier,Bournemouth,Missing Fixture,Injury,2023-01-21,,133
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Injury,2023-01-21,,288
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2023-02-04,,210
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-02-04,,232
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Injury,2023-02-04,,288
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2023-02-11,,210
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-02-11,,232
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Calf Injury,2023-02-11,,154
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2023-02-18,,210
2022-2023,18872,L. Cook,Bournemouth,Missing Fixture,Knee Injury,2023-02-18,,35
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Calf Injury,2023-02-18,,154
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2023-02-25,,210
2022-2023,18872,L. Cook,Bournemouth,Missing Fixture,Knee Injury,2023-02-25,,35
2022-2023,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2023-02-25,,133
2022-2023,18870,D. Brooks,Bournemouth,Missing Fixture,Thigh Injury,2023-03-04,,210
2022-2023,161671,I. Zabarnyi,Bournemouth,Missing Fixture,Ankle Injury,2023-03-04,,0
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-03-04,,232
2022-2023,19263,L. Kelly,Bournemouth,Missing Fixture,Calf Injury,2023-03-04,,154
2022-2023,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2023-03-04,,133
2022-2023,51572,M. Vina,Bournemouth,Missing Fixture,Knee Injury,2023-03-04,,0
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-03-11,,232
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-03-18,,232
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-04-01,,232
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-04-04,,232
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2023-04-04,,288
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-04-08,,232
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2023-04-08,,288
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-04-15,,232
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2023-04-15,,288
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-04-23,,232
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2023-04-23,,288
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-04-27,,232
2022-2023,18940,J. Stephens,Bournemouth,Missing Fixture,Loan agreement,2023-04-27,,0
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2023-04-27,,288
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-04-30,,232
2022-2023,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2023-04-30,,133
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2023-04-30,,288
2022-2023,31057,H. J. Traore,Bournemouth,Missing Fixture,Ankle Injury,2023-05-06,,7
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-05-06,,232
2022-2023,19804,K. Moore,Bournemouth,Missing Fixture,Head Injury,2023-05-06,,0
2022-2023,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2023-05-06,,133
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2023-05-06,,288
2022-2023,31057,H. J. Traore,Bournemouth,Missing Fixture,Ankle Injury,2023-05-13,,7
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-05-13,,232
2022-2023,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2023-05-13,,133
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2023-05-13,,288
2022-2023,19281,A. Semenyo,Bournemouth,Missing Fixture,Leg Injury,2023-05-20,,8
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-05-20,,232
2022-2023,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2023-05-20,,133
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2023-05-20,,288
2022-2023,19281,A. Semenyo,Bournemouth,Missing Fixture,Leg Injury,2023-05-28,,8
2022-2023,18878,J. Stanislas,Bournemouth,Missing Fixture,Injury,2023-05-28,,232
2022-2023,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2023-05-28,,133
2022-2023,18815,R. Fredericks,Bournemouth,Missing Fixture,Calf Injury,2023-05-28,,288
