Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Youri Tielemans,beBEL,MF,27,5,5,432,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ezri Konsa,engENG,DF,26,5,5,386,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Emiliano Martínez,arARG,GK,31,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Morgan Rogers,engENG,MF,22,5,4,339,3.8,2,1,3,2,0,0,1,0,0.53,0.27,0.80,0.53,0.80,Matches
Boubacar Kamara,frFRA,"MF,DF",24,4,4,320,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Ollie Watkins,engENG,FW,28,4,3,271,3.0,0,2,2,0,0,0,0,0,0.00,0.66,0.66,0.00,0.66,Matches
Leon Bailey,jmJAM,MF,26,4,3,257,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
John McGinn,sctSCO,MF,29,4,3,257,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Marco Asensio,esESP,MF,28,4,3,246,2.7,2,0,2,2,0,0,0,0,0.73,0.00,0.73,0.73,0.73,Matches
Matty Cash,plPOL,DF,26,3,3,241,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Lucas Digne,frFRA,DF,31,4,3,238,2.6,0,2,2,0,0,0,0,0,0.00,0.76,0.76,0.00,0.76,Matches
Jacob Ramsey,engENG,MF,23,5,2,230,2.6,2,0,2,2,0,0,0,0,0.78,0.00,0.78,0.78,0.78,Matches
Ian Maatsen,nlNED,DF,22,4,2,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Andrés García,esESP,DF,21,3,2,190,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Marcus Rashford,engENG,"MF,FW",26,3,2,186,2.1,2,1,3,1,1,1,0,0,0.97,0.48,1.45,0.48,0.97,Matches
Tyrone Mings,engENG,DF,31,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Lamare Bogarde,nlNED,DF,20,2,1,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Donyell Malen,nlNED,FW,25,3,1,95,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Robin Olsen,seSWE,GK,34,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Pau Torres,esESP,DF,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ross Barkley,engENG,MF,30,2,1,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Amadou Onana,beBEL,MF,22,2,0,86,1.0,1,0,1,1,0,0,0,0,1.05,0.00,1.05,1.05,1.05,Matches
Emi Buendía,arARG,"FW,MF",27,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kosta Nedeljković,rsSRB,DF,18,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jamaldeen Jimoh,engENG,MF,17,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Bradley Burrowes,engENG,MF,16,0,0,,,,,,,,,,,,,,,,Matches
Joe Gauci,auAUS,GK,24,0,0,,,,,,,,,,,,,,,,Matches
Triston Rowe,engENG,DF,18,0,0,,,,,,,,,,,,,,,,Matches
Oliwier Zych,plPOL,GK,20,0,0,,,,,,,,,,,,,,,,Matches
