Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Emiliano Martínez,arARG,GK,31,12,12,"1,080",12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Youri Tielemans,beBEL,MF,27,12,12,"1,041",11.6,2,3,5,2,0,0,1,0,0.17,0.26,0.43,0.17,0.43,Matches
Morgan Rogers,engENG,MF,22,12,12,"1,022",11.4,4,2,6,4,0,0,1,0,0.35,0.18,0.53,0.35,0.53,Matches
Ezri Konsa,engENG,DF,26,11,11,990,11.0,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches
Lucas Digne,frFRA,DF,31,9,9,743,8.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
John McGinn,sctSCO,MF,29,10,9,734,8.2,3,2,5,3,0,0,1,0,0.37,0.25,0.61,0.37,0.61,Matches
Ollie Watkins,engENG,FW,28,12,9,695,7.7,1,4,5,1,0,1,0,0,0.13,0.52,0.65,0.13,0.65,Matches
Boubacar Kamara,frFRA,"MF,DF",24,10,8,702,7.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Pau Torres,esESP,DF,27,9,7,680,7.6,0,2,2,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,Matches
Matty Cash,plPOL,"DF,MF",26,8,7,513,5.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Leon Bailey,jmJAM,MF,26,8,6,526,5.8,1,1,2,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,Matches
Diego Carlos,brBRA,DF,31,6,5,484,5.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Jacob Ramsey,engENG,MF,23,10,4,396,4.4,1,2,3,1,0,0,0,0,0.23,0.45,0.68,0.23,0.68,Matches
Tyrone Mings,engENG,DF,31,4,4,310,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Marcus Rashford,engENG,"MF,FW",26,4,4,307,3.4,0,2,2,0,0,0,0,0,0.00,0.59,0.59,0.00,0.59,Matches
Amadou Onana,beBEL,MF,22,5,4,271,3.0,1,0,1,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,Matches
Ian Maatsen,nlNED,DF,22,10,3,380,4.2,1,0,1,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches
Lamare Bogarde,nlNED,"MF,DF",20,4,2,141,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jáder Durán,coCOL,FW,20,7,1,241,2.7,3,0,3,3,0,0,2,0,1.12,0.00,1.12,1.12,1.12,Matches
Axel Disasi,frFRA,DF,26,3,1,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jaden Philogene Bidace,engENG,MF,22,3,1,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Emi Buendía,arARG,MF,27,4,1,114,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Marco Asensio,esESP,"FW,MF",28,4,0,129,1.4,3,0,3,2,1,1,0,0,2.09,0.00,2.09,1.40,1.40,Matches
Ross Barkley,engENG,MF,30,6,0,103,1.1,1,0,1,1,0,0,1,0,0.87,0.00,0.87,0.87,0.87,Matches
Kosta Nedeljković,rsSRB,DF,18,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Joe Gauci,auAUS,GK,24,0,0,,,,,,,,,,,,,,,,Matches
Robin Olsen,seSWE,GK,34,0,0,,,,,,,,,,,,,,,,Matches
Travis Patterson,engENG,DF,18,0,0,,,,,,,,,,,,,,,,Matches
Sam Proctor,engENG,GK,17,0,0,,,,,,,,,,,,,,,,Matches
Sil Swinkels,nlNED,DF,20,0,0,,,,,,,,,,,,,,,,Matches
Kadan Young,engENG,MF,18,0,0,,,,,,,,,,,,,,,,Matches
Oliwier Zych,plPOL,GK,20,0,0,,,,,,,,,,,,,,,,Matches
