Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Jáder Durán,coCOL,FW,20,2,2,180,2.0,2,0,2,1,1,1,0,0,1.00,0.00,1.00,0.50,0.50,Matches
Joe Gauci,auAUS,GK,24,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kosta Nedeljković,rsSRB,DF,18,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ian Maatsen,nlNED,DF,22,2,2,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Emi Buendía,arARG,MF,27,2,2,166,1.8,1,0,1,1,0,0,0,0,0.54,0.00,0.54,0.54,0.54,Matches
Leon Bailey,jmJAM,MF,26,2,2,138,1.5,0,1,1,0,0,0,0,0,0.00,0.65,0.65,0.00,0.65,Matches
Lamare Bogarde,nlNED,DF,20,2,1,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kadan Young,engENG,MF,18,2,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ross Barkley,engENG,MF,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Diego Carlos,brBRA,DF,31,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Boubacar Kamara,frFRA,MF,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Tyrone Mings,engENG,DF,31,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Jaden Philogene Bidace,engENG,MF,22,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Sil Swinkels,nlNED,DF,20,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
John McGinn,sctSCO,MF,29,1,1,78,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Amadou Onana,beBEL,MF,22,1,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Aidan Borland,sctSCO,MF,17,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jacob Ramsey,engENG,MF,23,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jamaldeen Jimoh,engENG,MF,17,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Benjamin Broggio,engENG,MF,17,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Travis Patterson,engENG,DF,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Matty Cash,plPOL,"DF,MF",26,0,0,,,,,,,,,,,,,,,,Matches
Kobei Moore,engENG,FW,19,0,0,,,,,,,,,,,,,,,,Matches
Triston Rowe,engENG,DF,18,0,0,,,,,,,,,,,,,,,,Matches
Oliwier Zych,plPOL,GK,20,0,0,,,,,,,,,,,,,,,,Matches
