Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
186769e2,https://fbref.com/en/matches/186769e2/Napoli-Liverpool-September-7-2022-Champions-League,2022-09-07,Champions Lg,Group stage,Away,itNapoli,L,2022-09-07_champions_lg_itnapoli,Liverpool,Alisson,br BRA,29-340,90,7,4,4,57.1
