season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Formation,Lineup_Section,Jersey_Number,Player
2024-2025,Arsenal 2024 2025,2024-08-17,Premier League,Wolves,2024-08-17_premier_league_wolves_lineups.csv,c0e3342a,https://fbref.com/en/matches/c0e3342a/Arsenal-Wolverhampton-Wanderers-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Home,Wolves,W,2024-08-17_premier_league_wolves,Arsenal,4-3-3,Starter,22,David Raya
2024-2025,Arsenal 2024 2025,2024-08-17,Premier League,Wolves,2024-08-17_premier_league_wolves_lineups.csv,c0e3342a,https://fbref.com/en/matches/c0e3342a/Arsenal-Wolverhampton-Wanderers-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Home,Wolves,W,2024-08-17_premier_league_wolves,Arsenal,4-3-3,Starter,2,William Saliba
2024-2025,Arsenal 2024 2025,2024-08-17,Premier League,Wolves,2024-08-17_premier_league_wolves_lineups.csv,c0e3342a,https://fbref.com/en/matches/c0e3342a/Arsenal-Wolverhampton-Wanderers-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Home,Wolves,W,2024-08-17_premier_league_wolves,Arsenal,4-3-3,Starter,4,Ben White
2024-2025,Arsenal 2024 2025,2024-08-17,Premier League,Wolves,2024-08-17_premier_league_wolves_lineups.csv,c0e3342a,https://fbref.com/en/matches/c0e3342a/Arsenal-Wolverhampton-Wanderers-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Home,Wolves,W,2024-08-17_premier_league_wolves,Arsenal,4-3-3,Starter,5,Thomas Partey
2024-2025,Arsenal 2024 2025,2024-08-17,Premier League,Wolves,2024-08-17_premier_league_wolves_lineups.csv,c0e3342a,https://fbref.com/en/matches/c0e3342a/Arsenal-Wolverhampton-Wanderers-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Home,Wolves,W,2024-08-17_premier_league_wolves,Arsenal,4-3-3,Starter,6,Gabriel Magalhães
2024-2025,Arsenal 2024 2025,2024-08-17,Premier League,Wolves,2024-08-17_premier_league_wolves_lineups.csv,c0e3342a,https://fbref.com/en/matches/c0e3342a/Arsenal-Wolverhampton-Wanderers-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Home,Wolves,W,2024-08-17_premier_league_wolves,Arsenal,4-3-3,Starter,7,Bukayo Saka
2024-2025,Arsenal 2024 2025,2024-08-17,Premier League,Wolves,2024-08-17_premier_league_wolves_lineups.csv,c0e3342a,https://fbref.com/en/matches/c0e3342a/Arsenal-Wolverhampton-Wanderers-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Home,Wolves,W,2024-08-17_premier_league_wolves,Arsenal,4-3-3,Starter,8,Martin Ødegaard
2024-2025,Arsenal 2024 2025,2024-08-17,Premier League,Wolves,2024-08-17_premier_league_wolves_lineups.csv,c0e3342a,https://fbref.com/en/matches/c0e3342a/Arsenal-Wolverhampton-Wanderers-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Home,Wolves,W,2024-08-17_premier_league_wolves,Arsenal,4-3-3,Starter,11,Gabriel Martinelli
2024-2025,Arsenal 2024 2025,2024-08-17,Premier League,Wolves,2024-08-17_premier_league_wolves_lineups.csv,c0e3342a,https://fbref.com/en/matches/c0e3342a/Arsenal-Wolverhampton-Wanderers-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Home,Wolves,W,2024-08-17_premier_league_wolves,Arsenal,4-3-3,Starter,17,Oleksandr Zinchenko
2024-2025,Arsenal 2024 2025,2024-08-17,Premier League,Wolves,2024-08-17_premier_league_wolves_lineups.csv,c0e3342a,https://fbref.com/en/matches/c0e3342a/Arsenal-Wolverhampton-Wanderers-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Home,Wolves,W,2024-08-17_premier_league_wolves,Arsenal,4-3-3,Starter,29,Kai Havertz
