name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Ollie Watkins,Ollie,Watkins,ollie-watkins,O. Watkins,F,11,20854,M,OllieWatkins,555386,"{'nameTranslation': {'ar': 'أولي واتكينز', 'bn': 'অলি ওয়াটকিন্স', 'hi': 'ओली वॉटकिंस'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'bn': 'ও. ওয়াটকিন্স', 'hi': 'ओ. वॉटकिंस'}}",63.05,55.385714285714,14,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Boubacar Kamara,Boubacar,Kamara,boubacar-kamara,B. Kamara,M,44,3503,M,,826204,"{'nameTranslation': {'ar': 'بوبكر كامارا', 'bn': 'বউবকার কামারা', 'hi': 'बौबाकर कामारा'}, 'shortNameTranslation': {'ar': 'ب. كامارا', 'bn': 'বি.কামারা', 'hi': 'बी. कामारा'}}",46.282608695652,45.721739130435,23,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Jacob Ramsey,Jacob,Ramsey,jacob-ramsey,J. Ramsey,M,41,3498,M,,975937,"{'nameTranslation': {'ar': 'جاكوب رامزي', 'bn': 'জ্যাকব রামসে', 'hi': 'जैकब रैमसे'}, 'shortNameTranslation': {'ar': 'ج. رامزي', 'bn': 'জে. রামসে', 'hi': 'जे. रैमसे'}}",70.81875,77.23125,16,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Pau Torres,Pau,Torres,pau-torres,P. Torres,D,14,4241,M,pauttorres,864169,"{'nameTranslation': {'ar': 'باو توريس', 'bn': 'পাউ টরেস', 'hi': 'पाऊ टोरेस'}, 'shortNameTranslation': {'ar': 'ب. توريس', 'bn': 'পি. টরেস', 'hi': 'पी. टोरेस'}}",49.471875,60.765625,32,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Axel Disasi,Axel,Disasi,axel-disasi,A. Disasi,D,4,9915,M,axel_disasi,827243,"{'nameTranslation': {'ar': 'أكسيل ديساسي', 'bn': 'অ্যাক্সেল ডিসাসি', 'hi': 'एक्सल डिसासी'}, 'shortNameTranslation': {'ar': 'أ. ديساسي', 'bn': 'এ. ডিসাসি', 'hi': 'ए. डिसासी'}}",66.58,13.9,30,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Morgan Rogers,,,morgan-rogers,M. Rogers,M,27,15039,M,mrogers,948261,"{'nameTranslation': {'ar': 'مورغان روجرز', 'bn': 'মরগান রজার্স', 'hi': 'मॉर्गन रोजर्स'}, 'shortNameTranslation': {'ar': 'م. روجرز', 'bn': 'এম. রজার্স', 'hi': 'एम. रोजर्स'}}",55.670588235294,36.776470588235,34,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Marco Asensio,Marco,Asensio,marco-asensio,M. Asensio,M,21,33432,M,marcoasensio10,361004,"{'nameTranslation': {'ar': 'ماركو أسينسيو', 'bn': 'মার্কো অ্যাসেনসিও', 'hi': 'मार्को असेंसियो'}, 'shortNameTranslation': {'ar': 'م. أسينسيو', 'bn': 'এম. অ্যাসেনসিও', 'hi': 'एम. असेंसियो'}}",70.259459459459,48.918918918919,37,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
John McGinn,John,McGinn,john-mcginn,J. McGinn,M,7,4367,M,,250223,"{'nameTranslation': {'ar': 'جون ماكجين', 'bn': 'জন ম্যাকগিন', 'hi': 'जॉन मैकगिन'}, 'shortNameTranslation': {'ar': 'ج. ماكجين', 'bn': 'জে. ম্যাকগিন', 'hi': 'जे. मैकगिन'}}",57.810769230769,32.538461538462,65,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Emiliano Martínez,,,emiliano-martinez,E. Martínez,G,23,62117,M,EmiMartínez,158263,"{'nameTranslation': {'ar': 'إيميليانو مارتينيز', 'bn': 'এমিলিয়ানো মার্টিনেজ', 'hi': 'एमिलियानो मार्टिनेज'}, 'shortNameTranslation': {'ar': 'إ. مارتينيز', 'bn': 'ই. মার্টিনেজ', 'hi': 'ई. मार्टिनेज'}}",13.616666666667,49.771428571429,42,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Leon Bailey,Leon,Bailey,leon-bailey,L. Bailey,M,31,8137,M,leonbailey,808590,"{'nameTranslation': {'ar': 'ليون بيلي', 'bn': 'লিওন বেইলি', 'hi': 'लियोन बेली'}, 'shortNameTranslation': {'ar': 'ل. بيلي', 'bn': 'এল. বেইলি', 'hi': 'एल. बेली'}}",69.24,18.624,25,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Matty Cash,Matty,Cash,matty-cash,M. Cash,D,2,9807,M,mattycash622,833956,"{'nameTranslation': {'ar': 'ماتي كاش', 'bn': 'ম্যাটি ক্যাশ', 'hi': 'मैटी कैश'}, 'shortNameTranslation': {'ar': 'م. كاش', 'bn': 'এম. ক্যাশ', 'hi': 'एम. कैश'}}",44.507407407407,18.481481481481,54,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Tyrone Mings,Tyrone,Mings,tyrone-mings,T. Mings,D,5,2084,M,,303638,"{'nameTranslation': {'ar': 'تايرون مينغز', 'bn': 'টাইরন মিংস', 'hi': 'टाइरोन मिंग्स'}, 'shortNameTranslation': {'ar': 'ت. مينغز', 'bn': 'টি. মিংস', 'hi': 'टी. मिंग्स'}}",38.78,66.138333333333,60,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Ian Maatsen,,,ian-maatsen,I. Maatsen,D,22,5637,M,maatsen_,976263,"{'nameTranslation': {'ar': 'إيان ماتسين', 'bn': 'ইয়ান মাতসেন', 'hi': 'इयान मात्सेन'}, 'shortNameTranslation': {'ar': 'إ. ماتسين', 'bn': 'আই. মাতসেন', 'hi': 'आई. मात्सेन'}}",56.217204301075,80.221505376344,93,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Marcus Rashford,Marcus,Rashford,marcus-rashford,M. Rashford,F,14,381894,M,Rashford,814590,"{'nameTranslation': {'ar': 'ماركوس راشفورد', 'bn': 'মার্কাস রাশফোর্ড', 'hi': 'मार्कस रैशफोर्ड'}, 'shortNameTranslation': {'ar': 'م. راشفورد', 'bn': 'এম. রাশফোর্ড', 'hi': 'एम. रैशफोर्ड'}}",69.775362318841,71.771014492754,69,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Ezri Konsa,,,ezri-konsa,E. Konsa,D,4,3572,M,,827679,"{'nameTranslation': {'ar': 'إزري كونسا', 'bn': 'ইজরি কনসা', 'hi': 'एज़री कोंसा'}, 'shortNameTranslation': {'ar': 'إ. كونسا', 'bn': 'ই. কনসা', 'hi': 'ई. कोंसा'}}",38.403703703704,33.337037037037,81,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Youri Tielemans,Youri,Tielemans,youri-tielemans,Y. Tielemans,M,8,10161,M,youritielemans,331737,"{'nameTranslation': {'ar': 'يوري تيليمانس', 'bn': 'ইউরি টাইলেম্যানস', 'hi': 'यूरी टिएलमान्स'}, 'shortNameTranslation': {'ar': 'ي. تيليمانس', 'bn': 'ওয়াই. টাইলেম্যানস', 'hi': 'वाई. टिएलमान्स'}}",51.302197802198,65.201098901099,91,Aston Villa,1741809600_aston_villa_vs_club_brugge_kv
Gustaf Nilsson,Gustaf,Nilsson,gustaf-nilsson,G. Nilsson,F,19,789,M,,572286,"{'nameTranslation': {'ar': 'غوستاف نيلسون', 'bn': 'গুস্তাফ নিলসন', 'hi': 'गुस्ताफ़ निल्सन'}, 'shortNameTranslation': {'ar': 'غ. نيلسون', 'bn': 'জি. নিলসন', 'hi': 'जी. निल्सन'}}",46.785714285714,71.557142857143,14,Club Brugge KV,1741809600_aston_villa_vs_club_brugge_kv
Ferran Jutglà,,,ferran-jutgla,F. Jutglà,F,9,4174,M,,949962,"{'nameTranslation': {'ar': 'فيران جوتغلا', 'bn': 'ফেরান জুটগ্লা', 'hi': 'फ़ेर्रां जुटगला'}, 'shortNameTranslation': {'ar': 'ف. جوتغلا', 'bn': 'এফ. জুটগ্লা', 'hi': 'एफ. जुटगला'}}",63.628571428571,53.595238095238,21,Club Brugge KV,1741809600_aston_villa_vs_club_brugge_kv
