name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Robin Le Normand,Robin,Le Normand,robin-le-normand,R. Le Normand,D,24,7179,M,lenormand_r,787751,"{'nameTranslation': {'ar': 'روبن لو نورماند', 'bn': 'রবিন লে নরম্যান্ড', 'hi': 'रॉबिन ले नॉर्मंड'}, 'shortNameTranslation': {'ar': 'ر. نورماند', 'bn': 'আর. লে নরম্যান্ড', 'hi': 'आर. ले'}}",43.107142857143,20.042857142857,14,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
César Azpilicueta,,,cesar-azpilicueta,C. Azpilicueta,D,3,4626,M,Dave,21555,"{'nameTranslation': {'ar': 'سيزار أزبيليكويتا', 'bn': 'সিজার আজপিলিকুয়েটা', 'hi': 'सीज़र अज़पिलिकुएटा'}, 'shortNameTranslation': {'ar': 'س. أزبيليكويتا', 'bn': 'সি. আজপিলিকুয়েটা', 'hi': 'सी. अज़पिलिकुएटा'}}",37.061904761905,85.928571428571,21,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Alexander Sørloth,,,alexander-srloth,A. Sørloth,F,9,24579,M,asorloth,309078,"{'nameTranslation': {'ar': 'ألكسندر سورلوث', 'bn': 'আলেকজান্ডার সারলোথ', 'hi': 'अलेक्जेंडर सोर्लोथ'}, 'shortNameTranslation': {'ar': 'أ. سورلوث', 'bn': 'এ. সারলোথ', 'hi': 'ए. सोर्लोथ'}}",54.927777777778,55.1,18,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Samuel Lino,,,samuel-lino,S. Lino,M,16,24864,M,osamuellino,874705,"{'nameTranslation': {'ar': 'صامويل لينو', 'bn': 'স্যামুয়েল লিনো', 'hi': 'सैमुअल लिनो'}, 'shortNameTranslation': {'ar': 'ص. لينو', 'bn': 'এস. লিনো', 'hi': 'एस. लिनो'}}",34.740740740741,83.514814814815,27,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Ángel Correa,,,angel-correa,Á. Correa,F,7,17142,M,angelcorrea32,316152,"{'nameTranslation': {'ar': 'أنخيل كوريا', 'bn': 'অ্যাঞ্জেল কোরেয়া', 'hi': 'एंजेल कोरीया'}, 'shortNameTranslation': {'ar': 'أ. كوريا', 'bn': 'এ. কোরেয়া', 'hi': 'ए. कोरीया'}}",54.622580645161,25.761290322581,31,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Nahuel Molina,Nahuel,Molina,nahuel-molina,N. Molina,D,16,15247,M,nahuelmolina_35,831799,"{'nameTranslation': {'ar': 'ناويل مولينا', 'bn': 'নাহুয়েল মোলিনা', 'hi': 'नहुएल मोलिना'}, 'shortNameTranslation': {'ar': 'ن. مولينا', 'bn': 'এন. মোলিনা', 'hi': 'एन. मोलिना'}}",42.254838709677,13.612903225806,31,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Rodrigo De Paul,Rodrigo,De Paul,rodrigo-de-paul,R. De Paul,M,7,55077,M,RodridePaul,249399,"{'nameTranslation': {'ar': 'رودريغو دي بول', 'bn': 'রদ্রিগো ডি পল', 'hi': 'रोड्रिगो डी पॉल'}, 'shortNameTranslation': {'ar': 'ر. دي بول', 'bn': 'আর. ডি. পল', 'hi': 'आर. डी पॉल'}}",51.548514851485,26.39801980198,101,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Giuliano Simeone,,,giuliano-simeone,G. Simeone,M,20,23479,M,giulisimeone,1099352,"{'nameTranslation': {'ar': 'جوليانو سيميوني', 'bn': 'জিউলিয়ানো সিমিওনে', 'hi': 'गिउलिआनो सिमोन'}, 'shortNameTranslation': {'ar': 'ج. سيميوني', 'bn': 'জি. সিমিওনে', 'hi': 'जी. सिमोन'}}",59.425581395349,23.023255813953,43,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Conor Gallagher,Conor,Gallagher,conor-gallagher,C. Gallagher,M,22,16588,M,conorgallagher92,904970,"{'nameTranslation': {'ar': 'كونور غالاغير', 'bn': 'কনর গ্যালাঘের', 'hi': 'कोनोर गालाघर'}, 'shortNameTranslation': {'ar': 'ك. غالاغر', 'bn': 'সি. গ্যালাঘের', 'hi': 'सी. गालाघर'}}",39.575,78.897727272727,44,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Reinildo Mandava,Reinildo,Mandava,reinildo-mandava,R. Mandava,D,17,13221,M,ReinildoMandava,831424,"{'nameTranslation': {'ar': 'رينيلدو ماندافا', 'bn': 'রেইনিল্ডো মান্ডাভা', 'hi': 'रेनिल्डो मंडावा'}, 'shortNameTranslation': {'ar': 'ر. ماندافا', 'bn': 'আর. মান্ডব', 'hi': 'आर. मंडावा'}}",43.253571428571,85.248214285714,56,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Antoine Griezmann,,,antoine-griezmann,A. Griezmann,F,7,108140,M,AGriez,85859,"{'nameTranslation': {'ar': 'أنطوان غريزمان', 'bn': 'অ্যান্টোইন গ্রিজম্যান', 'hi': 'एंटोनी ग्रीज़मैन'}, 'shortNameTranslation': {'ar': 'أ. غريزمان', 'bn': 'এ. গ্রিজম্যান', 'hi': 'ए. ग्रीज़मैन'}}",57.611688311688,32.427272727273,77,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Clément Lenglet,Clement,Lenglet,clement-lenglet,C. Lenglet,D,15,8579,M,clement_lenglet,580550,"{'nameTranslation': {'ar': 'كليمو لينغليه', 'bn': 'ক্লেমেন্ট লেংলেট', 'hi': 'क्लेमेंट लेंग्लेट'}, 'shortNameTranslation': {'ar': 'ك. لينغليه', 'bn': 'সি. লেংলেট', 'hi': 'सी. लेंग्लेट'}}",33.952459016393,74.606557377049,61,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Pablo Barrios,,,pablo-barrios,P. Barrios,M,8,7396,M,PBarrios,1142588,"{'nameTranslation': {'ar': 'بابلو بارييوس', 'bn': 'পাবলো ব্যারিওস', 'hi': 'पाब्लो बारियोस'}, 'shortNameTranslation': {'ar': 'ب. بارييوس', 'bn': 'পি. ব্যারিওস', 'hi': 'पी. बारियोस'}}",37.078350515464,52.007216494845,97,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Jan Oblak,,,jan-oblak,J. Oblak,G,13,14561,M,oblakjan,69768,"{'nameTranslation': {'ar': 'يان أوبلاك', 'bn': 'জন ওব্লাক', 'hi': 'जान ओबलाक'}, 'shortNameTranslation': {'ar': 'ي. أوبلاك', 'bn': 'জে. ওব্লাক', 'hi': 'जे. ओबलाक'}}",9.2867924528302,49.203773584906,53,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
José María Giménez,,,jose-maria-gimenez,J. M. Giménez,D,2,6310,M,JoseMaGimenez13,325355,"{'nameTranslation': {'ar': 'خوسيه خيمينيز', 'bn': 'জোসে মারিয়া গিমেনেজ', 'hi': 'जोस मारिया गिमेनेज़'}, 'shortNameTranslation': {'ar': 'خ. خيمينيز', 'bn': 'জে. এম. জিমেনেজ', 'hi': 'जे.एम. गिमेनेज़'}}",30.95223880597,43.165671641791,67,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Julián Alvarez,,,julian-alvarez,J. Álvarez,F,19,240635,M,LaAraña,944656,"{'nameTranslation': {'ar': 'جوليان ألفاريز', 'bn': 'জুলিয়ান আলভারেজ', 'hi': 'जूलियन अल्वारेज़'}, 'shortNameTranslation': {'ar': 'ج. ألفاريز', 'bn': 'জে. আলভারেজ', 'hi': 'जे. अल्वारेज़'}}",55.942168674699,57.044578313253,83,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Marcos Llorente,Marcos,Llorente,marcos-llorente,M. Llorente,D,14,10633,M,marcosllorente,353138,"{'nameTranslation': {'ar': 'ماركوس يورينتي', 'bn': 'মার্কোস লরেন্টে', 'hi': 'मार्कोस लोरेंटे'}, 'shortNameTranslation': {'ar': 'م. يورينتي', 'bn': 'এম. লরেন্টে', 'hi': 'एम. लोरेंटे'}}",45.417582417582,20.626373626374,91,Atlético Madrid,1741809600_atl_tico_madrid_vs_real_madrid
Brahim Díaz,Brahim,Diaz,brahim-diaz,B. Díaz,M,21,264688,M,Brahim,835485,"{'nameTranslation': {'ar': 'إبراهيم دياز', 'bn': 'ব্রাহিম দিয়াজ', 'hi': 'ब्राहिम डियाज़'}, 'shortNameTranslation': {'ar': 'إ. دياز', 'bn': 'বি. দিয়াজ', 'hi': 'बी. डियाज़'}}",70.584,16.974,50,Real Madrid,1741809600_atl_tico_madrid_vs_real_madrid
