name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,7007,M,johanbakayoko,1088896,"{'nameTranslation': {'ar': 'يوهان باكايوكو', 'bn': 'জোহান বাকায়োকো', 'hi': 'जोहान बाकायोको'}, 'shortNameTranslation': {'ar': 'ي. باكايوكو', 'bn': 'জে. বাকায়োকো', 'hi': 'जे. बाकायोको'}}",57.153846153846,20.830769230769,13,PSV Eindhoven,1741118400_psv_eindhoven_vs_arsenal
Joey Veerman,Joey,Veerman,joey-veerman,J. Veerman,M,23,3985,M,,850816,"{'nameTranslation': {'ar': 'جوي فيرمان', 'bn': 'জোই বীরম্যান', 'hi': 'जॉय वीरमैन'}, 'shortNameTranslation': {'ar': 'ج. فيرمان', 'bn': 'জে. বীরম্যান', 'hi': 'जे. वीरमैन'}}",30.6,52.7,7,PSV Eindhoven,1741118400_psv_eindhoven_vs_arsenal
Armando Obispo,Armando,Obispo,armando-obispo,A. Obispo,D,4,507,M,,825838,"{'nameTranslation': {'ar': 'أرمندو أوبسيدو', 'bn': 'আরমান্দো ওবিস্পো', 'hi': 'अरमांडो ओबिस्पो'}, 'shortNameTranslation': {'ar': 'أ. أوبسيدو', 'bn': 'এ. ওবিস্পো', 'hi': 'ए. ओबिस्पो'}}",35.83,69.07,10,PSV Eindhoven,1741118400_psv_eindhoven_vs_arsenal
Rick Karsdorp,,,rick-karsdorp,R. Karsdorp,D,,701,M,,363792,"{'nameTranslation': {'ar': 'ريك كارسدورب', 'bn': 'রিক কার্সডর্প', 'hi': 'रिक कार्सडॉर्प'}, 'shortNameTranslation': {'ar': 'ر. كارسدورب', 'bn': 'আর. কার্সডর্প', 'hi': 'आर. कार्सडॉर्प'}}",35.946666666667,21.733333333333,15,PSV Eindhoven,1741118400_psv_eindhoven_vs_arsenal
Walter Benítez,,,walter-benitez,W. Benítez,G,44,4637,M,,249859,"{'nameTranslation': {'ar': 'والتر بينيتيز', 'bn': 'ওয়াল্টার বেনিটেজ', 'hi': 'वाल्टर बेनिटेज़'}, 'shortNameTranslation': {'ar': 'و. بينيتيز', 'bn': 'ডব্লিউ. বেনিটেজ', 'hi': 'डब्लू. बेनिटेज़'}}",9.7837837837838,47.559459459459,37,PSV Eindhoven,1741118400_psv_eindhoven_vs_arsenal
Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,1658,M,,1046960,"{'nameTranslation': {'ar': 'رايان فلامينغو', 'bn': 'রায়ান ফ্ল্যামিঙ্গো', 'hi': 'रयान फ्लेमिंगो'}, 'shortNameTranslation': {'ar': 'ر. فلامينغو', 'bn': 'আর. ফ্ল্যামিঙ্গো', 'hi': 'आर. फ्लेमिंगो'}}",33.397872340426,31.929787234043,47,PSV Eindhoven,1741118400_psv_eindhoven_vs_arsenal
Luuk de Jong,,,luuk-de-jong,L. de Jong,F,26,8526,M,luukdejong9,40878,"{'nameTranslation': {'ar': 'لوك دي يونغ', 'bn': 'লুক ডি জং', 'hi': 'लूक डे जोंग'}, 'shortNameTranslation': {'ar': 'ل. دي يونغ', 'bn': 'এল. ডি জং', 'hi': 'एल. डे'}}",60.272222222222,45.286111111111,36,PSV Eindhoven,1741118400_psv_eindhoven_vs_arsenal
Adamo Nagalo,Adamo Nagalo,,adamo-nagalo,A. Nagalo,D,39,3941,M,,1108094,"{'nameTranslation': {'ar': 'أدامو ناغالو', 'bn': 'আদামো নাগালো', 'hi': 'एडमो नागालो'}, 'shortNameTranslation': {'ar': 'أ. ناغالو', 'bn': 'এ. নাগালো', 'hi': 'ए. नागालो'}}",35.625806451613,38.364516129032,31,PSV Eindhoven,1741118400_psv_eindhoven_vs_arsenal
Ismael Saibari,Ismael,Saibari,ismael-saibari,I. Saibari,M,34,24424,M,ismaelsaibari,1063767,"{'nameTranslation': {'ar': 'إسماعيل صيباري', 'bn': 'ইসমাইল সাইবাড়ি', 'hi': 'इस्माइल सैबारी'}, 'shortNameTranslation': {'ar': 'إ. صيباري', 'bn': 'আই. সাইবাড়ি', 'hi': 'आई. सैबारी'}}",50.028571428571,66.457142857143,49,PSV Eindhoven,1741118400_psv_eindhoven_vs_arsenal
Guus Til,Guus,Til,guus-til,G. Til,M,20,2254,M,,845798,"{'nameTranslation': {'ar': 'غوس تيل', 'bn': 'গাস টিল', 'hi': 'गुस टिल'}, 'shortNameTranslation': {'ar': 'غ. تيل', 'bn': 'জি. টিল', 'hi': 'जी. टिल'}}",52.523255813953,35.058139534884,43,PSV Eindhoven,1741118400_psv_eindhoven_vs_arsenal
