name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Warren Zaïre-Emery,,,warren-zaire-emery,W. Zaïre-Emery,M,33,18568,M,wzairemery6,1142672,"{'nameTranslation': {'ar': 'وارن زائير إيمري', 'bn': 'ওয়ারেন জায়ার-এমেরি', 'hi': 'वॉरेन ज़ैरे-एमरी'}, 'shortNameTranslation': {'ar': 'و. زير إيمري', 'bn': 'ডব্লিউ. জাইরে-এমেরি', 'hi': 'डब्लू. ज़ैरे-एमरी'}}",50.48,51.893333333333,15,Paris Saint-Germain,1741204800_paris_saint_germain_vs_liverpool_fc
Désiré Doué,Désiré Doué,,desire-doue,D. Doué,F,14,103643,M,DD14,1154605,"{'nameTranslation': {'ar': 'ديزيري دويه', 'bn': 'ডিজায়ার ডুয়ে', 'hi': 'डेसिरे डौए'}, 'shortNameTranslation': {'ar': 'ديزيري دويه', 'bn': 'ডি. ডুয়ে', 'hi': 'डी. डौए'}}",76.954166666667,59.3375,24,Paris Saint-Germain,1741204800_paris_saint_germain_vs_liverpool_fc
Gonçalo Ramos,Goncalo,Ramos,goncalo-ramos,G. Ramos,F,9,25279,M,goncaloramos88,934510,"{'nameTranslation': {'ar': 'غونسالو راموس', 'bn': 'গনসালো রামোস', 'hi': 'गोंसालो रामोस'}, 'shortNameTranslation': {'ar': 'غ. راموس', 'bn': 'জি. রামোস', 'hi': 'जी. रामोस'}}",42.075,28.075,4,Paris Saint-Germain,1741204800_paris_saint_germain_vs_liverpool_fc
Marquinhos,Marcos,Marquinhos,marquinhos,Marquinhos,D,5,39545,M,marquinhosm5,155995,"{'nameTranslation': {'ar': 'ماركينيوس', 'bn': 'মারকুইনহোস', 'hi': 'मार्क्विन्होस'}, 'shortNameTranslation': {'ar': 'ماركينيوس', 'bn': 'মারকুইনহোস', 'hi': 'मार्क्विन्होस'}}",42.977678571429,26.842857142857,112,Paris Saint-Germain,1741204800_paris_saint_germain_vs_liverpool_fc
Achraf Hakimi,Achraf,Hakimi,achraf-hakimi,A. Hakimi,D,2,141997,M,AHakimi,814594,"{'nameTranslation': {'ar': 'أشرف حكيمي', 'bn': 'হাকিমি, আছরাফ', 'hi': 'हकीमी, अशरफ'}, 'shortNameTranslation': {'ar': 'أ. حكيمي', 'bn': 'এ. হাকিমি', 'hi': 'ए. अशरफ'}}",62.440178571429,16.774107142857,112,Paris Saint-Germain,1741204800_paris_saint_germain_vs_liverpool_fc
Gianluigi Donnarumma,,,gianluigi-donnarumma,G. Donnarumma,G,25,72812,M,donnarumma,824509,"{'nameTranslation': {'ar': 'جيانلويجي دوناروما', 'bn': 'জিয়ানলুইগি ডোনারুম্মা', 'hi': 'जियानलुइगी डोनारुम्मा'}, 'shortNameTranslation': {'ar': 'ج. دوناروما', 'bn': 'জি. ডোনারুম্মা', 'hi': 'जी. डोनारुम्मा'}}",9.65,51.115625,32,Paris Saint-Germain,1741204800_paris_saint_germain_vs_liverpool_fc
Vitinha,Vitor,Vitinha,vitinha,Vitinha,M,17,63534,M,vitinha,902029,"{'nameTranslation': {'ar': 'فيتينيا', 'bn': 'বিতিনহা', 'hi': 'वितिन्हा'}, 'shortNameTranslation': {'ar': 'فيتينيا', 'bn': 'বিতিনহা', 'hi': 'वितिन्हा'}}",54.537142857143,49.846428571429,140,Paris Saint-Germain,1741204800_paris_saint_germain_vs_liverpool_fc
Nuno Mendes,,,nuno-mendes,N. Mendes,D,25,43820,M,nunomendes_5,989768,"{'nameTranslation': {'ar': 'نونو مينديش', 'bn': 'নুনো মেন্ডেস', 'hi': 'नूनो मेंडेस'}, 'shortNameTranslation': {'ar': 'ن. مينديش', 'bn': 'এন. মেন্ডেস', 'hi': 'एन. मेंडेस'}}",50.628571428571,81.210476190476,105,Paris Saint-Germain,1741204800_paris_saint_germain_vs_liverpool_fc
Bradley Barcola,,,barcola-bradley,B. Barcola,F,29,41386,M,bradley_b,996952,"{'nameTranslation': {'ar': 'برادلي باركولا', 'bn': 'বারকোলা, ব্র্যাডলি', 'hi': 'बारकोला, ब्रैडली'}, 'shortNameTranslation': {'ar': 'ب. باركولا', 'bn': 'বি. বারকোলা', 'hi': 'बी. बारकोला'}}",68.304081632653,72.485714285714,49,Paris Saint-Germain,1741204800_paris_saint_germain_vs_liverpool_fc
Fabián Ruiz,Fabian,Ruiz,fabian-ruiz,F. Ruiz,M,8,23485,M,fabianruiz52,784655,"{'nameTranslation': {'ar': 'فابيان رويز', 'bn': 'ফ্যাবিয়ান রুইজ', 'hi': 'फ़ेबियान रुइज़'}, 'shortNameTranslation': {'ar': 'ف. رويز', 'bn': 'এফ. রুইজ', 'hi': 'एफ. रुइज़'}}",57.125,51.205,60,Paris Saint-Germain,1741204800_paris_saint_germain_vs_liverpool_fc
