season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2022-2023,727,R. Nelson,Arsenal,Missing Fixture,Injury,2022-08-13,,182
2022-2023,3246,N. Pepe,Arsenal,Missing Fixture,Inactive,2022-08-20,,0
2022-2023,727,R. Nelson,Arsenal,Missing Fixture,Injury,2022-08-20,,182
2022-2023,641,O. Zinchenko,Arsenal,Missing Fixture,Knee Injury,2022-08-27,,273
2022-2023,727,R. Nelson,Arsenal,Missing Fixture,Injury,2022-08-27,,182
2022-2023,49,T. Partey,Arsenal,Missing Fixture,Thigh Injury,2022-08-27,,12
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-08-31,,269
2022-2023,727,R. Nelson,Arsenal,Missing Fixture,Thigh Injury,2022-08-31,,182
2022-2023,49,T. Partey,Arsenal,Missing Fixture,Thigh Injury,2022-08-31,,12
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-09-04,,269
2022-2023,727,R. Nelson,Arsenal,Missing Fixture,Thigh Injury,2022-09-04,,182
2022-2023,49,T. Partey,Arsenal,Missing Fixture,Thigh Injury,2022-09-04,,12
2022-2023,190,Cedric,Arsenal,Missing Fixture,Injury,2022-09-08,,0
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Muscle Injury,2022-09-08,,155
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-09-08,,269
2022-2023,727,R. Nelson,Arsenal,Missing Fixture,Thigh Injury,2022-09-08,,182
2022-2023,49,T. Partey,Arsenal,Missing Fixture,Thigh Injury,2022-09-08,,12
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Muscle Injury,2022-09-18,,155
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-09-18,,269
2022-2023,37127,M. Odegaard,Arsenal,Missing Fixture,Injury,2022-09-18,,0
2022-2023,641,O. Zinchenko,Arsenal,Missing Fixture,Muscle Injury,2022-09-18,,273
2022-2023,727,R. Nelson,Arsenal,Missing Fixture,Thigh Injury,2022-09-18,,182
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-10-01,,155
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-10-01,,269
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-10-06,,155
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-10-06,,269
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-10-09,,155
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-10-09,,269
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-10-13,,155
2022-2023,643,G. Jesus,Arsenal,Missing Fixture,Rest,2022-10-13,,141
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-10-13,,269
2022-2023,641,O. Zinchenko,Arsenal,Missing Fixture,Muscle Injury,2022-10-13,,273
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-10-16,,155
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-10-16,,269
2022-2023,641,O. Zinchenko,Arsenal,Missing Fixture,Muscle Injury,2022-10-16,,273
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-10-20,,155
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-10-20,,269
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-10-23,,155
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-10-23,,269
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-10-27,,155
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-10-27,,269
2022-2023,311520,Marquinhos,Arsenal,Missing Fixture,Illness,2022-10-27,,0
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-10-30,,155
2022-2023,1452,M. Elneny,Arsenal,Missing Fixture,Thigh Injury,2022-10-30,,269
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-11-03,,155
2022-2023,1464,G. Xhaka,Arsenal,Missing Fixture,Yellow Cards,2022-11-03,,168
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-11-06,,155
2022-2023,1161,E. Smith Rowe,Arsenal,Missing Fixture,Groin Injury,2022-11-12,,155
2022-2023,2597,T. Tomiyasu,Arsenal,Missing Fixture,Injury,2022-11-12,,196
2022-2023,643,G. Jesus,Arsenal,Missing Fixture,Knee Injury,2022-12-26,,141
