season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,2855,E. Krafth,Newcastle,Missing Fixture,Knee Injury,2023-08-12,,42
2023-2024,18896,J. Manquillo,Newcastle,Missing Fixture,Muscle Injury,2023-08-12,,154
2023-2024,1463,J. Willock,Newcastle,Missing Fixture,Muscle Injury,2023-08-12,,280
2023-2024,2855,E. Krafth,Newcastle,Missing Fixture,Knee Injury,2023-08-19,,42
2023-2024,18896,J. Manquillo,Newcastle,Missing Fixture,Muscle Injury,2023-08-19,,154
2023-2024,1463,J. Willock,Newcastle,Missing Fixture,Muscle Injury,2023-08-19,,280
2023-2024,2855,E. Krafth,Newcastle,Missing Fixture,Knee Injury,2023-08-27,,42
2023-2024,18896,J. Manquillo,Newcastle,Missing Fixture,Muscle Injury,2023-08-27,,154
2023-2024,1463,J. Willock,Newcastle,Missing Fixture,Muscle Injury,2023-08-27,,280
2023-2024,2855,E. Krafth,Newcastle,Missing Fixture,Knee Injury,2023-09-02,,42
2023-2024,1463,J. Willock,Newcastle,Missing Fixture,Muscle Injury,2023-09-02,,280
2023-2024,2855,E. Krafth,Newcastle,Missing Fixture,Knee Injury,2023-09-16,,42
2023-2024,1463,J. Willock,Newcastle,Missing Fixture,Muscle Injury,2023-09-16,,280
2023-2024,2855,E. Krafth,Newcastle,Missing Fixture,Knee Injury,2023-09-19,,42
2023-2024,1463,J. Willock,Newcastle,Missing Fixture,Muscle Injury,2023-09-19,,280
2023-2024,2855,E. Krafth,Newcastle,Missing Fixture,Knee Injury,2023-09-24,,42
2023-2024,1463,J. Willock,Newcastle,Missing Fixture,Muscle Injury,2023-09-24,,280
2023-2024,723,Joelinton,Newcastle,Missing Fixture,Knee Injury,2023-09-24,,215
2023-2024,18778,H. Barnes,Newcastle,Missing Fixture,Ankle Injury,2023-09-30,,105
2023-2024,1463,J. Willock,Newcastle,Missing Fixture,Muscle Injury,2023-09-30,,280
2023-2024,18778,H. Barnes,Newcastle,Missing Fixture,Ankle Injury,2023-10-04,,105
2023-2024,1463,J. Willock,Newcastle,Missing Fixture,Muscle Injury,2023-10-04,,280
2023-2024,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2023-10-04,,227
2023-2024,138787,A. Gordon,Newcastle,Missing Fixture,Yellow Cards,2023-10-08,,177
2023-2024,18778,H. Barnes,Newcastle,Missing Fixture,Ankle Injury,2023-10-08,,105
2023-2024,1463,J. Willock,Newcastle,Missing Fixture,Muscle Injury,2023-10-08,,280
2023-2024,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2023-10-08,,227
2023-2024,18778,H. Barnes,Newcastle,Missing Fixture,Ankle Injury,2023-10-21,,105
2023-2024,328105,L. Miley,Newcastle,Missing Fixture,Illness,2023-10-21,,211
2023-2024,18778,H. Barnes,Newcastle,Missing Fixture,Ankle Injury,2023-10-25,,105
2023-2024,328105,L. Miley,Newcastle,Missing Fixture,Illness,2023-10-25,,211
2023-2024,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2023-10-25,,227
2023-2024,2864,A. Isak,Newcastle,Missing Fixture,Groin Injury,2023-10-28,,105
2023-2024,138908,E. Anderson,Newcastle,Missing Fixture,Back Injury,2023-10-28,,119
2023-2024,18778,H. Barnes,Newcastle,Missing Fixture,Ankle Injury,2023-10-28,,105
2023-2024,19163,J. Murphy,Newcastle,Missing Fixture,Shoulder Injury,2023-10-28,,65
2023-2024,328105,L. Miley,Newcastle,Missing Fixture,Illness,2023-10-28,,211
2023-2024,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2023-10-28,,227
2023-2024,31146,S. Tonali,Newcastle,Missing Fixture,Suspended,2023-10-28,,203
