season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,293,C. Jones,Liverpool,Missing Fixture,Ankle Injury,2023-08-19,,208
2023-2024,507,Thiago,Liverpool,Missing Fixture,Hip Injury,2023-08-19,,268
2023-2024,293,C. Jones,Liverpool,Missing Fixture,Ankle Injury,2023-08-27,,208
2023-2024,507,Thiago,Liverpool,Missing Fixture,Hip Injury,2023-08-27,,268
2023-2024,290,V. van Dijk,Liverpool,Missing Fixture,Red Card,2023-09-03,,102
2023-2024,507,Thiago,Liverpool,Missing Fixture,Hip Injury,2023-09-16,,268
2023-2024,290,V. van Dijk,Liverpool,Missing Fixture,Red Card,2023-09-16,,102
2023-2024,283,T. Alexander-Arnold,Liverpool,Missing Fixture,Muscle Injury,2023-09-21,,198
2023-2024,507,Thiago,Liverpool,Missing Fixture,Hip Injury,2023-09-21,,268
2023-2024,507,Thiago,Liverpool,Missing Fixture,Hip Injury,2023-09-24,,268
2023-2024,310187,S. Bajcetic,Liverpool,Missing Fixture,Calf Injury,2023-09-30,,189
2023-2024,507,Thiago,Liverpool,Missing Fixture,Hip Injury,2023-09-30,,268
2023-2024,247,C. Gakpo,Liverpool,Missing Fixture,Knee Injury,2023-10-05,,202
2023-2024,281,C. Kelleher,Liverpool,Missing Fixture,Injury,2023-10-05,,2
2023-2024,310187,S. Bajcetic,Liverpool,Missing Fixture,Calf Injury,2023-10-05,,189
2023-2024,507,Thiago,Liverpool,Missing Fixture,Hip Injury,2023-10-05,,268
2023-2024,293,C. Jones,Liverpool,Missing Fixture,Red Card,2023-10-08,,208
2023-2024,281,C. Kelleher,Liverpool,Missing Fixture,Injury,2023-10-08,,2
2023-2024,2678,Diogo Jota,Liverpool,Missing Fixture,Red Card,2023-10-08,,210
2023-2024,310187,S. Bajcetic,Liverpool,Missing Fixture,Calf Injury,2023-10-08,,189
2023-2024,507,Thiago,Liverpool,Missing Fixture,Hip Injury,2023-10-08,,268
2023-2024,289,A. Robertson,Liverpool,Missing Fixture,Shoulder Injury,2023-10-21,,92
2023-2024,293,C. Jones,Liverpool,Missing Fixture,Red Card,2023-10-21,,208
2023-2024,310187,S. Bajcetic,Liverpool,Missing Fixture,Calf Injury,2023-10-21,,189
2023-2024,507,Thiago,Liverpool,Missing Fixture,Hip Injury,2023-10-21,,268
2023-2024,289,A. Robertson,Liverpool,Missing Fixture,Shoulder Injury,2023-10-26,,92
