Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Stefan Ortega,deGER,GK,30,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kyle Walker,engENG,"DF,MF",33,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Bernardo Silva,ptPOR,MF,28,5,5,436,4.8,3,1,4,3,0,0,0,0,0.62,0.21,0.83,0.62,0.83,Matches
Phil Foden,engENG,MF,23,5,5,435,4.8,2,1,3,2,0,0,1,0,0.41,0.21,0.62,0.41,0.62,Matches
Mateo Kovačić,hrCRO,MF,29,5,5,389,4.3,1,1,2,1,0,0,1,0,0.23,0.23,0.46,0.23,0.46,Matches
Joško Gvardiol,hrCRO,DF,21,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rodri,esESP,"MF,DF",27,4,4,360,4.0,0,1,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches
Manuel Akanji,chSUI,"DF,MF",28,5,4,332,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nathan Aké,nlNED,DF,28,4,4,301,3.3,1,0,1,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Matches
Rúben Dias,ptPOR,DF,26,4,3,315,3.5,0,1,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches
Kevin De Bruyne,beBEL,MF,32,5,3,295,3.3,0,5,5,0,0,0,1,0,0.00,1.53,1.53,0.00,1.53,Matches
Julián Álvarez,arARG,"FW,MF",23,6,3,260,2.9,1,1,2,1,0,0,2,0,0.35,0.35,0.69,0.35,0.69,Matches
Erling Haaland,noNOR,FW,23,3,3,252,2.8,5,0,5,5,0,0,0,0,1.79,0.00,1.79,1.79,1.79,Matches
John Stones,engENG,DF,29,3,3,211,2.3,0,1,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,Matches
Jack Grealish,engENG,"MF,FW",27,3,3,158,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Oscar Bobb,noNOR,MF,20,5,2,185,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jeremy Doku,beBEL,MF,21,6,1,259,2.9,2,0,2,2,0,0,1,0,0.69,0.00,0.69,0.69,0.69,Matches
Matheus Nunes,ptPOR,MF,24,2,1,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Sergio Gómez,esESP,DF,22,2,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rico Lewis,engENG,MF,18,2,1,104,1.2,0,1,1,0,0,0,0,0,0.00,0.87,0.87,0.00,0.87,Matches
Jacob Wright,engENG,MF,17,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Micah Hamilton,engENG,"FW,MF",19,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Scott Carson,engENG,GK,37,0,0,,,,,,,,,,,,,,,,Matches
Ederson,brBRA,GK,29,0,0,,,,,,,,,,,,,,,,Matches
Mahamadou Susoho,esESP,MF,18,0,0,,,,,,,,,,,,,,,,Matches
