Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Rodri,esESP,"MF,DF",27,34,34,"2,931",32.6,8,9,17,8,0,0,8,1,0.25,0.28,0.52,0.25,0.52,Matches
Phil Foden,engENG,MF,23,35,33,"2,857",31.7,19,8,27,19,0,0,2,0,0.60,0.25,0.85,0.60,0.85,Matches
Ederson,brBRA,GK,29,33,33,"2,785",30.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Julián Álvarez,arARG,"MF,FW",23,36,31,"2,647",29.4,11,8,19,9,2,2,2,0,0.37,0.27,0.65,0.31,0.58,Matches
Kyle Walker,engENG,"DF,MF",33,32,30,"2,767",30.7,0,4,4,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches
Bernardo Silva,ptPOR,MF,28,33,29,"2,578",28.6,6,9,15,6,0,0,8,0,0.21,0.31,0.52,0.21,0.52,Matches
Erling Haaland,noNOR,"FW,MF",23,31,29,"2,552",28.4,27,5,32,20,7,8,1,0,0.95,0.18,1.13,0.71,0.88,Matches
Rúben Dias,ptPOR,"DF,MF",26,30,28,"2,559",28.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Manuel Akanji,chSUI,"DF,MF",28,30,28,"2,511",27.9,2,0,2,2,0,0,4,1,0.07,0.00,0.07,0.07,0.07,Matches
Joško Gvardiol,hrCRO,DF,21,28,26,"2,328",25.9,4,1,5,4,0,0,3,0,0.15,0.04,0.19,0.15,0.19,Matches
Nathan Aké,nlNED,DF,28,29,24,"2,042",22.7,2,2,4,2,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches
Jeremy Doku,beBEL,"MF,FW",21,29,18,"1,595",17.7,3,8,11,3,0,0,3,0,0.17,0.45,0.62,0.17,0.62,Matches
Mateo Kovačić,hrCRO,MF,29,30,16,"1,551",17.2,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
Kevin De Bruyne,beBEL,MF,32,18,15,"1,221",13.6,4,10,14,4,0,0,2,0,0.29,0.74,1.03,0.29,1.03,Matches
John Stones,engENG,DF,29,16,12,"1,064",11.8,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
Jack Grealish,engENG,"MF,FW",27,20,10,"1,009",11.2,3,1,4,3,0,0,6,0,0.27,0.09,0.36,0.27,0.36,Matches
Rico Lewis,engENG,"DF,MF",18,16,8,809,9.0,2,0,2,2,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches
Matheus Nunes,ptPOR,"MF,FW",24,17,7,661,7.3,0,2,2,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,Matches
Stefan Ortega,deGER,GK,30,9,5,635,7.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Oscar Bobb,noNOR,MF,20,14,2,302,3.4,1,1,2,1,0,0,0,0,0.30,0.30,0.60,0.30,0.60,Matches
Kalvin Phillips,engENG,"DF,MF",27,4,0,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Sergio Gómez,esESP,"DF,MF",22,6,0,53,0.6,0,1,1,0,0,0,0,0,0.00,1.70,1.70,0.00,1.70,Matches
Aymeric Laporte,esESP,DF,29,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Cole Palmer,engENG,"FW,MF",21,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
James Mcatee,engENG,MF,20,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Scott Carson,engENG,GK,37,0,0,,,,,,,,,,,,,,,,Matches
Micah Hamilton,engENG,"FW,MF",19,0,0,,,,,,,,,,,,,,,,Matches
Máximo Perrone,arARG,MF,20,0,0,,,,,,,,,,,,,,,,Matches
Mahamadou Susoho,esESP,MF,18,0,0,,,,,,,,,,,,,,,,Matches
Jacob Wright,engENG,MF,17,0,0,,,,,,,,,,,,,,,,Matches
