team,appearances,minutesPlayed,goals,assists,keyPasses,bigChancesCreated,successfulDribbles,accurateCrosses,shotsOnTarget,totalShots,rating
Paris Saint-Germain,8,589,0,0,3,0,8,1,3,5,6.78
Club Brugge KV,8,704,0,0,5,1,1,1,0,4,6.78
Eintracht Frankfurt,7,513,1,0,8,2,9,3,4,11,6.77
FC Bayern München,9,537,0,2,14,2,24,0,5,10,6.77
Juventus,6,431,0,1,12,0,2,9,2,6,6.77
FC Bayern München,6,255,0,0,5,1,1,1,2,4,6.77
Paris Saint-Germain,3,91,0,0,1,0,1,1,1,3,6.77
Celtic,3,218,0,0,3,0,1,0,0,2,6.77
Club Brugge KV,8,645,0,1,3,3,0,3,1,8,6.76
Shakhtar Donetsk,5,370,2,0,2,0,2,0,3,8,6.76
Inter,5,146,0,0,2,2,1,2,1,1,6.76
RB Leipzig,8,402,1,0,4,0,3,0,4,6,6.75
GNK Dinamo Zagreb,6,476,0,0,3,0,1,0,2,6,6.75
Maccabi Haifa,6,400,0,0,9,1,7,0,2,11,6.75
Celtic,6,454,0,0,7,0,3,1,2,6,6.75
Olympique de Marseille,2,78,0,0,1,0,1,1,0,2,6.75
Olympique de Marseille,3,39,0,0,0,0,0,0,0,0,6.75
Juventus,5,360,2,0,0,0,2,0,2,4,6.74
Red Bull Salzburg,5,400,0,0,7,1,6,1,4,14,6.74
Liverpool FC,8,631,0,0,5,0,2,0,0,0,6.74
Celtic,6,540,0,0,6,2,4,8,1,2,6.73
FC København,3,189,0,0,1,0,2,0,0,1,6.73
Sevilla,6,259,0,0,1,1,1,0,0,0,6.72
Chelsea,8,298,0,0,6,1,3,5,3,9,6.71
Milan,8,161,1,0,2,0,1,0,2,7,6.7
Bayer 04 Leverkusen,5,124,0,1,3,1,1,0,0,3,6.7
Club Brugge KV,4,107,0,0,1,0,0,1,0,1,6.7
Sporting CP,2,87,0,0,0,0,1,0,1,2,6.7
Benfica,4,40,0,0,0,0,3,0,1,1,6.7
Eintracht Frankfurt,1,11,0,0,0,0,0,0,1,1,6.7
FC Viktoria Plzeň,3,34,0,0,1,0,0,1,0,1,6.7
Red Bull Salzburg,6,315,0,0,1,0,1,0,0,1,6.7
FC Barcelona,1,23,0,0,0,0,0,0,0,0,6.7
Sporting CP,1,29,0,0,0,0,0,0,0,0,6.7
FC Barcelona,1,12,0,0,0,0,0,0,0,0,6.7
Sporting CP,1,17,0,0,1,0,0,1,0,0,6.7
Celtic,1,8,0,0,0,0,0,0,0,0,6.7
Bayer 04 Leverkusen,2,90,0,0,1,0,0,1,0,0,6.7
Shakhtar Donetsk,6,534,0,0,2,0,0,0,0,0,6.7
Milan,11,823,1,0,0,0,4,0,2,5,6.69
Real Madrid,11,720,0,1,6,1,7,0,1,4,6.69
Paris Saint-Germain,7,247,0,0,2,1,5,0,0,5,6.69
Eintracht Frankfurt,6,299,0,1,4,1,0,0,1,3,6.68
Real Madrid,5,204,0,1,4,1,2,3,0,0,6.68
Chelsea,8,611,3,2,7,1,13,4,7,12,6.68
Rangers,4,235,0,0,3,1,2,2,1,7,6.68
Red Bull Salzburg,4,119,0,0,2,0,1,2,2,4,6.68
Eintracht Frankfurt,7,523,0,2,6,1,4,3,0,4,6.67
Liverpool FC,8,240,0,0,1,0,3,1,0,1,6.67
AFC Ajax,6,421,0,1,3,2,4,0,3,7,6.67
FC København,6,450,0,0,4,0,2,0,4,7,6.67
Club Brugge KV,7,569,0,0,2,0,3,0,0,7,6.66
Benfica,3,27,0,1,1,0,0,0,0,0,6.65
Chelsea,2,165,0,0,3,0,1,1,0,2,6.65
Sevilla,4,229,0,0,2,0,0,0,0,3,6.65
Inter,6,119,0,0,1,1,1,1,1,1,6.65
Benfica,2,41,0,0,1,0,2,0,0,1,6.65
Paris Saint-Germain,3,140,0,0,0,0,1,0,0,0,6.65
Manchester City,3,39,0,0,0,0,0,0,0,0,6.65
RB Leipzig,5,276,0,0,2,0,1,0,0,0,6.64
Maccabi Haifa,3,210,0,1,3,1,3,2,0,1,6.63
Sevilla,6,238,0,0,3,0,1,1,4,7,6.63
SSC Napoli,3,57,0,0,1,0,0,0,2,2,6.63
Liverpool FC,4,118,0,0,0,0,1,0,1,2,6.63
FC Porto,3,71,0,0,1,0,0,1,0,1,6.63
GNK Dinamo Zagreb,3,37,0,0,0,0,0,0,0,1,6.63
Shakhtar Donetsk,6,487,0,0,5,0,1,0,0,0,6.63
Chelsea,4,153,0,0,2,0,4,1,5,12,6.63
SSC Napoli,10,289,0,0,4,0,2,1,1,4,6.62
AFC Ajax,4,288,0,0,2,0,0,0,1,2,6.6
Sevilla,6,495,0,0,2,0,0,0,0,2,6.6
Shakhtar Donetsk,1,13,0,0,0,0,1,0,0,1,6.6
Club Brugge KV,1,10,0,0,0,0,0,0,0,0,6.6
Club Brugge KV,1,16,0,0,0,0,0,0,0,0,6.6
Tottenham Hotspur,3,94,0,0,0,0,0,0,0,0,6.6
Paris Saint-Germain,3,82,0,0,2,0,2,0,0,0,6.6
Milan,10,608,1,1,5,2,17,2,4,11,6.58
FC Viktoria Plzeň,5,434,0,1,3,1,4,3,1,9,6.58
Rangers,5,250,0,0,1,0,0,0,0,0,6.58
GNK Dinamo Zagreb,5,72,0,0,2,0,0,0,0,0,6.58
Borussia Dortmund,4,179,0,0,1,0,2,1,2,5,6.58
FC Viktoria Plzeň,6,261,0,0,5,0,0,0,1,4,6.57
Sporting CP,3,119,0,0,0,0,0,0,1,3,6.57
Sevilla,5,276,0,0,5,1,2,0,2,3,6.56
Rangers,4,192,0,1,3,0,1,0,0,0,6.55
Tottenham Hotspur,4,200,0,0,4,0,2,2,0,3,6.55
Liverpool FC,2,100,0,0,1,0,0,0,0,3,6.55
FC Viktoria Plzeň,4,181,0,0,0,0,3,0,1,3,6.55
SSC Napoli,3,28,0,0,0,0,1,0,0,0,6.55
Club Brugge KV,4,48,0,0,1,0,1,0,0,0,6.55
FC Barcelona,3,95,1,0,1,0,0,0,1,1,6.53
Olympique de Marseille,3,122,0,0,0,0,0,1,0,0,6.53
Celtic,3,87,0,0,2,1,1,1,0,0,6.53
Eintracht Frankfurt,5,228,0,0,3,0,0,2,1,2,6.53
Sporting CP,5,334,0,1,1,0,0,0,0,2,6.52
Rangers,4,268,1,0,1,0,0,0,3,5,6.5
GNK Dinamo Zagreb,6,540,1,0,2,0,7,1,1,6,6.5
GNK Dinamo Zagreb,6,527,0,0,4,0,8,1,4,8,6.5
Celtic,5,152,0,0,2,0,0,1,0,1,6.5
Shakhtar Donetsk,6,188,0,0,2,0,0,1,0,3,6.5
Eintracht Frankfurt,8,619,0,0,1,0,2,0,0,2,6.5
Benfica,3,33,0,0,0,0,1,0,0,1,6.5
FC Bayern München,2,34,0,0,1,0,1,0,0,1,6.5
AFC Ajax,2,20,0,0,0,0,0,0,1,1,6.5
Borussia Dortmund,1,17,0,0,0,0,0,0,0,0,6.5
Maccabi Haifa,1,11,0,0,0,0,1,0,0,0,6.5
FC Porto,2,12,0,0,0,0,0,0,0,0,6.5
Shakhtar Donetsk,5,86,0,0,0,0,0,0,0,0,6.5
Celtic,5,227,0,0,4,1,1,1,1,5,6.48
Olympique de Marseille,4,108,0,0,0,0,0,0,0,1,6.48
Inter,3,118,0,0,1,0,1,1,0,0,6.47
Celtic,5,101,0,0,0,0,0,0,1,3,6.46
AFC Ajax,5,209,1,0,2,0,0,0,1,1,6.44
Milan,7,245,0,0,4,1,3,3,0,6,6.44
Rangers,5,246,0,0,1,0,5,0,0,2,6.42
Maccabi Haifa,5,361,0,0,1,0,2,0,0,0,6.42
FC Viktoria Plzeň,6,424,0,0,3,1,2,3,0,1,6.42
Sporting CP,5,364,0,1,5,0,2,2,3,3,6.4
Shakhtar Donetsk,1,16,0,0,0,0,0,1,0,1,6.4
Liverpool FC,1,13,0,0,0,0,0,0,0,1,6.4
Shakhtar Donetsk,1,9,0,0,0,0,0,0,0,0,6.4
AFC Ajax,5,62,0,0,1,0,0,1,0,0,6.38
FC København,3,269,0,0,0,0,3,0,0,2,6.37
Eintracht Frankfurt,6,247,0,0,0,0,1,0,0,2,6.36
FC Viktoria Plzeň,5,364,0,0,7,2,4,3,0,3,6.36
Rangers,4,134,0,0,1,0,1,0,0,0,6.33
FC Viktoria Plzeň,2,150,1,0,1,0,1,0,1,3,6.3
Rangers,1,11,0,0,0,0,0,0,0,0,6.3
Borussia Dortmund,2,37,0,0,0,0,0,0,0,0,6.3
Maccabi Haifa,2,21,0,0,0,0,0,0,0,0,6.3
Rangers,6,510,0,0,3,0,12,4,1,7,6.28
Juventus,5,217,0,0,0,0,2,0,0,4,6.26
Club Brugge KV,6,523,0,1,2,1,9,1,1,8,6.23
Maccabi Haifa,4,59,0,0,0,0,0,0,0,0,6.23
Rangers,4,325,0,0,0,0,0,0,0,1,6.2
Inter,1,14,0,0,0,0,0,0,0,0,6.2
Club Brugge KV,1,11,0,0,0,0,0,0,0,0,6.2
Rangers,5,450,0,0,1,0,2,0,0,1,6.14
Atlético Madrid,1,11,0,0,0,0,1,0,0,0,6.1
FC Viktoria Plzeň,2,84,0,0,0,0,0,0,0,2,6.0
Rangers,4,125,0,0,2,1,1,0,0,0,5.9
FC Viktoria Plzeň,1,2,0,0,0,0,0,0,0,2,0.0
Juventus,1,2,0,0,0,0,0,0,0,0,0.0
Juventus,1,2,0,0,0,0,0,0,0,0,0.0
FC Barcelona,5,442,5,0,7,3,3,2,11,24,7.98
Paris Saint-Germain,7,615,4,4,19,4,14,5,9,23,7.93
Benfica,1,8,1,0,2,0,0,0,1,1,7.8
FC Porto,7,613,5,2,14,6,3,1,12,24,7.66
Red Bull Salzburg,1,65,0,1,2,1,1,0,2,4,7.6
Paris Saint-Germain,8,651,7,3,8,2,17,5,15,26,7.53
Paris Saint-Germain,6,539,2,2,16,3,14,3,6,18,7.45
Manchester City,11,845,12,1,7,2,12,0,26,41,7.41
SSC Napoli,7,260,4,3,6,2,0,3,5,10,7.4
Celtic,4,285,2,0,9,0,11,7,8,12,7.4
Juventus,1,20,0,1,2,1,0,2,0,0,7.4
SSC Napoli,6,423,5,0,3,2,5,1,8,16,7.35
FC Barcelona,6,415,1,2,12,3,12,11,5,10,7.35
AFC Ajax,6,468,2,2,6,1,1,7,3,13,7.27
Real Madrid,12,825,5,2,13,3,14,1,12,25,7.26
Atlético Madrid,6,405,1,1,9,1,4,4,11,21,7.23
FC Bayern München,7,441,4,0,5,0,5,0,8,15,7.23
FC Barcelona,5,184,3,1,3,1,4,0,3,7,7.18
Real Madrid,10,747,4,1,18,1,7,0,19,35,7.16
Olympique de Marseille,5,419,2,0,6,2,1,1,6,16,7.14
Tottenham Hotspur,8,624,2,0,11,2,7,5,8,15,7.13
Real Madrid,12,975,7,5,18,4,47,2,21,38,7.11
FC Viktoria Plzeň,1,45,1,0,0,0,0,0,1,1,7.1
SSC Napoli,7,276,4,0,4,1,1,1,9,15,7.07
Manchester City,10,477,3,2,9,2,3,3,7,14,7.07
Borussia Dortmund,7,477,1,1,8,2,10,5,3,12,7.07
RB Leipzig,8,534,3,1,6,1,6,1,7,15,7.06
Inter,13,831,4,1,9,2,11,0,11,23,7.05
Maccabi Haifa,6,309,2,1,10,1,3,6,7,14,7.05
SSC Napoli,9,699,2,4,17,3,35,4,16,38,7.04
RB Leipzig,7,562,3,1,11,3,8,1,8,15,7.04
Milan,11,913,1,3,17,5,39,6,3,19,7.03
Chelsea,10,619,2,0,12,3,12,1,8,25,7.02
Sporting CP,6,357,2,2,6,2,10,2,5,7,7.02
Maccabi Haifa,6,540,2,1,10,2,4,4,5,20,7.02
Benfica,10,719,3,1,5,1,5,2,12,24,7.01
Inter,13,1002,3,3,18,2,10,1,8,27,7.0
Tottenham Hotspur,6,366,2,0,8,1,3,0,3,10,7.0
Milan,12,940,5,2,9,2,0,0,16,26,6.99
Club Brugge KV,8,514,2,2,4,2,8,0,7,11,6.99
Tottenham Hotspur,8,720,1,2,9,3,8,1,6,22,6.99
Club Brugge KV,4,292,0,0,3,0,19,3,2,3,6.98
Inter,8,181,3,1,6,2,5,0,7,12,6.96
Benfica,5,130,2,0,1,1,2,0,3,5,6.96
Sporting CP,5,235,1,2,2,1,1,0,1,2,6.96
Chelsea,6,408,2,2,6,0,0,0,8,15,6.95
Eintracht Frankfurt,5,69,1,0,3,0,2,1,2,2,6.95
Liverpool FC,6,263,0,4,12,1,2,1,3,7,6.95
SSC Napoli,9,464,1,1,8,3,11,4,4,12,6.94
Chelsea,9,444,0,1,12,1,5,8,4,14,6.94
Liverpool FC,8,401,4,0,1,0,3,1,14,22,6.93
Benfica,9,448,3,1,7,3,11,4,5,11,6.87
Juventus,5,339,2,0,6,1,1,0,5,8,6.84
AFC Ajax,3,28,1,0,0,0,0,0,1,1,6.83
Club Brugge KV,4,58,1,0,1,0,4,0,1,1,6.83
AFC Ajax,5,433,0,1,10,1,5,4,2,4,6.82
FC Porto,8,518,1,1,6,1,2,0,2,9,6.81
Sevilla,4,248,2,0,1,0,0,0,6,12,6.8
Red Bull Salzburg,6,204,1,1,2,0,1,3,3,5,6.8
Real Madrid,3,131,1,0,5,1,2,0,1,2,6.8
Juventus,1,16,0,0,1,0,0,0,0,1,6.8
Chelsea,9,470,0,0,6,0,15,3,8,20,6.79
RB Leipzig,8,504,2,1,8,2,4,0,6,13,6.79
Red Bull Salzburg,6,470,3,0,6,0,7,1,6,11,6.78
GNK Dinamo Zagreb,6,494,1,2,9,2,3,0,1,2,6.78
Olympique de Marseille,6,172,0,0,6,2,2,3,1,6,6.78
Shakhtar Donetsk,6,244,1,0,2,2,1,0,2,5,6.78
FC Viktoria Plzeň,6,364,2,0,2,0,0,0,4,11,6.77
Sevilla,3,155,1,0,0,0,0,0,3,8,6.77
Bayer 04 Leverkusen,6,275,0,1,6,1,1,0,5,5,6.76
FC Porto,8,689,0,0,9,2,12,5,2,5,6.75
FC København,2,108,0,0,1,1,0,0,0,1,6.75
Atlético Madrid,5,117,0,0,4,1,4,0,1,5,6.74
Atlético Madrid,6,303,1,1,5,0,8,4,6,13,6.73
Chelsea,9,638,3,1,7,1,4,2,4,8,6.71
Borussia Dortmund,6,379,2,0,7,2,10,1,3,11,6.7
GNK Dinamo Zagreb,6,163,0,0,1,1,6,2,2,4,6.7
AFC Ajax,5,116,0,0,2,2,0,1,0,0,6.7
Inter,9,305,1,2,5,2,8,0,3,5,6.69
Maccabi Haifa,6,485,0,2,8,1,1,0,2,5,6.68
Juventus,5,107,1,0,0,0,2,0,2,4,6.68
Celtic,6,244,1,0,4,1,1,0,3,10,6.67
Juventus,5,413,1,1,1,1,0,1,8,15,6.66
FC Porto,3,59,0,0,0,0,3,0,2,4,6.65
Borussia Dortmund,2,145,0,0,1,0,1,0,0,2,6.65
Borussia Dortmund,6,241,0,1,4,1,2,1,3,9,6.64
Maccabi Haifa,6,53,0,0,1,0,2,1,1,2,6.64
Olympique de Marseille,4,118,0,0,3,0,0,0,1,4,6.63
Milan,8,144,0,0,1,1,2,0,2,6,6.63
FC Bayern München,5,140,0,0,2,0,0,1,1,7,6.62
FC Viktoria Plzeň,6,462,1,1,7,1,5,4,3,10,6.62
Maccabi Haifa,6,237,1,0,1,0,7,0,1,10,6.62
Eintracht Frankfurt,6,294,0,1,3,0,8,0,2,7,6.62
Bayer 04 Leverkusen,5,448,0,0,2,0,4,0,4,16,6.6
Red Bull Salzburg,6,328,0,0,3,0,3,0,5,13,6.6
Juventus,3,46,0,0,1,0,3,0,1,2,6.6
Liverpool FC,4,123,0,0,3,0,2,0,0,4,6.6
GNK Dinamo Zagreb,1,21,0,0,1,0,0,0,0,1,6.6
Sporting CP,1,12,0,0,0,0,0,1,0,0,6.6
Bayer 04 Leverkusen,2,9,0,0,1,0,1,0,0,0,6.6
Milan,9,311,1,0,5,0,3,3,2,6,6.59
Eintracht Frankfurt,7,521,2,0,3,0,6,1,7,12,6.59
FC Porto,7,107,0,0,2,0,1,0,0,4,6.58
Sevilla,4,107,0,0,2,0,3,0,0,1,6.58
FC København,6,447,0,0,7,2,12,4,0,2,6.57
Borussia Dortmund,7,338,0,0,1,0,0,1,0,4,6.56
Chelsea,5,129,0,1,5,1,1,0,0,1,6.54
Atlético Madrid,5,297,0,0,3,0,0,2,2,4,6.54
Celtic,6,361,0,1,2,1,1,0,4,11,6.53
Atlético Madrid,6,283,0,1,6,0,4,2,4,9,6.53
Tottenham Hotspur,3,179,0,0,3,0,2,1,0,0,6.53
Bayer 04 Leverkusen,4,118,0,0,2,0,1,1,1,3,6.53
Eintracht Frankfurt,8,221,0,0,3,1,1,1,2,6,6.53
RB Leipzig,5,67,0,0,0,0,0,0,0,0,6.52
Celtic,6,333,0,0,4,1,2,1,1,6,6.52
FC Viktoria Plzeň,5,131,0,0,2,0,0,0,2,4,6.5
Red Bull Salzburg,2,23,0,0,0,0,0,0,0,1,6.5
Real Madrid,1,10,0,0,0,0,0,0,0,0,6.5
Tottenham Hotspur,1,9,0,0,0,0,0,0,0,0,6.5
Red Bull Salzburg,2,21,0,0,0,0,0,0,0,0,6.5
Borussia Dortmund,6,245,0,0,2,0,4,0,1,8,6.45
Bayer 04 Leverkusen,2,46,0,0,1,0,3,0,2,2,6.45
FC Porto,4,42,0,0,0,0,2,0,0,1,6.45
GNK Dinamo Zagreb,6,95,0,0,2,0,0,0,1,1,6.44
FC Porto,3,56,0,0,0,0,0,0,0,0,6.43
Shakhtar Donetsk,4,100,0,1,2,0,0,0,0,2,6.43
Paris Saint-Germain,4,58,0,0,0,0,0,0,2,2,6.43
Rangers,5,257,0,0,1,0,0,0,2,6,6.4
FC Viktoria Plzeň,5,127,0,0,0,0,2,2,2,5,6.4
Chelsea,5,111,0,0,1,1,1,0,0,1,6.4
Rangers,5,98,0,0,0,0,1,0,1,1,6.4
FC Barcelona,1,15,0,0,0,0,1,0,0,0,6.4
Club Brugge KV,1,11,0,0,0,0,0,0,0,0,6.4
GNK Dinamo Zagreb,1,10,0,0,0,0,0,0,0,0,6.4
FC København,2,20,0,0,0,0,0,0,0,0,6.4
Eintracht Frankfurt,2,25,0,0,0,0,0,0,0,0,6.4
Benfica,2,14,0,0,0,0,0,0,0,0,6.4
FC Barcelona,6,239,0,0,1,0,2,0,2,13,6.38
Club Brugge KV,4,110,0,0,1,0,2,0,1,3,6.33
Rangers,6,283,0,0,0,0,0,0,1,4,6.33
Milan,6,234,0,0,0,0,1,0,1,4,6.28
FC København,2,97,0,0,0,0,2,0,1,3,6.25
Maccabi Haifa,4,96,0,0,1,0,1,0,1,4,6.23
FC København,1,45,0,0,0,0,0,0,0,0,6.2
Benfica,1,1,0,0,0,0,0,0,0,0,0.0
