season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,shirtnumber,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,shots,shots_on_target,CrdY,CrdR,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_player_stats.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,Diogo Dalot,20,pt POR,"DF,MF",24-154,25,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_player_stats.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,André Onana,24,cm CMR,GK,27-139,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Anthony Martial,9,fr FRA,FW,27-264,59,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Jadon Sancho,25,eng ENG,"FW,MF",23-154,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Marcus Rashford,10,eng ENG,AM,25-299,90,0,1,0,0,2,1,1,0,1,1,0,1,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Bruno Fernandes,8,pt POR,AM,28-352,90,1,1,1,1,6,3,1,0,3,2,0,11,1,0,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Antony,21,br BRA,AM,23-183,84,0,0,0,0,4,2,0,0,1,3,0,1,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Scott McTominay,39,sct SCO,MF,26-261,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Christian Eriksen,14,dk DEN,DM,31-193,90,1,0,0,0,1,1,0,0,1,0,0,4,1,1,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Casemiro,18,br BRA,DM,31-184,90,1,0,0,0,4,2,0,0,0,0,1,0,2,1,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Diogo Dalot,20,pt POR,LB,24-161,90,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Lisandro Martínez,6,ar ARG,CB,25-220,90,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Raphaël Varane,19,fr FRA,CB,30-123,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Victor Lindelöf,2,se SWE,DF,29-040,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,Aaron Wan-Bissaka,29,cd COD,RB,25-273,90,0,0,0,0,0,0,1,0,1,0,0,2,3,2,0,,
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_player_stats.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,André Onana,24,cm CMR,GK,27-146,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-09-03,Premier League,Arsenal,2023-09-03_premier_league_arsenal_player_stats.csv,74125d47,https://fbref.com/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,2023-09-03,Premier League,Matchweek 4,Away,Arsenal,L,2023-09-03_premier_league_arsenal,Manchester Utd,Anthony Martial,9,fr FRA,FW,27-272,66,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-09-03,Premier League,Arsenal,2023-09-03_premier_league_arsenal_player_stats.csv,74125d47,https://fbref.com/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,2023-09-03,Premier League,Matchweek 4,Away,Arsenal,L,2023-09-03_premier_league_arsenal,Manchester Utd,Rasmus Højlund,11,dk DEN,FW,20-211,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-09-03,Premier League,Arsenal,2023-09-03_premier_league_arsenal_player_stats.csv,74125d47,https://fbref.com/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,2023-09-03,Premier League,Matchweek 4,Away,Arsenal,L,2023-09-03_premier_league_arsenal,Manchester Utd,Marcus Rashford,10,eng ENG,AM,25-307,90,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-09-03,Premier League,Arsenal,2023-09-03_premier_league_arsenal_player_stats.csv,74125d47,https://fbref.com/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,2023-09-03,Premier League,Matchweek 4,Away,Arsenal,L,2023-09-03_premier_league_arsenal,Manchester Utd,Bruno Fernandes,8,pt POR,AM,28-360,90,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,,
2023-2024,Manchester United 2023 2024,2023-09-03,Premier League,Arsenal,2023-09-03_premier_league_arsenal_player_stats.csv,74125d47,https://fbref.com/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,2023-09-03,Premier League,Matchweek 4,Away,Arsenal,L,2023-09-03_premier_league_arsenal,Manchester Utd,Antony,21,br BRA,AM,23-191,83,0,0,0,0,1,0,0,0,1,2,0,0,0,3,0,,
2023-2024,Manchester United 2023 2024,2023-09-03,Premier League,Arsenal,2023-09-03_premier_league_arsenal_player_stats.csv,74125d47,https://fbref.com/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,2023-09-03,Premier League,Matchweek 4,Away,Arsenal,L,2023-09-03_premier_league_arsenal,Manchester Utd,Alejandro Garnacho,17,ar ARG,MF,19-064,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
2023-2024,Manchester United 2023 2024,2023-09-03,Premier League,Arsenal,2023-09-03_premier_league_arsenal_player_stats.csv,74125d47,https://fbref.com/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,2023-09-03,Premier League,Matchweek 4,Away,Arsenal,L,2023-09-03_premier_league_arsenal,Manchester Utd,Christian Eriksen,14,dk DEN,DM,31-201,90,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,,
2023-2024,Manchester United 2023 2024,2023-09-03,Premier League,Arsenal,2023-09-03_premier_league_arsenal_player_stats.csv,74125d47,https://fbref.com/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,2023-09-03,Premier League,Matchweek 4,Away,Arsenal,L,2023-09-03_premier_league_arsenal,Manchester Utd,Casemiro,18,br BRA,DM,31-192,90,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
2023-2024,Manchester United 2023 2024,2023-09-03,Premier League,Arsenal,2023-09-03_premier_league_arsenal_player_stats.csv,74125d47,https://fbref.com/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,2023-09-03,Premier League,Matchweek 4,Away,Arsenal,L,2023-09-03_premier_league_arsenal,Manchester Utd,Diogo Dalot,20,pt POR,LB,24-169,90,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,,
2023-2024,Manchester United 2023 2024,2023-09-03,Premier League,Arsenal,2023-09-03_premier_league_arsenal_player_stats.csv,74125d47,https://fbref.com/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,2023-09-03,Premier League,Matchweek 4,Away,Arsenal,L,2023-09-03_premier_league_arsenal,Manchester Utd,Lisandro Martínez,6,ar ARG,CB,25-228,66,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,
