season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Formation,Lineup_Section,Jersey_Number,Player
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Starter,46,Hannibal Mejbri
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Bench,1,Altay Bayındır
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Bench,40,Radek Vítek
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Bench,5,Harry Maguire
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Bench,9,Anthony Martial
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Bench,14,Christian Eriksen
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Bench,17,Alejandro Garnacho
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Bench,21,Antony
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Bench,28,Facundo Pellistri
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Bench,35,Jonny Evans
2023-2024,Manchester United 2023 2024,2023-10-03,Champions Lg,Trgalatasaray,2023-10-03_champions_lg_trgalatasaray_lineups.csv,1ad7d8f7,https://fbref.com/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,2023-10-03,Champions Lg,Group stage,Home,trGalatasaray,L,2023-10-03_champions_lg_trgalatasaray,Manchester Utd,4-3-3,Bench,39,Scott McTominay
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,24,André Onana
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,2,Victor Lindelöf
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,4,Sofyan Amrabat
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,5,Harry Maguire
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,8,Bruno Fernandes
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,10,Marcus Rashford
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,11,Rasmus Højlund
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,20,Diogo Dalot
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,21,Antony
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,35,Jonny Evans
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Starter,39,Scott McTominay
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Bench,1,Altay Bayındır
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Bench,7,Mason Mount
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Bench,9,Anthony Martial
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Bench,14,Christian Eriksen
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Bench,17,Alejandro Garnacho
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Bench,19,Raphaël Varane
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Bench,28,Facundo Pellistri
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Bench,34,Donny van de Beek
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_lineups.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,4-2-3-1,Bench,46,Hannibal Mejbri
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,24,André Onana
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,4,Sofyan Amrabat
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,5,Harry Maguire
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,8,Bruno Fernandes
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,10,Marcus Rashford
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,11,Rasmus Højlund
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,15,Sergio Reguilón
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,19,Raphaël Varane
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,20,Diogo Dalot
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,21,Antony
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Starter,39,Scott McTominay
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Bench,1,Altay Bayındır
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Bench,22,Tom Heaton
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Bench,2,Victor Lindelöf
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Bench,7,Mason Mount
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Bench,9,Anthony Martial
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Bench,14,Christian Eriksen
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Bench,17,Alejandro Garnacho
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Bench,28,Facundo Pellistri
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Bench,35,Jonny Evans
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_lineups.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,4-2-3-1,Bench,46,Hannibal Mejbri
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,24,André Onana
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,2,Victor Lindelöf
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,4,Sofyan Amrabat
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,5,Harry Maguire
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,8,Bruno Fernandes
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,10,Marcus Rashford
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,11,Rasmus Højlund
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,14,Christian Eriksen
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,20,Diogo Dalot
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,35,Jonny Evans
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Starter,39,Scott McTominay
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Bench,1,Altay Bayındır
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Bench,7,Mason Mount
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_lineups.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,4-2-3-1,Bench,9,Anthony Martial
