season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,19610,O. Richards,Nottingham Forest,Missing Fixture,Calf Injury,2023-08-12,,6
2023-2024,18836,W. Hennessey,Nottingham Forest,Missing Fixture,Knee Injury,2023-08-12,,56
2023-2024,371,Felipe,Nottingham Forest,Missing Fixture,Injury,2023-08-18,,154
2023-2024,19610,O. Richards,Nottingham Forest,Missing Fixture,Calf Injury,2023-08-18,,6
2023-2024,18836,W. Hennessey,Nottingham Forest,Missing Fixture,Knee Injury,2023-08-18,,56
2023-2024,371,Felipe,Nottingham Forest,Missing Fixture,Injury,2023-08-26,,154
2023-2024,18836,W. Hennessey,Nottingham Forest,Missing Fixture,Knee Injury,2023-08-26,,56
2023-2024,275170,Danilo,Nottingham Forest,Missing Fixture,Thigh Injury,2023-09-23,,36
2023-2024,275170,Danilo,Nottingham Forest,Missing Fixture,Thigh Injury,2023-10-01,,36
2023-2024,371,Felipe,Nottingham Forest,Missing Fixture,Knee Injury,2023-10-01,,154
2023-2024,18836,W. Hennessey,Nottingham Forest,Missing Fixture,Knee Injury,2023-10-01,,56
2023-2024,275170,Danilo,Nottingham Forest,Missing Fixture,Thigh Injury,2023-10-07,,36
2023-2024,371,Felipe,Nottingham Forest,Missing Fixture,Knee Injury,2023-10-07,,154
2023-2024,25916,M. Niakhate,Nottingham Forest,Missing Fixture,Red Card,2023-10-07,,115
2023-2024,41577,N. Tavares,Nottingham Forest,Missing Fixture,Muscle Injury,2023-10-07,,183
2023-2024,18836,W. Hennessey,Nottingham Forest,Missing Fixture,Knee Injury,2023-10-07,,56
2023-2024,275170,Danilo,Nottingham Forest,Missing Fixture,Thigh Injury,2023-10-21,,36
2023-2024,371,Felipe,Nottingham Forest,Missing Fixture,Knee Injury,2023-10-21,,154
2023-2024,2468,G. Montiel,Nottingham Forest,Missing Fixture,Muscle Injury,2023-10-21,,147
2023-2024,2298,C. Hudson-Odoi,Nottingham Forest,Missing Fixture,Thigh Injury,2023-10-29,,14
2023-2024,305,D. Origi,Nottingham Forest,Missing Fixture,Groin Injury,2023-10-29,,98
2023-2024,275170,Danilo,Nottingham Forest,Missing Fixture,Thigh Injury,2023-10-29,,36
2023-2024,2468,G. Montiel,Nottingham Forest,Missing Fixture,Muscle Injury,2023-10-29,,147
2023-2024,2298,C. Hudson-Odoi,Nottingham Forest,Missing Fixture,Thigh Injury,2023-11-05,,14
2023-2024,18931,C. Wood,Nottingham Forest,Missing Fixture,Thigh Injury,2023-11-05,,118
2023-2024,305,D. Origi,Nottingham Forest,Missing Fixture,Groin Injury,2023-11-05,,98
2023-2024,2468,G. Montiel,Nottingham Forest,Missing Fixture,Muscle Injury,2023-11-05,,147
2023-2024,2298,C. Hudson-Odoi,Nottingham Forest,Missing Fixture,Thigh Injury,2023-11-12,,14
2023-2024,8598,T. Awoniyi,Nottingham Forest,Missing Fixture,Groin Injury,2023-11-25,,155
2023-2024,8598,T. Awoniyi,Nottingham Forest,Missing Fixture,Groin Injury,2023-12-02,,155
2023-2024,8598,T. Awoniyi,Nottingham Forest,Missing Fixture,Groin Injury,2023-12-06,,155
2023-2024,163,S. Aurier,Nottingham Forest,Missing Fixture,Calf Injury,2023-12-09,,52
2023-2024,8598,T. Awoniyi,Nottingham Forest,Missing Fixture,Groin Injury,2023-12-09,,155
