season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-08-07,,251
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-08-13,,251
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-08-21,,251
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-08-27,,251
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Calf Injury,2022-08-30,,270
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-08-30,,251
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Calf Injury,2022-09-04,,270
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-09-04,,251
2022-2023,1093,E. Mwepu,Brighton,Missing Fixture,Illness,2022-10-01,,0
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-10-01,,251
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-10-08,,251
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-10-14,,251
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-10-18,,251
2022-2023,106835,K. Mitoma,Brighton,Missing Fixture,Ankle Injury,2022-10-18,,3
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-10-22,,251
2022-2023,106835,K. Mitoma,Brighton,Missing Fixture,Ankle Injury,2022-10-22,,3
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-10-29,,251
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-11-05,,251
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-11-13,,251
2022-2023,6716,A. Mac Allister,Brighton,Missing Fixture,Rest,2022-12-26,,40
2022-2023,19265,A. Webster,Brighton,Missing Fixture,Knock,2022-12-26,,143
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-12-26,,251
2022-2023,6716,A. Mac Allister,Brighton,Missing Fixture,Rest,2022-12-31,,40
2022-2023,19265,A. Webster,Brighton,Missing Fixture,Knock,2022-12-31,,143
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2022-12-31,,251
2022-2023,116117,M. Caicedo,Brighton,Missing Fixture,Suspended,2022-12-31,,0
2022-2023,19265,A. Webster,Brighton,Missing Fixture,Knock,2023-01-03,,143
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-01-03,,251
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-01-14,,251
2022-2023,1946,L. Trossard,Brighton,Missing Fixture,Coach's decision,2023-01-14,,0
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-01-21,,251
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Injury,2023-02-04,,270
2022-2023,6716,A. Mac Allister,Brighton,Missing Fixture,Yellow Cards,2023-02-04,,40
2022-2023,129643,E. Ferguson,Brighton,Missing Fixture,Knee Injury,2023-02-04,,0
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-02-04,,251
2022-2023,152953,L. Colwill,Brighton,Missing Fixture,Muscle Injury,2023-02-04,,69
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-02-11,,251
2022-2023,152953,L. Colwill,Brighton,Missing Fixture,Muscle Injury,2023-02-11,,69
2022-2023,130423,B. Gilmour,Brighton,Missing Fixture,Knock,2023-02-18,,0
2022-2023,1469,D. Welbeck,Brighton,Missing Fixture,Calf Injury,2023-02-18,,0
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-02-18,,251
2022-2023,152953,L. Colwill,Brighton,Missing Fixture,Muscle Injury,2023-02-18,,69
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-03-04,,270
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-03-04,,251
2022-2023,152953,L. Colwill,Brighton,Missing Fixture,Muscle Injury,2023-03-04,,69
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-03-11,,270
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-03-11,,251
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-03-15,,270
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-03-15,,251
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-04-01,,270
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-04-01,,251
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-04-01,,57
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-04-04,,270
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-04-04,,251
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-04-04,,57
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-04-08,,270
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-04-08,,251
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-04-08,,57
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-04-15,,270
2022-2023,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-04-15,,251
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-04-15,,57
2022-2023,152953,L. Colwill,Brighton,Missing Fixture,Loan agreement,2023-04-15,,69
2022-2023,138815,T. Lamptey,Brighton,Missing Fixture,Knee Injury,2023-04-15,,43
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-04-26,,270
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-04-26,,57
2022-2023,138815,T. Lamptey,Brighton,Missing Fixture,Knee Injury,2023-04-26,,43
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-04-29,,270
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-04-29,,57
2022-2023,138815,T. Lamptey,Brighton,Missing Fixture,Knee Injury,2023-04-29,,43
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-05-04,,270
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-05-04,,57
2022-2023,537,J. Veltman,Brighton,Missing Fixture,Muscle Injury,2023-05-04,,3
2022-2023,138815,T. Lamptey,Brighton,Missing Fixture,Knee Injury,2023-05-04,,43
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-05-08,,270
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-05-08,,57
2022-2023,537,J. Veltman,Brighton,Missing Fixture,Muscle Injury,2023-05-08,,3
2022-2023,138815,T. Lamptey,Brighton,Missing Fixture,Knee Injury,2023-05-08,,43
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-05-14,,270
2022-2023,19265,A. Webster,Brighton,Missing Fixture,Muscle Injury,2023-05-14,,143
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-05-14,,57
2022-2023,18973,S. March,Brighton,Missing Fixture,Thigh Injury,2023-05-14,,14
2022-2023,138815,T. Lamptey,Brighton,Missing Fixture,Knee Injury,2023-05-14,,43
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-05-18,,270
2022-2023,19265,A. Webster,Brighton,Missing Fixture,Muscle Injury,2023-05-18,,143
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-05-18,,57
2022-2023,18973,S. March,Brighton,Missing Fixture,Thigh Injury,2023-05-18,,14
2022-2023,138815,T. Lamptey,Brighton,Missing Fixture,Knee Injury,2023-05-18,,43
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-05-21,,270
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-05-21,,57
2022-2023,18959,R. Sanchez,Brighton,Missing Fixture,Injury,2023-05-21,,7
2022-2023,18973,S. March,Brighton,Missing Fixture,Thigh Injury,2023-05-21,,14
2022-2023,138815,T. Lamptey,Brighton,Missing Fixture,Knee Injury,2023-05-21,,43
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-05-24,,270
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-05-24,,57
2022-2023,18959,R. Sanchez,Brighton,Missing Fixture,Injury,2023-05-24,,7
2022-2023,18973,S. March,Brighton,Missing Fixture,Thigh Injury,2023-05-24,,14
2022-2023,138815,T. Lamptey,Brighton,Missing Fixture,Knee Injury,2023-05-24,,43
2022-2023,295,A. Lallana,Brighton,Missing Fixture,Thigh Injury,2023-05-28,,270
2022-2023,202086,J. Sarmiento,Brighton,Missing Fixture,Ankle Injury,2023-05-28,,57
2022-2023,18959,R. Sanchez,Brighton,Missing Fixture,Injury,2023-05-28,,7
2022-2023,18973,S. March,Brighton,Missing Fixture,Thigh Injury,2023-05-28,,14
2022-2023,138815,T. Lamptey,Brighton,Missing Fixture,Knee Injury,2023-05-28,,43
