Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Kepa Arrizabalaga,esESP,GK,27,9,9,810,9.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Reece James,engENG,"MF,DF",22,8,8,691,7.7,1,1,2,1,0,0,3,0,0.13,0.13,0.26,0.13,0.26,Matches
Raheem Sterling,engENG,"MF,FW",27,9,8,630,7.0,3,1,4,3,0,0,1,0,0.43,0.14,0.57,0.43,0.57,Matches
Mateo Kovačić,hrCRO,MF,28,8,8,621,6.9,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
Thiago Silva,brBRA,DF,37,8,7,640,7.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Kai Havertz,deGER,"FW,MF",23,10,7,619,6.9,2,0,2,1,1,2,0,0,0.29,0.00,0.29,0.15,0.15,Matches
Kalidou Koulibaly,snSEN,DF,31,7,7,568,6.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Ben Chilwell,engENG,"MF,DF",25,7,7,556,6.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
Pierre-Emerick Aubameyang,gaGAB,"FW,MF",33,6,6,403,4.5,2,1,3,2,0,0,0,0,0.45,0.22,0.67,0.45,0.67,Matches
Mason Mount,engENG,MF,23,9,5,441,4.9,0,2,2,0,0,0,3,0,0.00,0.41,0.41,0.00,0.41,Matches
Wesley Fofana,frFRA,DF,21,5,5,397,4.4,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches
Trevoh Chalobah,engENG,DF,23,6,4,439,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jorginho,itITA,MF,30,6,4,418,4.6,1,0,1,0,1,1,0,0,0.22,0.00,0.22,0.00,0.00,Matches
Marc Cucurella,esESP,"DF,MF",24,8,4,414,4.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Enzo Fernández,arARG,MF,21,4,4,332,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
César Azpilicueta,esESP,DF,32,5,3,260,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
João Félix,ptPOR,"FW,MF",22,4,3,244,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Conor Gallagher,engENG,"MF,FW",22,8,2,301,3.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Ruben Loftus-Cheek,engENG,MF,26,7,2,285,3.2,0,1,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,Matches
N'Golo Kanté,frFRA,MF,31,2,2,164,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Hakim Ziyech,maMAR,MF,29,4,1,148,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Christian Pulisic,usUSA,MF,23,5,1,113,1.3,0,1,1,0,0,0,0,0,0.00,0.80,0.80,0.00,0.80,Matches
Mykhailo Mudryk,uaUKR,MF,21,2,1,94,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Edouard Mendy,snSEN,GK,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Denis Zakaria,chSUI,MF,25,2,1,74,0.8,1,0,1,1,0,0,0,0,1.22,0.00,1.22,1.22,1.22,Matches
Armando Broja,alALB,FW,20,5,0,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Lucas Bergström,fiFIN,GK,19,0,0,,,,,,,,,,,,,,,,Matches
Marcus Bettinelli,engENG,GK,30,0,0,,,,,,,,,,,,,,,,Matches
Carney Chukwuemeka,atAUT,MF,18,0,0,,,,,,,,,,,,,,,,Matches
Lewis Hall,engENG,"DF,MF",17,0,0,,,,,,,,,,,,,,,,Matches
