Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Marc Cucurella,esESP,DF,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kalidou Koulibaly,snSEN,DF,31,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Mateo Kovačić,hrCRO,MF,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ruben Loftus-Cheek,engENG,MF,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Edouard Mendy,snSEN,GK,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Christian Pulisic,usUSA,FW,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Lewis Hall,engENG,MF,17,1,1,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Trevoh Chalobah,engENG,DF,23,1,1,68,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Armando Broja,alALB,FW,20,1,1,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Denis Zakaria,chSUI,MF,25,1,1,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Hakim Ziyech,maMAR,FW,29,1,1,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Conor Gallagher,engENG,MF,22,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mason Mount,engENG,MF,23,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Raheem Sterling,engENG,"FW,MF",27,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
César Azpilicueta,esESP,"DF,MF",32,1,0,22,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Kai Havertz,deGER,"FW,MF",23,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Pierre-Emerick Aubameyang,gaGAB,"FW,MF",33,0,0,,,,,,,,,,,,,,,,Matches
Marcus Bettinelli,engENG,GK,30,0,0,,,,,,,,,,,,,,,,Matches
Omari Hutchinson,engENG,MF,18,0,0,,,,,,,,,,,,,,,,Matches
Thiago Silva,brBRA,DF,37,0,0,,,,,,,,,,,,,,,,Matches
