season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,275170,Danilo,Nottingham Forest,Missing Fixture,Ankle Injury,2024-08-24,,135
2024-2025,275170,Danilo,Nottingham Forest,Missing Fixture,Ankle Injury,2024-08-31,,135
2024-2025,275170,Danilo,Nottingham Forest,Missing Fixture,Ankle Injury,2024-09-14,,135
2024-2025,275170,Danilo,Nottingham Forest,Missing Fixture,Ankle Injury,2024-09-22,,135
2024-2025,22149,I. Sangare,Nottingham Forest,Missing Fixture,Lacking Match Fitness,2024-09-22,,125
2024-2025,275170,Danilo,Nottingham Forest,Missing Fixture,Ankle Injury,2024-10-06,,135
2024-2025,22149,I. Sangare,Nottingham Forest,Missing Fixture,Lacking Match Fitness,2024-10-06,,125
2024-2025,275170,Danilo,Nottingham Forest,Missing Fixture,Ankle Injury,2024-10-21,,135
2024-2025,22149,I. Sangare,Nottingham Forest,Missing Fixture,Lacking Match Fitness,2024-10-21,,125
2024-2025,2938,J. Ward-Prowse,Nottingham Forest,Missing Fixture,Red Card,2024-10-21,,11
2024-2025,18746,M. Gibbs-White,Nottingham Forest,Missing Fixture,Suspended,2024-10-21,,0
2024-2025,275170,Danilo,Nottingham Forest,Missing Fixture,Ankle Injury,2024-10-25,,135
2024-2025,22149,I. Sangare,Nottingham Forest,Missing Fixture,Lacking Match Fitness,2024-10-25,,125
2024-2025,275170,Danilo,Nottingham Forest,Missing Fixture,Ankle Injury,2024-11-02,,135
2024-2025,22149,I. Sangare,Nottingham Forest,Missing Fixture,Lacking Match Fitness,2024-11-02,,125
2024-2025,2938,J. Ward-Prowse,Nottingham Forest,Missing Fixture,Loan agreement,2024-11-02,,11
2024-2025,275170,Danilo,Nottingham Forest,Missing Fixture,Ankle Injury,2024-11-10,,135
2024-2025,22149,I. Sangare,Nottingham Forest,Missing Fixture,Lacking Match Fitness,2024-11-10,,125
2024-2025,275170,Danilo,Nottingham Forest,Missing Fixture,Ankle Injury,2024-11-23,,135
