Date,start_time,Competition,Round,Day,Venue,Result,goals_for,goals_against,Opponent,possession,attendance,captain,formation,opp_formation,referee,Match_Report_URL,Match_Report,notes
2023-09-26,20:00(21:00),EFL Cup,Third round,Tue,Home,W,3,0,Crystal Palace,69,"72,842",Raphaël Varane,4-2-3-1,4-2-3-1,Michael Salisbury,https://fbref.com/en/matches/d89d2a1a/Manchester-United-Crystal-Palace-September-26-2023-EFL-Cup,Match Report,
2023-11-01,20:15(21:15),EFL Cup,Fourth round,Wed,Home,L,0,3,Newcastle United,62,"72,484",Casemiro,4-2-3-1,4-3-3,Robert Jones,https://fbref.com/en/matches/7ce66c13/Manchester-United-Newcastle-United-November-1-2023-EFL-Cup,Match Report,
