Date,start_time,Competition,Round,Day,Venue,Result,goals_for,goals_against,Opponent,possession,attendance,captain,formation,opp_formation,referee,Match_Report_URL,Match_Report,notes
2024-01-08,20:15(21:15),FA Cup,Third round proper,Mon,Away,W,2,0,Wigan Athletic,67,"22,870",Bruno Fernandes,4-2-3-1,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/aef31200/Wigan-Athletic-Manchester-United-January-8-2024-FA-Cup,Match Report,
2024-01-28,16:30(17:30),FA Cup,Fourth round proper,Sun,Away,W,4,2,Newport County,71,"9,086",Bruno Fernandes,4-2-3-1,5-3-2,David Coote,https://fbref.com/en/matches/5a5949f6/Newport-County-Manchester-United-January-28-2024-FA-Cup,Match Report,
2024-02-28,19:45(20:45),FA Cup,Fifth round proper,Wed,Away,W,1,0,Nottingham Forest,61,"28,665",Bruno Fernandes,4-2-3-1,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/fdf4edad/Nottingham-Forest-Manchester-United-February-28-2024-FA-Cup,Match Report,
2024-03-17,15:30(16:30),FA Cup,Quarter-finals,Sun,Home,W,4,3,Liverpool,42,"72,291",Bruno Fernandes,4-2-3-1,4-3-3,John Brooks,https://fbref.com/en/matches/cf8e6cd0/North-West-Derby-Manchester-United-Liverpool-March-17-2024-FA-Cup,Match Report,Required Extra Time
2024-04-21,15:30(16:30),FA Cup,Semi-finals,Sun,Neutral,D,3(4),3(2),Coventry City,58,"83,672",Bruno Fernandes,4-2-3-1,3-4-1-2,Robert Jones,https://fbref.com/en/matches/83773075/Coventry-City-Manchester-United-April-21-2024-FA-Cup,Match Report,Manchester Utd won on penalty kicks following extra time
2024-05-25,15:00(16:00),FA Cup,Final,Sat,Neutral,W,2,1,Manchester City,27,"84,814",Bruno Fernandes,4-2-2-2,4-2-3-1,Andy Madley,https://fbref.com/en/matches/d64f45f8/Manchester-Derby-Manchester-City-Manchester-United-May-25-2024-FA-Cup,Match Report,
