season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-08-05,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-08-05,,273
2022-2023,18844,J. Tomkins,Crystal Palace,Missing Fixture,Muscle Injury,2022-08-05,,295
2022-2023,19617,M. Olise,Crystal Palace,Missing Fixture,Foot Injury,2022-08-05,,0
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-08-15,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-08-15,,273
2022-2023,18844,J. Tomkins,Crystal Palace,Missing Fixture,Muscle Injury,2022-08-15,,295
2022-2023,127605,N. Ferguson,Crystal Palace,Missing Fixture,Ankle Injury,2022-08-15,,285
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-08-20,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-08-20,,273
2022-2023,18844,J. Tomkins,Crystal Palace,Missing Fixture,Muscle Injury,2022-08-20,,295
2022-2023,127605,N. Ferguson,Crystal Palace,Missing Fixture,Ankle Injury,2022-08-20,,285
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-08-27,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-08-27,,273
2022-2023,18844,J. Tomkins,Crystal Palace,Missing Fixture,Muscle Injury,2022-08-27,,295
2022-2023,127605,N. Ferguson,Crystal Palace,Missing Fixture,Ankle Injury,2022-08-27,,285
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-08-30,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-08-30,,273
2022-2023,18844,J. Tomkins,Crystal Palace,Missing Fixture,Muscle Injury,2022-08-30,,295
2022-2023,127605,N. Ferguson,Crystal Palace,Missing Fixture,Ankle Injury,2022-08-30,,285
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-09-03,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-09-03,,273
2022-2023,18844,J. Tomkins,Crystal Palace,Missing Fixture,Muscle Injury,2022-09-03,,295
2022-2023,127605,N. Ferguson,Crystal Palace,Missing Fixture,Ankle Injury,2022-09-03,,285
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-10-01,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-10-01,,273
2022-2023,127605,N. Ferguson,Crystal Palace,Missing Fixture,Ankle Injury,2022-10-01,,285
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-10-09,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-10-09,,273
2022-2023,18862,N. Clyne,Crystal Palace,Missing Fixture,Ankle Injury,2022-10-09,,188
2022-2023,127605,N. Ferguson,Crystal Palace,Missing Fixture,Ankle Injury,2022-10-09,,285
2022-2023,126949,C. Richards,Crystal Palace,Missing Fixture,Leg Injury,2022-10-15,,28
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-10-15,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-10-15,,273
2022-2023,18862,N. Clyne,Crystal Palace,Missing Fixture,Ankle Injury,2022-10-15,,188
2022-2023,127605,N. Ferguson,Crystal Palace,Missing Fixture,Ankle Injury,2022-10-15,,285
2022-2023,126949,C. Richards,Crystal Palace,Missing Fixture,Leg Injury,2022-10-18,,28
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-10-18,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-10-18,,273
2022-2023,18862,N. Clyne,Crystal Palace,Missing Fixture,Ankle Injury,2022-10-18,,188
2022-2023,126949,C. Richards,Crystal Palace,Missing Fixture,Leg Injury,2022-10-22,,28
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-10-22,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-10-22,,273
2022-2023,18862,N. Clyne,Crystal Palace,Missing Fixture,Ankle Injury,2022-10-22,,188
2022-2023,126949,C. Richards,Crystal Palace,Missing Fixture,Leg Injury,2022-10-29,,28
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-10-29,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-10-29,,273
2022-2023,126949,C. Richards,Crystal Palace,Missing Fixture,Leg Injury,2022-11-06,,28
2022-2023,2930,J. Butland,Crystal Palace,Missing Fixture,Wrist Injury,2022-11-06,,98
2022-2023,18849,J. McArthur,Crystal Palace,Missing Fixture,Groin Injury,2022-11-06,,273
