Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
aadd2e80,https://fbref.com/en/matches/aadd2e80/Liverpool-Brighton-and-Hove-Albion-October-1-2022-Premier-League,2022-10-01,Premier League,Matchweek 9,Home,Brighton,D,2022-10-01_premier_league_brighton,Liverpool,Alisson,br BRA,29-364,90,6,3,3,50.0
