name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
Conor Chaplin,Conor,Chaplin,conor-chaplin,C. Chaplin,M,36,483,M,784625,"{'nameTranslation': {'ar': 'كونور تشابلن'}, 'shortNameTranslation': {'ar': 'ك. تشابلن'}}",,52.857142857143,30.852380952381,21,Ipswich Town,1746885600_ipswich_town_vs_brentford
Jack Clarke,,,jack-clarke,J. Clarke,M,47,1713,M,921005,"{'nameTranslation': {'ar': 'جاك كلارك', 'bn': 'জ্যাক ক্লার্ক', 'hi': 'जैक क्लार्क'}, 'shortNameTranslation': {'ar': 'ج. كلارك', 'bn': 'জে. ক্লার্ক', 'hi': 'जे. क्लार्क'}}",,48.377272727273,75.4,22,Ipswich Town,1746885600_ipswich_town_vs_brentford
Liam Delap,,,liam-delap,L. Delap,F,9,25609,M,997087,"{'nameTranslation': {'ar': 'ليام ديلاب', 'bn': 'লিয়াম ডেলাপ', 'hi': 'लियाम डेलाप'}, 'shortNameTranslation': {'ar': 'ل. ديلاب', 'bn': 'এল. ডেলাপ', 'hi': 'एल. डेलाप'}}",,58.541666666667,59.629166666667,24,Ipswich Town,1746885600_ipswich_town_vs_brentford
Jack Taylor,Jack,Taylor,jack-taylor,J. Taylor,M,14,368,M,856669,"{'nameTranslation': {'ar': 'جاك تايلور'}, 'shortNameTranslation': {'ar': 'ج. تايلور'}}",,43.029411764706,57.729411764706,34,Ipswich Town,1746885600_ipswich_town_vs_brentford
George Hirst,George,Hirst,george-hirst,G. Hirst,F,9,522,M,839712,"{'nameTranslation': {'ar': 'جورج هيرست', 'bn': 'জর্জ হার্স্ট', 'hi': 'जॉर्ज हर्स्ट'}, 'shortNameTranslation': {'ar': 'ج. هيرست', 'bn': 'জি. হার্স্ট', 'hi': 'जी. हर्स्ट'}}",,61.95,71.75,8,Ipswich Town,1746885600_ipswich_town_vs_brentford
Ben Johnson,,,ben-johnson,B. Johnson,D,18,605,M,914412,"{'nameTranslation': {'ar': 'بن جونسون', 'bn': 'বেন জনসন', 'hi': 'बेन जॉनसन'}, 'shortNameTranslation': {'ar': 'ب. جونسون', 'bn': 'বি. জনসন', 'hi': 'बी. जॉनसन'}}",,45.4,11.45,2,Ipswich Town,1746885600_ipswich_town_vs_brentford
Jens-Lys Cajuste,Jens-Lys,Cajuste,jens-lys-cajuste,J. Cajuste,M,12,1130,M,857671,"{'nameTranslation': {'ar': 'ينس-ليس كاجوست', 'bn': 'জেনস ক্যাজুস্টে', 'hi': 'जेन्स कैजस्टे'}, 'shortNameTranslation': {'ar': 'ي. كاجوست', 'bn': 'জে. ক্যাজুস্টে', 'hi': 'जे. कैजस्टे'}}",,35.573333333333,62.093333333333,15,Ipswich Town,1746885600_ipswich_town_vs_brentford
Alex Palmer,Alex,Palmer,alex-palmer,A. Palmer,G,1,233,M,796143,"{'nameTranslation': {'ar': 'أليكس بالمر'}, 'shortNameTranslation': {'ar': 'أ. بالمر'}}",,7.7722222222222,52.357407407407,54,Ipswich Town,1746885600_ipswich_town_vs_brentford
Axel Tuanzebe,Axel,Tuanzebe,axel-tuanzebe,A. Tuanzebe,D,6,7773,M,817979,"{'nameTranslation': {'ar': 'أكسل توانزيبي', 'bn': 'অ্যাক্সেল তুয়ানজেবে', 'hi': 'एक्सल टुआनज़ेबे'}, 'shortNameTranslation': {'ar': 'أ. توانزيبي', 'bn': 'এ. তুয়ানজেবে', 'hi': 'ए. टुआनज़ेबे'}}",,39.718644067797,17.884745762712,59,Ipswich Town,1746885600_ipswich_town_vs_brentford
Dara O'Shea,Dara,O'Shea,dara-oshea,D. O'Shea,D,26,697,M,856719,"{'nameTranslation': {'ar': 'دارا أوشيا', 'bn': ""দারা ও'শিয়া"", 'hi': ""दारा ओ'शीया""}, 'shortNameTranslation': {'ar': 'د. أوشيا', 'bn': ""ডি. ও'শিয়া"", 'hi': ""डी. ओ'शीया""}}",,26.6,38.593442622951,61,Ipswich Town,1746885600_ipswich_town_vs_brentford
