name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Rodrigo Bentancur,Rodrigo,Bentancur,rodrigo-bentancur,R. Bentancur,M,30,8693,M,rodrigo_bentancur,791190,"{'nameTranslation': {'ar': 'رودريغو بينتانكور', 'bn': 'বেন্টানকুর, রদ্রিগো', 'hi': 'बेनटानकुर, रोड्रिगो'}, 'shortNameTranslation': {'ar': 'ر. بينتانكور', 'bn': 'আর. বেন্টানকুর', 'hi': 'आर. बेनटानकुर'}}",37.044,70.424,25,Tottenham Hotspur,1746969300_tottenham_hotspur_vs_crystal_palace
Son Heung-min,Son,Heung-min,son-heung-min,S. Heung-min,F,7,117401,M,HMSon,111505,"{'nameTranslation': {'ar': 'سون هيونغ مين', 'bn': 'হেউং-মিন সন', 'hi': 'ह्युंग-मिन सोन'}, 'shortNameTranslation': {'ar': 'سون هيونغ مين', 'bn': 'এইচ. এম. সন', 'hi': 'एच.एम. सोन'}}",74.857142857143,50.628571428571,14,Tottenham Hotspur,1746969300_tottenham_hotspur_vs_crystal_palace
Dejan Kulusevski,,,dejan-kulusevski,D. Kulusevski,M,21,12027,M,dejan_k10,928124,"{'nameTranslation': {'ar': 'ديان كولوسيفسكي', 'bn': 'দেজান কুলুসেভস্কি', 'hi': 'देजान कुलुसेवस्की'}, 'shortNameTranslation': {'ar': 'د. كولوسيفسكي', 'bn': 'ডি. কুলুসেভস্কি', 'hi': 'डी. कुलुसेवस्की'}}",67.566666666667,42.233333333333,9,Tottenham Hotspur,1746969300_tottenham_hotspur_vs_crystal_palace
Mikey Moore,,,mikey-moore,M. Moore,F,47,4173,M,,1403192,"{'nameTranslation': {'ar': 'مايكي مور', 'bn': 'মাইকি মুর', 'hi': 'मिकी मूर'}, 'shortNameTranslation': {'ar': 'م. مور', 'bn': 'এম. মুর', 'hi': 'एम. मूर'}}",66.310344827586,50.586206896552,29,Tottenham Hotspur,1746969300_tottenham_hotspur_vs_crystal_palace
Yves Bissouma,Yves,Bissouma,yves-bissouma,Y. Bissouma,M,8,20298,M,YB8,844842,"{'nameTranslation': {'ar': 'إيف بيسوما', 'bn': 'ইয়েভেস বিসুমা', 'hi': 'यवेस बिसौमा'}, 'shortNameTranslation': {'ar': 'إ. بيسوما', 'bn': 'ওয়াই. বিসুমা', 'hi': 'वाई. बिसौमा'}}",40.913513513514,62.143243243243,37,Tottenham Hotspur,1746969300_tottenham_hotspur_vs_crystal_palace
Pape Matar Sarr,Pape Matar,Sarr,pape-matar-sarr,P. Sarr,M,29,33237,M,pape,1002711,"{'nameTranslation': {'ar': 'باب ماتار سار', 'bn': 'পোপ মাতার সরর', 'hi': 'पापे मटर सर्र'}, 'shortNameTranslation': {'ar': 'ب. سار', 'bn': 'পি. এম. সর', 'hi': 'पीएम मटर'}}",46.735135135135,57.194594594595,37,Tottenham Hotspur,1746969300_tottenham_hotspur_vs_crystal_palace
Kevin Danso,Kevin,Danso,kevin-danso,K. Danso,D,4,3811,M,,794953,"{'nameTranslation': {'ar': 'دانسو، كيفن', 'bn': 'ডানসো, কেভিন', 'hi': 'डैन्सो, केविन'}, 'shortNameTranslation': {'ar': 'ك. دانسو', 'bn': 'কে. ডানসো', 'hi': 'के. डांसो'}}",30.720547945205,36.780821917808,73,Tottenham Hotspur,1746969300_tottenham_hotspur_vs_crystal_palace
Pedro Porro,,,pedro-porro,P. Porro,D,23,11698,M,pedroporro29,913654,"{'nameTranslation': {'ar': 'بيدرو بورو', 'bn': 'পেড্রো পোরো', 'hi': 'पेड्रो पोरो'}, 'shortNameTranslation': {'ar': 'ب. بورو', 'bn': 'পি. পোরো', 'hi': 'पी. पोरो'}}",50.072222222222,13.642592592593,54,Tottenham Hotspur,1746969300_tottenham_hotspur_vs_crystal_palace
Mathys Tel,,,mathys-tel,M. Tel,F,11,11752,M,m.tel14,1048888,"{'nameTranslation': {'ar': 'ماتيس تيل', 'bn': 'ম্যাথিস টেল', 'hi': 'मैथिस टेल'}, 'shortNameTranslation': {'ar': 'م. تيل', 'bn': 'এম. টেল', 'hi': 'एम. टेल'}}",56.291071428571,65.746428571429,56,Tottenham Hotspur,1746969300_tottenham_hotspur_vs_crystal_palace
Antonín Kinský,,,antonin-kinsky,A. Kinský,G,31,9787,M,,1031251,"{'nameTranslation': {'ar': 'أنطونين كينسكي', 'bn': 'আন্তোনিন কিনস্কি', 'hi': 'एंटोनिन किंस्की'}, 'shortNameTranslation': {'ar': 'أ. كينسكي', 'bn': 'এ. কিনস্কি', 'hi': 'ए. किंस्की'}}",9.2835820895522,49.686567164179,67,Tottenham Hotspur,1746969300_tottenham_hotspur_vs_crystal_palace
