name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
William Osula,William,Osula,william-osula,W. Osula,F,18,6549,M,1122603,"{'nameTranslation': {'ar': 'أوسولا، ويليام', 'bn': 'ওসুলা, উইলিয়াম', 'hi': 'ओसुला, विलियम'}, 'shortNameTranslation': {'ar': 'و. أوسولا', 'bn': 'ডব্লিউ. ওসুলা', 'hi': 'डब्लू. ओसुला'}}",,80.326666666667,19.68,15,Newcastle United,1745676000_newcastle_united_vs_ipswich_town
Callum Wilson,Callum,Wilson,callum-wilson,C. Wilson,F,9,3269,M,113956,"{'nameTranslation': {'ar': 'كالوم ويلسون', 'bn': 'ক্যালাম উইলসন', 'hi': 'कैलम विल्सन'}, 'shortNameTranslation': {'ar': 'ك. ويلسون', 'bn': 'সি. উইলসন', 'hi': 'सी. विल्सन'}}",,79.28,56.6,5,Newcastle United,1745676000_newcastle_united_vs_ipswich_town
Sven Botman,Sven,Botman,sven-botman,S. Botman,D,4,3553,M,910046,"{'nameTranslation': {'ar': 'سفين بوتمان', 'bn': 'সোভেন বটম্যান', 'hi': 'स्वेन बोटमैन'}, 'shortNameTranslation': {'ar': 'س. بوتمان', 'bn': 'এস. বটম্যান', 'hi': 'एस. बोटमैन'}}",,41.323076923077,18.423076923077,13,Newcastle United,1745676000_newcastle_united_vs_ipswich_town
Anthony Gordon,Anthony,Gordon,anthony-gordon,A. Gordon,F,10,25866,M,914902,"{'nameTranslation': {'ar': 'غوردون، أنتوني', 'bn': 'গর্ডন, অ্যান্টনি', 'hi': 'गॉर्डन, एंथनी'}, 'shortNameTranslation': {'ar': 'أ. غوردون', 'bn': 'এ. গর্ডন', 'hi': 'ए. गॉर्डन'}}",AGordon,67.191666666667,80.933333333333,24,Newcastle United,1745676000_newcastle_united_vs_ipswich_town
Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,3488,M,1400650,"{'nameTranslation': {'ar': 'لويس مايلي', 'bn': 'লুইস মাইলি', 'hi': 'लुईस माइली'}, 'shortNameTranslation': {'ar': 'ل. مايلي', 'bn': 'এল. মাইলি', 'hi': 'एल. माइली'}}",,64.719230769231,17.215384615385,26,Newcastle United,1745676000_newcastle_united_vs_ipswich_town
Alexander Isak,Alexander,Isak,alexander-isak,A. Isak,F,9,106438,M,823941,"{'nameTranslation': {'ar': 'ألكسندر إيزاك', 'bn': 'আলেকজান্ডার ইসাক', 'hi': 'अलेक्जेंडर इसाक'}, 'shortNameTranslation': {'ar': 'أ. إيزاك', 'bn': 'এ. ইসাক', 'hi': 'ए. इसाक'}}",AlexIsak,72.104651162791,52.041860465116,43,Newcastle United,1745676000_newcastle_united_vs_ipswich_town
Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,16086,M,892673,"{'nameTranslation': {'ar': 'ساندرو تونالي', 'bn': 'সান্দ্রো টোনালি', 'hi': 'सैंड्रो टोनाली'}, 'shortNameTranslation': {'ar': 'س. تونالي', 'bn': 'এস. টোনালি', 'hi': 'एस. टोनाली'}}",sandrotonali,56.571844660194,43.363106796117,103,Newcastle United,1745676000_newcastle_united_vs_ipswich_town
Tino Livramento,Tino,Livramento,tino-livramento,T. Livramento,D,21,5193,M,980634,"{'nameTranslation': {'ar': 'تينو ليفرامينتو', 'bn': 'ভ্যালেন্টিনো লিভরামেন্টো', 'hi': 'वैलेंटिनो लिवरामेंटो'}, 'shortNameTranslation': {'ar': 'ت. ليفرامينتو', 'bn': 'ভি. লিভরামেন্টো', 'hi': 'वी. लिवरामेंटो'}}",,58.85641025641,83.202564102564,78,Newcastle United,1745676000_newcastle_united_vs_ipswich_town
Joe Willock,Joe,Willock,joe-willock,J. Willock,M,28,2842,M,888550,"{'nameTranslation': {'ar': 'جو ويلوك', 'bn': 'জো উইলক', 'hi': 'जो विलॉक'}, 'shortNameTranslation': {'ar': 'ج. ويلوك', 'bn': 'জে. উইলক', 'hi': 'जे. विलॉक'}}",,66.767346938776,50.975510204082,49,Newcastle United,1745676000_newcastle_united_vs_ipswich_town
Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,8336,M,69256,"{'nameTranslation': {'ar': 'كيران تريبيير', 'bn': 'কাইরান ট্রিপিয়ার', 'hi': 'किरन ट्रिप्पियर'}, 'shortNameTranslation': {'ar': 'ك. تريبيير', 'bn': 'কে. ট্রিপিয়ার', 'hi': 'के.ट्रिप्पियर'}}",ktrippier2,62.802325581395,13.643023255814,172,Newcastle United,1745676000_newcastle_united_vs_ipswich_town
