name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Harvey Elliott,,,harvey-elliott,H. Elliott,M,9,20993,M,harvelliott,955245,"{'nameTranslation': {'ar': 'هارفي إليوت', 'bn': 'হার্ভে এলিয়ট', 'hi': 'हार्वे इलियट'}, 'shortNameTranslation': {'ar': 'ه. إليوت', 'bn': 'এইচ. এলিয়ট', 'hi': 'एच. इलियट'}}",46.73,48.13,10,Liverpool FC,1748185200_liverpool_fc_vs_crystal_palace
Darwin Núñez,Darwin,Nunez,darwin-nunez,D. Núñez,F,7,69637,M,Darwin,924871,"{'nameTranslation': {'ar': 'داروين نونيز', 'bn': 'ডারউইন নুনেজ', 'hi': 'डार्विन नुन्येज़'}, 'shortNameTranslation': {'ar': 'د. نونيز', 'bn': 'ডি. নুনেজ', 'hi': 'डी. नुन्येज़'}}",66.314285714286,67.314285714286,14,Liverpool FC,1748185200_liverpool_fc_vs_crystal_palace
Alisson,Alisson Ramses,Alisson,alisson,Alisson,G,1,69314,M,AlissonBecker,243609,"{'nameTranslation': {'ar': 'أليسون', 'bn': 'অ্যালিসন', 'hi': 'एलिसन'}, 'shortNameTranslation': {'ar': 'أليسون', 'bn': 'অ্যালিসন', 'hi': 'एलिसन'}}",12.566666666667,49.865,60,Liverpool FC,1748185200_liverpool_fc_vs_crystal_palace
Virgil van Dijk,Virgil,van Dijk,virgil-van-dijk,V. van Dijk,D,4,98981,M,VvD,151545,"{'nameTranslation': {'ar': 'فيرجيل فان دايك', 'bn': 'ভার্জিল ভ্যান ডাইক', 'hi': 'वर्जिल वान डिक'}, 'shortNameTranslation': {'ar': 'ف. فان دايك', 'bn': 'ভি. ভ্যান ডাইক', 'hi': 'वी. वान डिक'}}",46.411194029851,63.479104477612,134,Liverpool FC,1748185200_liverpool_fc_vs_crystal_palace
Diogo Jota,,,diogo-jota,D. Jota,F,,30527,M,DiogoJ18,606164,"{'nameTranslation': {'ar': 'ديوغو جوتا', 'bn': 'ডিওগো জোটা', 'hi': 'डियोगो जोटा'}, 'shortNameTranslation': {'ar': 'د. جوتا', 'bn': 'ডি. জোটা', 'hi': 'डी. जोटा'}}",56.84,56.52,30,Liverpool FC,1748185200_liverpool_fc_vs_crystal_palace
Wataru Endo,Wataru,Endo,wataru-endo,W. Endo,M,3,20381,M,endowataru,143040,"{'nameTranslation': {'ar': 'واتارو إندو', 'bn': 'ওয়ান্ডারিং এন্ডো', 'hi': 'वातारू एंडो'}, 'shortNameTranslation': {'ar': 'و. إندو', 'bn': 'ডব্লিউ. এন্ডো', 'hi': 'डब्लू. एंडो'}}",40.481081081081,33.3,37,Liverpool FC,1748185200_liverpool_fc_vs_crystal_palace
Luis Díaz,,,luis-diaz,L. Díaz,M,14,168900,M,LuisDíaz,883537,"{'nameTranslation': {'ar': 'لويس دياز', 'bn': 'লুইস দিয়াজ', 'hi': 'लुइस डियाज़'}, 'shortNameTranslation': {'ar': 'ل. دياز', 'bn': 'এল. দিয়াজ', 'hi': 'एल. डियाज़'}}",66.011363636364,62.552272727273,44,Liverpool FC,1748185200_liverpool_fc_vs_crystal_palace
Conor Bradley,Conor,Bradley,conor-bradley,C. Bradley,D,12,16796,M,conorbradley03,1008402,"{'nameTranslation': {'ar': 'برادلي، كونور', 'bn': 'ব্র্যাডলি, কনর', 'hi': 'ब्रैडली, कॉनर'}, 'shortNameTranslation': {'ar': 'ك. برادلي', 'bn': 'সি. ব্র্যাডলি', 'hi': 'सी. ब्रैडली'}}",59.412903225806,23.546774193548,62,Liverpool FC,1748185200_liverpool_fc_vs_crystal_palace
Ryan Gravenberch,Ryan,Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,32784,M,ryanjiro,904897,"{'nameTranslation': {'ar': 'ريان غرافينبيرش', 'bn': 'রায়ান গ্রেভেনবার্চ', 'hi': 'रयान ग्रेवेनबेर्च'}, 'shortNameTranslation': {'ar': 'ر. غرافينبيرش', 'bn': 'আর. গ্রেভেনবেচ', 'hi': 'आर. ग्रेवेनबेर्च'}}",54.310606060606,41.248484848485,66,Liverpool FC,1748185200_liverpool_fc_vs_crystal_palace
Dominik Szoboszlai,Dominik,Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,89522,M,DomSzobo,869856,"{'nameTranslation': {'ar': 'دومينيك سوبوسلاي', 'bn': 'ডমিনিক সোবোসজলাই', 'hi': 'डोमिनिक स्ज़ोबोस्ज़लाई'}, 'shortNameTranslation': {'ar': 'د. سوبوسلاي', 'bn': 'ডি.সোবোসজলাই', 'hi': 'डी. स्ज़ोबोस्ज़लाई'}}",64.165,37.553333333333,60,Liverpool FC,1748185200_liverpool_fc_vs_crystal_palace
