name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Kieran Tierney,Kieran,Tierney,kieran-tierney,K. Tierney,D,63,4899,M,kierantierney1,366592,"{'nameTranslation': {'ar': 'كيران تيرني', 'bn': 'কাইরান টিয়ার্নি', 'hi': 'किरन टियरनी'}, 'shortNameTranslation': {'ar': 'ك. تيرني', 'bn': 'কে. টিয়ার্নি', 'hi': 'के. टियरनी'}}",55.990909090909,92.218181818182,22,Arsenal,1745434800_arsenal_vs_crystal_palace
Bukayo Saka,Bukayo,Saka,bukayo-saka,B. Saka,F,7,200357,M,BSaka7,934235,"{'nameTranslation': {'ar': 'بوكايو ساكا', 'bn': 'বুকায়ো সাকা', 'hi': 'बुकायो साका'}, 'shortNameTranslation': {'ar': 'ب. ساكا', 'bn': 'বি. সাকা', 'hi': 'बी. साका'}}",66.835,21.935,20,Arsenal,1745434800_arsenal_vs_crystal_palace
Raheem Sterling,Raheem,Sterling,raheem-sterling,R. Sterling,F,19,36919,M,Sterling7,138534,"{'nameTranslation': {'ar': 'رحيم ستيرلينغ', 'bn': 'রাহিম স্টার্লিং', 'hi': 'रहीम स्टर्लिंग'}, 'shortNameTranslation': {'ar': 'ر. سترلينغ', 'bn': 'আর. স্টার্লিং', 'hi': 'आर. स्टर्लिंग'}}",61.068,26.208,25,Arsenal,1745434800_arsenal_vs_crystal_palace
Ethan Nwaneri,,,ethan-nwaneri,E. Nwaneri,M,11,28577,M,ethan_nwaneri,1401702,"{'nameTranslation': {'ar': 'إيثان نوانيري', 'bn': 'ইথান নওয়ানেরি', 'hi': 'एथन नवानेरी'}, 'shortNameTranslation': {'ar': 'إ. نوانيري', 'bn': 'ই. নওয়ানেরি', 'hi': 'ई. नवानेरी'}}",62.55,36.6375,8,Arsenal,1745434800_arsenal_vs_crystal_palace
Thomas Partey,Thomas,Partey,thomas-partey,T. Partey,M,16,41620,M,TPartey5,316148,"{'nameTranslation': {'ar': 'توماس بارتي', 'bn': 'টমাস পার্টি', 'hi': 'थॉमस पार्टी'}, 'shortNameTranslation': {'ar': 'ت. بارتي', 'bn': 'টি. পার্টি', 'hi': 'टी. पार्टी'}}",46.277678571429,42.43125,112,Arsenal,1745434800_arsenal_vs_crystal_palace
Gabriel Martinelli,,,gabriel-martinelli,G. Martinelli,F,11,71477,M,GabiMartinelli,922573,"{'nameTranslation': {'ar': 'غابرييل مارتينيلي', 'bn': 'গ্যাব্রিয়েল মার্টিনেলি', 'hi': 'गेब्रियल मार्टिनेली'}, 'shortNameTranslation': {'ar': 'غ. مارتينيلي', 'bn': 'জি. মার্টিনেলি', 'hi': 'जी. मार्टिनेली'}}",70.025714285714,85.914285714286,35,Arsenal,1745434800_arsenal_vs_crystal_palace
Declan Rice,Declan,Rice,declan-rice,D. Rice,M,41,70639,M,DeclanRice,856714,"{'nameTranslation': {'ar': 'ديكلان رايس', 'bn': 'ডেক্লান রাইস', 'hi': 'डेक्लान राइस'}, 'shortNameTranslation': {'ar': 'د. رايس', 'bn': 'ডি. রাইস', 'hi': 'डी. राइस'}}",55.135294117647,68.443137254902,51,Arsenal,1745434800_arsenal_vs_crystal_palace
Jakub Kiwior,Jakub,Kiwior,jakub-kiwior,J. Kiwior,D,4,19028,M,j_kiwior,976037,"{'nameTranslation': {'ar': 'كيويور، جاكوب', 'bn': 'কিভিওর, জাকুব', 'hi': 'किविओर, जेकब'}, 'shortNameTranslation': {'ar': 'ج. كيويور', 'bn': 'জে. কিভিওর', 'hi': 'जे. किविओर'}}",44.733576642336,72.499270072993,137,Arsenal,1745434800_arsenal_vs_crystal_palace
Martin Ødegaard,,,martin-degaard,M. Ødegaard,M,8,82083,M,Ødegaard,547410,"{'nameTranslation': {'ar': 'مارتن أوديغارد', 'bn': 'মার্টিন ওডেগার্ড', 'hi': 'मार्टिन ओडेगार्ड'}, 'shortNameTranslation': {'ar': 'م. أوديغارد', 'bn': 'এম. ওডেগার্ড', 'hi': 'एम. ओडेगार्ड'}}",57.339436619718,44.116901408451,71,Arsenal,1745434800_arsenal_vs_crystal_palace
David Raya,David,Raya,david-raya,D. Raya,G,1,29489,M,d_raya1,581310,"{'nameTranslation': {'ar': 'ديفيد رايا', 'bn': 'ডেভিড রায়া', 'hi': 'डेविड राया'}, 'shortNameTranslation': {'ar': 'د. رايا', 'bn': 'ডি. রায়া', 'hi': 'डी. राया'}}",14.1875,52.066071428571,56,Arsenal,1745434800_arsenal_vs_crystal_palace
Jurriën Timber,Jurrien,Timber,jurrien-timber,J. Timber,D,12,27324,M,jurrientimber,958959,"{'nameTranslation': {'ar': 'يوريان تيمبر', 'bn': 'জুরিন টিম্বার', 'hi': 'जुरीएन टिम्बर'}, 'shortNameTranslation': {'ar': 'ي. تيمبر', 'bn': 'জে. টিম্বার', 'hi': 'जे. टिम्बर'}}",47.456989247312,19.379569892473,93,Arsenal,1745434800_arsenal_vs_crystal_palace
Myles Lewis-Skelly,Myles Lewis-Skelly,,lewis-skelly-myles,M. Lewis-Skelly,D,49,18194,M,myleslewisskelly,1423711,"{'nameTranslation': {'ar': 'مايلز لويس سكيلي', 'bn': 'লুইস-স্কেলি, মাইলস', 'hi': 'लुईस-स्केली, माइल्स'}, 'shortNameTranslation': {'ar': 'م. لويس سكيلي', 'bn': 'এম. লুইস-স্কেলি', 'hi': 'एम. लुईस-स्केली'}}",50.386111111111,79.193055555556,72,Arsenal,1745434800_arsenal_vs_crystal_palace
William Saliba,William,Saliba,william-saliba,W. Saliba,D,2,46352,M,WSaliba4,941168,"{'nameTranslation': {'ar': 'ويليام ساليبا', 'bn': 'উইলিয়াম সালিবা', 'hi': 'विलियम सलीबा'}, 'shortNameTranslation': {'ar': 'و. ساليبا', 'bn': 'ডব্লিউ. সালিবা', 'hi': 'डब्लू. सलीबा'}}",41.229787234043,42.673936170213,188,Arsenal,1745434800_arsenal_vs_crystal_palace
Leandro Trossard,Leandro,Trossard,leandro-trossard,L. Trossard,F,19,32932,M,leandrotrossard,135666,"{'nameTranslation': {'ar': 'لياندرو تروسار', 'bn': 'লিয়েন্দ্রো ট্রসার্ড', 'hi': 'लिएंड्रो ट्रोसार्ड'}, 'shortNameTranslation': {'ar': 'ل. تروسار', 'bn': 'এল. ট্রসার্ড', 'hi': 'एल. ट्रोसार्ड'}}",65.259259259259,41.672222222222,54,Arsenal,1745434800_arsenal_vs_crystal_palace
Jean Philippe Mateta,Jean Philippe,Mateta,jean-philippe-mateta,J. Mateta,F,14,9999,M,Matetajphilippe,848276,"{'nameTranslation': {'ar': 'جان فيليب ماتيتا', 'bn': 'জিন-ফিলিপ মাটেটা', 'hi': 'जीन-फिलिप माटेटा'}, 'shortNameTranslation': {'ar': 'ج. ماتيتا', 'bn': 'জে. মাটেটা', 'hi': 'जे. माटेटा'}}",75.3375,42.175,8,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Romain Esse,,,romain-esse,R. Esse,M,14,1170,M,,1438837,"{'nameTranslation': {'ar': 'رومان عيسى', 'bn': 'রোমেন এসসে', 'hi': 'रोमेन एसे'}, 'shortNameTranslation': {'ar': 'ر. عيسى', 'bn': 'আর. এসসে', 'hi': 'आर. एसे'}}",49.575,8.4,4,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Will Hughes,Will,Hughes,will-hughes,W. Hughes,M,19,1063,M,,193554,"{'nameTranslation': {'ar': 'ويل هيوز', 'bn': 'উইল হিউজেস', 'hi': 'विल ह्यूजेस'}, 'shortNameTranslation': {'ar': 'و. هيوز', 'bn': 'ডব্লিউ. হিউজেস', 'hi': 'डब्ल्यू. ह्यूजेस'}}",41.176923076923,30.253846153846,13,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Justin Devenny,,,devenny-justin,J. Devenny,M,55,792,M,,1084311,"{'nameTranslation': {'ar': 'جاستن ديفيني'}, 'shortNameTranslation': {'ar': 'ج. ديفيني'}}",58.523333333333,31.04,30,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Eddie Nketiah,Eddie,Nketiah,eddie-nketiah,E. Nketiah,F,9,6513,M,EN9,858194,"{'nameTranslation': {'ar': 'إيدي نكيتيا', 'bn': 'এডওয়ার্ড এনকেটিয়া', 'hi': 'एडवर्ड नेकेटिया'}, 'shortNameTranslation': {'ar': 'إ. نكيتيا', 'bn': 'ই. এনকেটিয়া', 'hi': 'ई. नेकेटिया'}}",58.084375,44.378125,32,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Eberechi Eze,Eberechi,Eze,eberechi-eze,E. Eze,M,10,63158,M,eze,864921,"{'nameTranslation': {'ar': 'إيبيريشي إيزي', 'bn': 'ইবেরেচি এজ', 'hi': 'एबेरची ईज़े'}, 'shortNameTranslation': {'ar': 'إ. إيزي', 'bn': 'ই. এজ', 'hi': 'ई. ईज़े'}}",51.425,59.640625,32,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Adam Wharton,,,adam-wharton,A. Wharton,M,20,6583,M,,1109771,"{'nameTranslation': {'ar': 'آدم وارتون', 'bn': 'অ্যাডাম ওয়ার্টন', 'hi': 'एडम व्हार्टन'}, 'shortNameTranslation': {'ar': 'أ. وارتون', 'bn': 'এ. ওয়ার্টন', 'hi': 'ए. व्हार्टन'}}",52.489743589744,35.379487179487,39,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Dean Henderson,Dean,Henderson,dean-henderson,D. Henderson,G,1,5347,M,deanhenderson,788134,"{'nameTranslation': {'ar': 'دين هندرسون', 'bn': 'ডিন হেন্ডারসন', 'hi': 'डीन हेंडरसन'}, 'shortNameTranslation': {'ar': 'د. هندرسون', 'bn': 'ডি. হেন্ডারসন', 'hi': 'डी. हेंडरसन'}}",9.6236842105263,50.365789473684,38,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Daichi Kamada,Daichi,Kamada,daichi-kamada,D. Kamada,M,18,7402,M,kamadadaichi,794338,"{'nameTranslation': {'ar': 'دايتشي كامادا', 'bn': 'দাইচি কামদা', 'hi': 'दाइची कामदा'}, 'shortNameTranslation': {'ar': 'د. كامادا', 'bn': 'ডি. কামদা', 'hi': 'डी. कामदा'}}",55.2375,71.653571428571,56,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Ismaïla Sarr,Ismaila,Sarr,ismaila-sarr,I. Sarr,F,7,30167,M,ismaila_sarr18,845286,"{'nameTranslation': {'ar': 'إسماعيلا سار', 'bn': 'ইসমাইলা সর', 'hi': 'इस्माइला सार्र'}, 'shortNameTranslation': {'ar': 'إ. سار', 'bn': 'আই. সর', 'hi': 'आई. सार्र'}}",65.341176470588,57.005882352941,17,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Marc Guéhi,Marc,Guehi,marc-guehi,M. Guéhi,D,15,27458,M,MarcGuehi13,877994,"{'nameTranslation': {'ar': 'مارك غيهي', 'bn': 'মার্ক গুয়েহি', 'hi': 'मार्क गुएही'}, 'shortNameTranslation': {'ar': 'م. غيهي', 'bn': 'এম. গুয়েহি', 'hi': 'एम. गुएही'}}",39.091666666667,72.193055555556,72,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,12464,M,daniel.chitiva,870360,"{'nameTranslation': {'ar': 'دانييل مونوز', 'bn': 'ড্যানিয়েল মুনোজ', 'hi': 'डैनियल मुनोज़'}, 'shortNameTranslation': {'ar': 'د. مونوز', 'bn': 'ডি. মুনোজ', 'hi': 'डी. मुनोज़'}}",50.391304347826,13.678260869565,69,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Jefferson Lerma,Jefferson,Lerma,jefferson-lerma,J. Lerma,M,8,5679,M,jeffersonlerma,355796,"{'nameTranslation': {'ar': 'جيفرسون ليرما', 'bn': 'জেফারসন লারমা', 'hi': 'जेफरसन लेर्मा'}, 'shortNameTranslation': {'ar': 'ج. ليرما', 'bn': 'জে. লারমা', 'hi': 'जे. लेर्मा'}}",39.737288135593,19.577966101695,59,Crystal Palace,1745434800_arsenal_vs_crystal_palace
Maxence Lacroix,Maxence,Lacroix,maxence-lacroix,M. Lacroix,D,5,9292,M,,879674,"{'nameTranslation': {'ar': 'ماكسنس لاكروآ', 'bn': 'ম্যাক্সেন্স ল্যাক্রোইক্স', 'hi': 'मैक्सेंस लैक्रोइक्स'}, 'shortNameTranslation': {'ar': 'م. لاكروآ', 'bn': 'এম. ল্যাক্রোইক্স', 'hi': 'एम. लैक्रोइक्स'}}",29.678571428571,47.452380952381,42,Crystal Palace,1745434800_arsenal_vs_crystal_palace
