name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Rodri,Rodrigo,Rodri,rodri,Rodri,M,16,91121,M,Rodri,827606,"{'nameTranslation': {'ar': 'رودري', 'bn': 'রডরি', 'hi': 'रोड्री'}, 'shortNameTranslation': {'ar': 'رودري', 'bn': 'রডরি', 'hi': 'रोड्री'}}",47.366666666667,31.622222222222,9,Manchester City,1747767600_manchester_city_vs_bournemouth
Jack Grealish,Jack,Grealish,jack-grealish,J. Grealish,M,18,57242,M,JGrealish,189061,"{'nameTranslation': {'ar': 'جاك غريليش', 'bn': 'জ্যাক গ্রেলিশ', 'hi': 'जैक ग्रेलिश'}, 'shortNameTranslation': {'ar': 'ج. غريليش', 'bn': 'জে গ্রেলিশ', 'hi': 'जे. ग्रेलिश'}}",15.25,78.3,2,Manchester City,1747767600_manchester_city_vs_bournemouth
Manuel Akanji,Manuel,Akanji,manuel-akanji,M. Akanji,D,25,29215,M,manuel_akanji,383560,"{'nameTranslation': {'ar': 'مانويل أكانجي', 'bn': 'ম্যানুয়েল আকানজি', 'hi': 'मैनुअल अकांजी'}, 'shortNameTranslation': {'ar': 'م. أكانجي', 'bn': 'এম. আকানজি', 'hi': 'एम. अकांजी'}}",38.098780487805,72.160975609756,82,Manchester City,1747767600_manchester_city_vs_bournemouth
Jérémy Doku,Jeremy,Doku,jeremy-doku,J. Doku,M,11,81567,M,Dokss,934386,"{'nameTranslation': {'ar': 'جيريمي دوكو', 'bn': 'জেরেমি ডকু', 'hi': 'जेरेमी डोकू'}, 'shortNameTranslation': {'ar': 'ج. دوكو', 'bn': 'জে. ডকু', 'hi': 'जे. डोकू'}}",50.3,31.566666666667,3,Manchester City,1747767600_manchester_city_vs_bournemouth
Nico González,Nicolas,Gonzalez,nico-gonzalez,N. González,M,14,21308,M,nico14,954056,"{'nameTranslation': {'ar': 'نيكولاس غونزاليس', 'bn': 'নিকোলাস গঞ্জালেজ', 'hi': 'निकोलस गोंजालेज'}, 'shortNameTranslation': {'ar': 'ن. غونزاليس', 'bn': 'এন. গঞ্জালেজ', 'hi': 'एन. गोंजालेज'}}",49.12380952381,44.085714285714,21,Manchester City,1747767600_manchester_city_vs_bournemouth
Oscar Bobb,Oscar Bobb,,oscar-bobb,O. Bobb,M,14,20947,M,oscarbobb,1065216,"{'nameTranslation': {'ar': 'أوسكار بوب', 'bn': 'অস্কার বব', 'hi': 'ऑस्कर बॉब'}, 'shortNameTranslation': {'ar': 'أ. بوب', 'bn': 'ও. বব', 'hi': 'ओ. बॉब'}}",41.88,32.1,5,Manchester City,1747767600_manchester_city_vs_bournemouth
Erling Haaland,Erling,Haaland,erling-haaland,E. Haaland,F,9,929472,M,EHaaland,839956,"{'nameTranslation': {'ar': 'إيرلينغ هالاند', 'bn': 'এরলিং হালান্ড', 'hi': 'एर्लिंग हालैंड'}, 'shortNameTranslation': {'ar': 'إ. هالاند', 'bn': 'ই. হালান্ড', 'hi': 'ई. हालैंड'}}",67.102564102564,46.358974358974,39,Manchester City,1747767600_manchester_city_vs_bournemouth
İlkay Gündoğan,,,ilkay-gundogan,İ. Gündoğan,M,20,49901,M,IGunny,45853,"{'nameTranslation': {'ar': 'إلكاي غوندوغان', 'bn': 'ইল্কে গুন্ডোগান', 'hi': 'इल्के गुंडोगन'}, 'shortNameTranslation': {'ar': 'إ. غوندوغان', 'bn': 'আই. গুন্ডোগান', 'hi': 'आई. गुंडोगन'}}",54.07652173913,65.206086956522,115,Manchester City,1747767600_manchester_city_vs_bournemouth
Kevin De Bruyne,,,kevin-de-bruyne,K. De Bruyne,M,11,317589,M,KDB,70996,"{'nameTranslation': {'ar': 'كيفن دي بروين', 'bn': 'কেভিন ডি ব্রুইন', 'hi': 'केविन डी ब्रूने'}, 'shortNameTranslation': {'ar': 'ك. دي بروين', 'bn': 'কে. ডি ব্রুইন', 'hi': 'के. डी ब्रूने'}}",70.531481481481,44.683333333333,54,Manchester City,1747767600_manchester_city_vs_bournemouth
Matheus Nunes,Matheus,Nunes,matheus-nunes,M. Nunes,D,27,21517,M,matheusnunes,945122,"{'nameTranslation': {'ar': 'ماثيوس نونيز', 'bn': 'ম্যাথিউস নুনেস', 'hi': 'मैथियस नून्स'}, 'shortNameTranslation': {'ar': 'م. نونيز', 'bn': 'এম. নুনেস', 'hi': 'एम. नून्स'}}",47.826923076923,14.267948717949,78,Manchester City,1747767600_manchester_city_vs_bournemouth
Omar Marmoush,Omar,Marmoush,omar-marmoush,O. Marmoush,F,7,208792,M,OMarmoush,873554,"{'nameTranslation': {'ar': 'عمر مرموش', 'bn': 'ওমর মারমাউস', 'hi': 'उमर मार्मौश'}, 'shortNameTranslation': {'ar': 'ع. مرموش', 'bn': 'ও. মারমাউস', 'hi': 'ओ. मार्मौश'}}",62.818181818182,63.174545454545,55,Manchester City,1747767600_manchester_city_vs_bournemouth
Joško Gvardiol,Josko,Gvardiol,josko-gvardiol,J. Gvardiol,D,24,52976,M,JGvardiol,964994,"{'nameTranslation': {'ar': 'يوشكو غفارديول', 'bn': 'জোসকো গোওয়ারদিওল', 'hi': 'जोस्को ग्वार्डिओल'}, 'shortNameTranslation': {'ar': 'ي. غفارديول', 'bn': 'জে. গোওয়ারদিওল', 'hi': 'जे. ग्वार्डिओल'}}",47.246376811594,85.142028985507,69,Manchester City,1747767600_manchester_city_vs_bournemouth
Rúben Dias,,,ruben-dias,R. Dias,D,3,42234,M,RúbenD,318941,"{'nameTranslation': {'ar': 'روبن دياز', 'bn': 'রুবেন ডায়াস', 'hi': 'रुबेन डियास'}, 'shortNameTranslation': {'ar': 'ر. دياز', 'bn': 'আর. ডায়াস', 'hi': 'आर. डियास'}}",37.664556962025,33.474683544304,79,Manchester City,1747767600_manchester_city_vs_bournemouth
Ederson,Ederson,Ederson,ederson,Ederson,G,31,49089,M,Ederson93,254491,"{'nameTranslation': {'ar': 'إيدرسون', 'bn': 'এডারসন', 'hi': 'एडरसन'}, 'shortNameTranslation': {'ar': 'إيدرسون', 'bn': 'এডারসন', 'hi': 'एडरसन'}}",10.601612903226,49.267741935484,62,Manchester City,1747767600_manchester_city_vs_bournemouth
Bernardo Silva,Bernardo,Silva,bernardo-silva,B. Silva,M,20,64470,M,BSilva,331209,"{'nameTranslation': {'ar': 'بيرناردو سيلفا', 'bn': 'বার্নার্ডো সিলভা', 'hi': 'बर्नार्डो सिल्वा'}, 'shortNameTranslation': {'ar': 'ب. سيلفا', 'bn': 'বি. সিলভা', 'hi': 'बी. सिल्वा'}}",51.920238095238,30.585714285714,84,Manchester City,1747767600_manchester_city_vs_bournemouth
Mateo Kovačić,,,mateo-kovacic,M. Kovačić,M,8,35022,M,Kova8,136710,"{'nameTranslation': {'ar': 'ماتيو كوفاتشيتش', 'bn': 'মাতেও কোভাসিক', 'hi': 'माटेओ कोवासिक'}, 'shortNameTranslation': {'ar': 'م. كوفاتشيتش', 'bn': 'এম. কোভাসিচ', 'hi': 'एम. कोवासिक'}}",45.986315789474,53.486315789474,95,Manchester City,1747767600_manchester_city_vs_bournemouth
Julián Araujo,,,julian-araujo,J. Araujo,D,22,5050,M,julian_araujo,978150,"{'nameTranslation': {'ar': 'جوليان أراوخو', 'bn': 'জুলিয়ান আরাউহো', 'hi': 'जूलियन अराउजो'}, 'shortNameTranslation': {'ar': 'ج. أراوخو', 'bn': 'জে. আরাউহো', 'hi': 'जे. अराउजो'}}",45.397297297297,12.256756756757,37,Bournemouth,1747767600_manchester_city_vs_bournemouth
Miloš Kerkez,Milos,Kerkez,milos-kerkez,M. Kerkez,D,6,27687,M,miloskerkez,1097425,"{'nameTranslation': {'ar': 'ميلوش كيركيز', 'bn': 'মিলোস কেরকেজ', 'hi': 'मिलोस केर्केज़'}, 'shortNameTranslation': {'ar': 'م. كيركيز', 'bn': 'এম. কেরকেজ', 'hi': 'एम. केर्केज़'}}",45.538235294118,87.283823529412,68,Bournemouth,1747767600_manchester_city_vs_bournemouth
