name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Lucas Bergvall,Lucas,Bergvall,lucas-bergvall,L. Bergvall,M,15,9844,M,lucasbergvall,1391251,"{'nameTranslation': {'ar': 'بيرغفال، لوكاس', 'bn': 'বার্গভাল, লুকাস', 'hi': 'बर्गवैल, लुकास'}, 'shortNameTranslation': {'ar': 'ل. بيرغفال', 'bn': 'এল. বার্গভাল', 'hi': 'एल. बर्गवैल'}}",46.88,63.246666666667,15,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Dominic Solanke,Dominic,Solanke,dominic-solanke,D. Solanke,F,19,11833,M,Dom_Solanke,361420,"{'nameTranslation': {'ar': 'دومينيك سولانكي', 'bn': 'ডমিনিক সোলাঙ্কে', 'hi': 'डोमिनिक सोलंके'}, 'shortNameTranslation': {'ar': 'د. سولانكي', 'bn': 'ডি. সোলাঙ্কে', 'hi': 'डी. सोलंके'}}",68.881818181818,44.590909090909,11,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Richarlison,Richarlison,Richarlison,richarlison,Richarlison,F,9,45689,M,Richarlison,840217,"{'nameTranslation': {'ar': 'ريتشارليسون', 'bn': 'রিচার্লিসন', 'hi': 'रिचर्डसन'}, 'shortNameTranslation': {'ar': 'ريتشارليسون', 'bn': 'রিচার্লিসন', 'hi': 'रिचर्डसन'}}",79.54,46.848,25,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Brennan Johnson,Brennan,Johnson,brennan-johnson,B. Johnson,F,11,10708,M,brenjohnson_,1085180,"{'nameTranslation': {'ar': 'برينان جونسون', 'bn': 'ব্রেনান জনসন', 'hi': 'ब्रेनन जॉनसन'}, 'shortNameTranslation': {'ar': 'ب. جونسون', 'bn': 'বি. জনসন', 'hi': 'बी. जॉनसन'}}",72.933333333333,17.686666666667,15,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Guglielmo Vicario,Guglielmo,Vicario,guglielmo-vicario,G. Vicario,G,1,7646,M,guglielmovicario,553606,"{'nameTranslation': {'ar': 'فيكاريو غولييلمو', 'bn': 'উইলিয়াম দ্য ভিকারিও', 'hi': 'गुग्लिल्मो विकारियो'}, 'shortNameTranslation': {'ar': 'ف. غولييلمو', 'bn': 'জি. ভিকারিও', 'hi': 'जी. विकारियो'}}",16.0375,42.965625,32,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Pedro Porro,,,pedro-porro,P. Porro,D,23,11698,M,pedroporro29,913654,"{'nameTranslation': {'ar': 'بيدرو بورو', 'bn': 'পেড্রো পোরো', 'hi': 'पेड्रो पोरो'}, 'shortNameTranslation': {'ar': 'ب. بورو', 'bn': 'পি. পোরো', 'hi': 'पी. पोरो'}}",59.3671875,17.25703125,128,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Wilson Odobert,,,wilson-odobert,W. Odobert,F,28,4752,M,,1142679,"{'nameTranslation': {'ar': 'ويلسون أودوبيرت', 'bn': 'উইলসন ওডোবার্ট', 'hi': 'विल्सन ओडोबर्ट'}, 'shortNameTranslation': {'ar': 'و. أودوبيرت', 'bn': 'ডব্লিউ. ওডোবার্ট', 'hi': 'डब्लू. ओडोबर्ट'}}",73.3125,17.3125,40,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Rodrigo Bentancur,Rodrigo,Bentancur,rodrigo-bentancur,R. Bentancur,M,30,8693,M,rodrigo_bentancur,791190,"{'nameTranslation': {'ar': 'رودريغو بينتانكور', 'bn': 'বেন্টানকুর, রদ্রিগো', 'hi': 'बेनटानकुर, रोड्रिगो'}, 'shortNameTranslation': {'ar': 'ر. بينتانكور', 'bn': 'আর. বেন্টানকুর', 'hi': 'आर. बेनटानकुर'}}",53.702,41.336,100,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Cristian Romero,Cristian,Romero,cristian-romero,C. Romero,D,17,39122,M,cutiromero2,829932,"{'nameTranslation': {'ar': 'كريستيان روميرو', 'bn': 'ক্রিশ্চিয়ান রোমেরো', 'hi': 'क्रिस्टियन रोमेरो'}, 'shortNameTranslation': {'ar': 'ك. روميرو', 'bn': 'সি. রোমেরো', 'hi': 'सी. रोमेरो'}}",46.281481481481,32.235185185185,54,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Pape Matar Sarr,Pape Matar,Sarr,pape-matar-sarr,P. Sarr,M,29,33237,M,pape,1002711,"{'nameTranslation': {'ar': 'باب ماتار سار', 'bn': 'পোপ মাতার সরর', 'hi': 'पापे मटर सर्र'}, 'shortNameTranslation': {'ar': 'ب. سار', 'bn': 'পি. এম. সর', 'hi': 'पीएम मटर'}}",56.335,65.655,60,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Dejan Kulusevski,,,dejan-kulusevski,D. Kulusevski,M,21,12027,M,dejan_k10,928124,"{'nameTranslation': {'ar': 'ديان كولوسيفسكي', 'bn': 'দেজান কুলুসেভস্কি', 'hi': 'देजान कुलुसेवस्की'}, 'shortNameTranslation': {'ar': 'د. كولوسيفسكي', 'bn': 'ডি. কুলুসেভস্কি', 'hi': 'डी. कुलुसेवस्की'}}",67.245652173913,32.14347826087,46,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Mathys Tel,,,mathys-tel,M. Tel,F,11,11752,M,m.tel14,1048888,"{'nameTranslation': {'ar': 'ماتيس تيل', 'bn': 'ম্যাথিস টেল', 'hi': 'मैथिस टेल'}, 'shortNameTranslation': {'ar': 'م. تيل', 'bn': 'এম. টেল', 'hi': 'एम. टेल'}}",69.988157894737,84.921052631579,76,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
Djed Spence,,,djed-spence,D. Spence,D,24,4888,M,,945798,"{'nameTranslation': {'ar': 'دجيد سبينس', 'bn': 'জেড. স্পেন্স', 'hi': 'जेड स्पेंस'}, 'shortNameTranslation': {'ar': 'د. سبينس', 'bn': 'ডি. স্পেন্স', 'hi': 'डी. स्पेंस'}}",51.32027027027,81.235135135135,74,Tottenham Hotspur,1745262000_tottenham_hotspur_vs_nottingham_forest
