name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
Rayan Aït-Nouri,Rayan,Ait Nouri,rayan-ait-nouri,R. Aït-Nouri,D,21,50323,M,931278,"{'nameTranslation': {'ar': 'ريان آيت نوري', 'bn': 'রায়ান আইত নুরী', 'hi': 'रेयान ऐत नूरी'}, 'shortNameTranslation': {'ar': 'ر. أ. نوري', 'bn': 'আর. এ. নুরী', 'hi': 'आर. ऐ. नूरी'}}",r_aitnouri,54.721538461538,77.201538461538,65,Wolverhampton,1748185200_wolverhampton_vs_brentford
João Gomes,,,joao-gomes,J. Gomes,M,8,15677,M,1015267,"{'nameTranslation': {'ar': 'جواو غوميش', 'bn': 'জোয়াও গোমেস', 'hi': 'जोआओ गोम्स'}, 'shortNameTranslation': {'ar': 'جواو غوميش', 'bn': 'জোয়াও গোমেস', 'hi': 'जोआओ गोम्स'}}",joaogomes.01,51.927826086957,59.919130434783,115,Wolverhampton,1748185200_wolverhampton_vs_brentford
Nélson Semedo,,,nelson-semedo,N. Semedo,D,27,8143,M,252821,"{'nameTranslation': {'ar': 'نيلسون سيميدو', 'bn': 'নেলসন সেমেডো', 'hi': 'नेल्सन सेमेदो'}, 'shortNameTranslation': {'ar': 'ن. سيميدو', 'bn': 'এন. সেমিডো', 'hi': 'एन. सेमेदो'}}",nelsonsemedo50,53.844736842105,20.709210526316,76,Wolverhampton,1748185200_wolverhampton_vs_brentford
Matt Doherty,Matt,Doherty,matt-doherty,M. Doherty,D,2,1442,M,143047,"{'nameTranslation': {'ar': 'مات دوهيرتي', 'bn': 'ম্যাট ডোহার্টি', 'hi': 'मैट डोहर्टी'}, 'shortNameTranslation': {'ar': 'م. دوهيرتي', 'bn': 'এম. ডোহার্টি', 'hi': 'एम. डोहर्टी'}}",,36.367164179104,24.508955223881,67,Wolverhampton,1748185200_wolverhampton_vs_brentford
Matheus Cunha,Matheus,Cunha,matheus-cunha,M. Cunha,F,10,77284,M,886363,"{'nameTranslation': {'ar': 'ماثيوس كونيا', 'bn': 'ম্যাথিউস কুনহা', 'hi': 'मैथियस कुन्हा'}, 'shortNameTranslation': {'ar': 'م. كونيا', 'bn': 'এম. কুনহা', 'hi': 'एम. कुन्हा'}}",Cunha,69.603409090909,54.939772727273,88,Wolverhampton,1748185200_wolverhampton_vs_brentford
José Sá,,,jose-sa,J. Sá,G,1,4370,M,252669,"{'nameTranslation': {'ar': 'خوسيه سا', 'bn': 'জোসে সা', 'hi': 'जोस सा'}, 'shortNameTranslation': {'ar': 'خ. سا', 'bn': 'জে. সা', 'hi': 'जे. सा'}}",,10.693650793651,48.587301587302,63,Wolverhampton,1748185200_wolverhampton_vs_brentford
Mathias Jensen,Mathias,Jensen,mathias-jensen,M. Jensen,M,8,1251,M,799251,"{'nameTranslation': {'ar': 'جينسين، ماتياس', 'bn': 'জেনসেন, ম্যাথিয়াস', 'hi': 'जेन्सेन, मैथियास'}, 'shortNameTranslation': {'ar': 'م. جينسين', 'bn': 'এম. জেনসেন', 'hi': 'एम. जेन्सेन'}}",,50.573333333333,71.886666666667,15,Brentford,1748185200_wolverhampton_vs_brentford
Kristoffer Ajer,Kristoffer,Ajer,kristoffer-ajer,K. Ajer,D,20,1212,M,576384,"{'nameTranslation': {'ar': 'كريستوفر آجير', 'bn': 'ক্রিস্টোফার আজের', 'hi': 'क्रिस्टोफ़र अजेर'}, 'shortNameTranslation': {'ar': 'ك. آجير', 'bn': 'কে. আজের', 'hi': 'के. अजेर'}}",,54.728571428571,20.742857142857,7,Brentford,1748185200_wolverhampton_vs_brentford
Nathan Collins,Nathan,Collins,nathan-collins,N. Collins,D,22,1660,M,958916,"{'nameTranslation': {'ar': 'ناثان كولينز', 'bn': 'নাথান কলিন্স', 'hi': 'नाथन कोलिन्स'}, 'shortNameTranslation': {'ar': 'ن. كولينز', 'bn': 'এন. কলিন্স', 'hi': 'एन. कोलिन्स'}}",,30.25,34.239473684211,76,Brentford,1748185200_wolverhampton_vs_brentford
Mark Flekken,Mark,Flekken,mark-flekken,M. Flekken,G,1,2915,M,171919,"{'nameTranslation': {'ar': 'مارك فليكين', 'bn': 'মার্ক ফ্লেককেন', 'hi': 'मार्क फ्लेकेन'}, 'shortNameTranslation': {'ar': 'م. فليكين', 'bn': 'এম. ফ্লেকেন', 'hi': 'एम. फ्लेकेन'}}",,7.0716417910448,46.265671641791,67,Brentford,1748185200_wolverhampton_vs_brentford
Michael Kayode,,,michael-kayode,M. Kayode,D,33,2923,M,1137431,"{'nameTranslation': {'ar': 'مايكل كايودي', 'bn': 'মাইকেল কায়োড', 'hi': 'माइकल कायोडे'}, 'shortNameTranslation': {'ar': 'م. كايودي', 'bn': 'এম. কায়োড', 'hi': 'एम. कायोडे'}}",,47.6,18.053623188406,69,Brentford,1748185200_wolverhampton_vs_brentford
Sepp van den Berg,,,sepp-van-den-berg,S. van den Berg,D,4,2203,M,924378,"{'nameTranslation': {'ar': 'سيب فان دن بيرغ', 'bn': 'সেপ ভ্যান ডেন বার্গ', 'hi': 'सेप वैन डेन बर्ग'}, 'shortNameTranslation': {'ar': 'س. بيرغ', 'bn': 'এস. ভ্যান ডেন বার্গ', 'hi': 'एस. वैन'}}",,30.269512195122,64.092682926829,82,Brentford,1748185200_wolverhampton_vs_brentford
Igor Thiago,,,igor-thiago,I. Thiago,F,9,42867,M,1016907,"{'nameTranslation': {'ar': 'إيغور تياغو', 'bn': 'ইগর থিয়াগো', 'hi': 'इगोर थियागो'}, 'shortNameTranslation': {'ar': 'إ. تياغو', 'bn': 'আই. থিয়াগো', 'hi': 'आई. थियागो'}}",,51.623076923077,49.846153846154,13,Brentford,1748185200_wolverhampton_vs_brentford
Yoane Wissa,Yoane,Wissa,yoane-wissa,Y. Wissa,F,9,63507,M,805123,"{'nameTranslation': {'ar': 'يوني ويسا', 'bn': 'জন উইসা', 'hi': 'योआने विस्सा'}, 'shortNameTranslation': {'ar': 'ي. ويسا', 'bn': 'ওয়াই. উইসা', 'hi': 'वाई. विस्सा'}}",yowissa,57.891666666667,47.516666666667,36,Brentford,1748185200_wolverhampton_vs_brentford
Keane Lewis-Potter,,,keane-lewis-potter,K. Lewis-Potter,D,23,1186,M,972421,"{'nameTranslation': {'ar': 'كيان لويس-بوتر', 'bn': 'কিন লুইস-পটার', 'hi': 'कीन लुईस-पॉटर'}, 'shortNameTranslation': {'ar': 'ك. لويس-بوتر', 'bn': 'কে. লুইস-পটার', 'hi': 'के. लुईस-पॉटर'}}",,46.315384615385,86.234615384615,78,Brentford,1748185200_wolverhampton_vs_brentford
Kevin Schade,,,kevin-schade,K. Schade,M,7,3593,M,1006387,"{'nameTranslation': {'ar': 'كيفين شايد', 'bn': 'কেভিন শেড', 'hi': 'केविन शैड'}, 'shortNameTranslation': {'ar': 'ك. شايد', 'bn': 'কে. স্কেড', 'hi': 'के. शैड'}}",,53.998,67.548,50,Brentford,1748185200_wolverhampton_vs_brentford
Mikkel Damsgaard,Mikkel,Damsgaard,mikkel-damsgaard,M. Damsgaard,M,24,3940,M,907072,"{'nameTranslation': {'ar': 'دامسغارد، ميكيل', 'bn': 'ডামসগার্ড, মিক্কেল', 'hi': 'डैम्सगार्ड, मिकेल'}, 'shortNameTranslation': {'ar': 'م. دامسغارد', 'bn': 'এম. ড্যামসগার্ড', 'hi': 'एम. डैम्सगार्ड'}}",,51.290666666667,55.876,75,Brentford,1748185200_wolverhampton_vs_brentford
Bryan Mbeumo,Bryan,Mbeumo,bryan-mbeumo,B. Mbeumo,F,19,120486,M,927083,"{'nameTranslation': {'ar': 'برايان مبيومو', 'bn': 'ব্রায়ান এমবেউমো', 'hi': 'ब्रायन मबेउमो'}, 'shortNameTranslation': {'ar': 'ب. مبيومو', 'bn': 'বি. এমবেউমো', 'hi': 'बी. मबेउमो'}}",bryan_m19,58.988235294118,25.913235294118,68,Brentford,1748185200_wolverhampton_vs_brentford
Christian Nørgaard,,,christian-nrgaard,C. Nørgaard,M,16,10850,M,135256,"{'nameTranslation': {'ar': 'كريستيان نورغارد', 'bn': 'ক্রিশ্চিয়ান নরগার্ড', 'hi': 'क्रिश्चियन नॉरगार्ड'}, 'shortNameTranslation': {'ar': 'ك. نورغارد', 'bn': 'সি. নরগার্ড', 'hi': 'सी. नॉरगार्ड'}}",,45.183116883117,44.055844155844,77,Brentford,1748185200_wolverhampton_vs_brentford
Yehor Yarmoliuk,Yehor,Yarmoliuk,yehor-yarmoliuk,Y. Yarmoliuk,M,18,2750,M,1031258,"{'nameTranslation': {'ar': 'يهور يارموليك', 'bn': 'ইয়ারমোলিক, ইহোর', 'hi': 'यार्मोलीउक, योहोर'}, 'shortNameTranslation': {'ar': 'ي. يارموليك', 'bn': 'ওয়াই. ইয়ারমোলিক', 'hi': 'वाई. यार्मोलीउक'}}",,40.532183908046,54.922988505747,87,Brentford,1748185200_wolverhampton_vs_brentford
