name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
Jean-Ricner Bellegarde,Jean-Ricner,Bellegarde,jean-ricner-bellegarde,J. Bellegarde,M,27,35297,M,845273,"{'nameTranslation': {'ar': 'جان-ريكنا بللجارد', 'bn': 'জিন-রিকনার বেলেগার্ড', 'hi': 'जीन-रिकनर बेलेगार्डे'}, 'shortNameTranslation': {'ar': 'ج. بللجارد', 'bn': 'জে.-আর. বেলগার্ড', 'hi': 'जे.आर. बेलेगार्डे'}}",,39.06,39.2,5,Wolverhampton,1748185200_wolverhampton_vs_brentford
Jørgen Strand Larsen,Jorgen Strand,Larsen,jorgen-strand-larsen,J. Larsen,F,22,7690,M,876599,"{'nameTranslation': {'ar': 'يورغن ستراند لارسون', 'bn': 'জার্গেন স্ট্র্যান্ড লারসেন', 'hi': 'जोर्गेन स्ट्रैण्ड लार्सन'}, 'shortNameTranslation': {'ar': 'ي. لارسون', 'bn': 'জে. এস. লারসেন', 'hi': 'जे.एस. लार्सन'}}",,66.47,42.56,10,Wolverhampton,1748185200_wolverhampton_vs_brentford
Rodrigo Gomes,,,gomes-rodrigo,R. Gomes,M,21,1415,M,1006073,"{'nameTranslation': {'ar': 'غوميز، رودريغو', 'bn': 'গোমেস, রদ্রিগো', 'hi': 'गोम्स, रोड्रिगो'}, 'shortNameTranslation': {'ar': 'ر. غوميز', 'bn': 'আর. গোমেস', 'hi': 'आर. गोम्स'}}",,42.576923076923,88.015384615385,13,Wolverhampton,1748185200_wolverhampton_vs_brentford
Santiago Bueno,Santiago,Bueno,santiago-bueno,S. Bueno,D,4,1390,M,846308,"{'nameTranslation': {'ar': 'سانتياغو بويينو', 'bn': 'সান্তিয়াগো বুয়েনো', 'hi': 'सैंटियागो ब्यूनो'}, 'shortNameTranslation': {'ar': 'س. بويينو', 'bn': 'এস. বুয়েনো', 'hi': 'एस. ब्यूनो'}}",,17.1,40.5,2,Wolverhampton,1748185200_wolverhampton_vs_brentford
Tom King,Tom,King,tom-king,T. King,G,31,352,M,603922,"{'nameTranslation': {'ar': 'توم كينغ', 'bn': 'টম কিং', 'hi': 'टॉम किंग'}, 'shortNameTranslation': {'ar': 'ت. كينغ', 'bn': 'টি. কিং', 'hi': 'टी. किंग'}}",,9.85,45.0,2,Wolverhampton,1748185200_wolverhampton_vs_brentford
Marshall Munetsi,Marshall,Munetsi,marshall-munetsi,M. Munetsi,M,18,2139,M,894733,"{'nameTranslation': {'ar': 'مارشال مونيتسي', 'bn': 'মার্শাল মুনেতসি', 'hi': 'मार्शल मुनेत्सी'}, 'shortNameTranslation': {'ar': 'م. مونيتسي', 'bn': 'এম. মুনেতসি', 'hi': 'एम. मुनेत्सी'}}",,64.15,40.359090909091,44,Wolverhampton,1748185200_wolverhampton_vs_brentford
Gonçalo Guedes,,,goncalo-guedes,G. Guedes,M,11,4187,M,280979,"{'nameTranslation': {'ar': 'غونسالو غيديس', 'bn': 'গনসালো গুয়েদেস', 'hi': 'गोन्सालो गुएडेस'}, 'shortNameTranslation': {'ar': 'غ. غيديس', 'bn': 'জি. গুয়েদেস', 'hi': 'जी. गुएडेस'}}",,71.982608695652,41.869565217391,46,Wolverhampton,1748185200_wolverhampton_vs_brentford
Toti Gomes,Toti,Gomes,toti-gomes,T. Gomes,D,24,1118,M,973418,"{'nameTranslation': {'ar': 'توتي غوميس', 'bn': 'টোটি গোমস', 'hi': 'टोटी गोम्स'}, 'shortNameTranslation': {'ar': 'ت. غوميس', 'bn': 'টি. গোমেজ', 'hi': 'टी. गोम्स'}}",,43.382,79.656,50,Wolverhampton,1748185200_wolverhampton_vs_brentford
Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,4391,M,1013842,"{'nameTranslation': {'ar': 'إيمانويل أغبادو', 'bn': 'ইমানুয়েল আগবাদৌ', 'hi': 'इमैनुएल अग्बाडौ'}, 'shortNameTranslation': {'ar': 'إ. أغبادو', 'bn': 'ই. আগবাদৌ', 'hi': 'ई. अग्बाडौ'}}",,27.286885245902,44.77868852459,61,Wolverhampton,1748185200_wolverhampton_vs_brentford
André,André,,andre,André,M,7,9623,M,1035996,"{'nameTranslation': {'ar': 'أندريه', 'bn': 'অ্যান্ড্রু', 'hi': 'आंद्रे'}, 'shortNameTranslation': {'ar': 'أندريه', 'bn': 'অ্যান্ড্রু', 'hi': 'आंद्रे'}}",Andre7,47.093103448276,50.286206896552,58,Wolverhampton,1748185200_wolverhampton_vs_brentford
