name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
Mark Flekken,Mark,Flekken,mark-flekken,M. Flekken,G,1,2915,M,171919,"{'nameTranslation': {'ar': 'مارك فليكين', 'bn': 'মার্ক ফ্লেককেন', 'hi': 'मार्क फ्लेकेन'}, 'shortNameTranslation': {'ar': 'م. فليكين', 'bn': 'এম. ফ্লেকেন', 'hi': 'एम. फ्लेकेन'}}",,10.908196721311,49.865573770492,61,Brentford,1746363600_brentford_vs_manchester_united
Sepp van den Berg,,,sepp-van-den-berg,S. van den Berg,D,4,2203,M,924378,"{'nameTranslation': {'ar': 'سيب فان دن بيرغ', 'bn': 'সেপ ভ্যান ডেন বার্গ', 'hi': 'सेप वैन डेन बर्ग'}, 'shortNameTranslation': {'ar': 'س. بيرغ', 'bn': 'এস. ভ্যান ডেন বার্গ', 'hi': 'एस. वैन'}}",,31.484126984127,68.550793650794,63,Brentford,1746363600_brentford_vs_manchester_united
Michael Kayode,,,michael-kayode,M. Kayode,D,33,2923,M,1137431,"{'nameTranslation': {'ar': 'مايكل كايودي', 'bn': 'মাইকেল কায়োড', 'hi': 'माइकल कायोडे'}, 'shortNameTranslation': {'ar': 'م. كايودي', 'bn': 'এম. কায়োড', 'hi': 'एम. कायोडे'}}",,53.64625,25.00375,80,Brentford,1746363600_brentford_vs_manchester_united
Yehor Yarmoliuk,Yehor,Yarmoliuk,yehor-yarmoliuk,Y. Yarmoliuk,M,18,2750,M,1031258,"{'nameTranslation': {'ar': 'يهور يارموليك', 'bn': 'ইয়ারমোলিক, ইহোর', 'hi': 'यार्मोलीउक, योहोर'}, 'shortNameTranslation': {'ar': 'ي. يارموليك', 'bn': 'ওয়াই. ইয়ারমোলিক', 'hi': 'वाई. यार्मोलीउक'}}",,50.392857142857,48.178571428571,56,Brentford,1746363600_brentford_vs_manchester_united
Bryan Mbeumo,Bryan,Mbeumo,bryan-mbeumo,B. Mbeumo,F,19,120486,M,927083,"{'nameTranslation': {'ar': 'برايان مبيومو', 'bn': 'ব্রায়ান এমবেউমো', 'hi': 'ब्रायन मबेउमो'}, 'shortNameTranslation': {'ar': 'ب. مبيومو', 'bn': 'বি. এমবেউমো', 'hi': 'बी. मबेउमो'}}",bryan_m19,68.121333333333,24.393333333333,75,Brentford,1746363600_brentford_vs_manchester_united
Mikkel Damsgaard,Mikkel,Damsgaard,mikkel-damsgaard,M. Damsgaard,M,24,3940,M,907072,"{'nameTranslation': {'ar': 'دامسغارد، ميكيل', 'bn': 'ডামসগার্ড, মিক্কেল', 'hi': 'डैम्सगार्ड, मिकेल'}, 'shortNameTranslation': {'ar': 'م. دامسغارد', 'bn': 'এম. ড্যামসগার্ড', 'hi': 'एम. डैम्सगार्ड'}}",,58.5375,51.5625,64,Brentford,1746363600_brentford_vs_manchester_united
Victor Lindelöf,,,victor-lindelof,V. Lindelöf,D,3,8746,M,143334,"{'nameTranslation': {'ar': 'فيكتور ليندلوف', 'bn': 'ভিক্টর লিন্ডেলফ', 'hi': 'विक्टर लिंडलोफ'}, 'shortNameTranslation': {'ar': 'ف. ليندلوف', 'bn': 'ভি. লিন্ডেলফ', 'hi': 'वी. लिंडलोफ'}}",victorlindelof,39.723076923077,27.469230769231,13,Manchester United,1746363600_brentford_vs_manchester_united
Chido Obi-Martin,,,chido-obi,C. O. Martin,F,32,14652,M,1566204,"{'nameTranslation': {'ar': 'تشيدو أوبي-مارتن', 'bn': 'চিডো ওবি-মার্টিন', 'hi': 'चिडो ओबी-मार्टिन'}, 'shortNameTranslation': {'ar': 'ت. أوبى-مارتن', 'bn': 'সি. ও. মার্টিন', 'hi': 'सी. ओ. मार्टिन'}}",,60.180769230769,46.619230769231,26,Manchester United,1746363600_brentford_vs_manchester_united
Matthijs de Ligt,Matthijs,de Ligt,matthijs-de-ligt,M. de Ligt,D,4,35410,M,803031,"{'nameTranslation': {'ar': 'ماتياس دي ليخت', 'bn': 'ম্যাথিজ ডি লিগট', 'hi': 'मैथिज डी लिग्ट'}, 'shortNameTranslation': {'ar': 'م. دي ليخت', 'bn': 'এম. ডি লিগট', 'hi': 'एम. लिग्ट'}}",mdeligt,29.885714285714,46.521428571429,28,Manchester United,1746363600_brentford_vs_manchester_united
Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,32592,M,1397168,"{'nameTranslation': {'ar': 'دورغو، باتريك', 'bn': 'ডরগু, প্যাট্রিক', 'hi': 'डोर्गू, पैट्रिक'}, 'shortNameTranslation': {'ar': 'ب. دورغو', 'bn': 'পি. ডরগু', 'hi': 'पी. डोर्गू'}}",Odogwu,45.763636363636,10.669696969697,33,Manchester United,1746363600_brentford_vs_manchester_united
Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,21424,M,1153315,"{'nameTranslation': {'ar': 'غانيسان أ / كيرشهايمر س', 'bn': 'লেনি ইয়োরো', 'hi': 'लेनी योरो'}, 'shortNameTranslation': {'ar': 'ل. يورو', 'bn': 'এল. ইয়োরো', 'hi': 'एल. योरो'}}",YL15,40.5525,73.895,40,Manchester United,1746363600_brentford_vs_manchester_united
Harry Maguire,Harry,Maguire,harry-maguire,H. Maguire,D,5,30817,M,149380,"{'nameTranslation': {'ar': 'هاري ماغواير', 'bn': 'হ্যারি ম্যাগুইরে', 'hi': 'हैरी मैगुइर'}, 'shortNameTranslation': {'ar': 'ه. ماغواير', 'bn': 'এইচ. ম্যাগুইরে', 'hi': 'एच. मैगुइर'}}",harrymaguire93,36.669230769231,51.358974358974,39,Manchester United,1746363600_brentford_vs_manchester_united
Amad Diallo,,,diallo-amad,A. Diallo,F,16,111589,M,971037,"{'nameTranslation': {'ar': 'ديالو، أماد', 'bn': 'ডায়ালো, আমাদ', 'hi': 'डायलो, अमाद'}, 'shortNameTranslation': {'ar': 'أ. ديالو', 'bn': 'এ. ডায়ালো', 'hi': 'ए. अमाद'}}",AmadDiallo19,61.151219512195,17.363414634146,41,Manchester United,1746363600_brentford_vs_manchester_united
Christian Eriksen,Christian,Eriksen,christian-eriksen,C. Eriksen,M,24,20381,M,105734,"{'nameTranslation': {'ar': 'كريستيان إريكسن', 'bn': 'ক্রিশ্চিয়ান এরিকসেন', 'hi': 'क्रिस्टियन एरिक्सन'}, 'shortNameTranslation': {'ar': 'ك. إريكسن', 'bn': 'সি. এরিকসেন', 'hi': 'सी. एरिक्सन'}}",chriseriksen8,60.710256410256,66.989743589744,39,Manchester United,1746363600_brentford_vs_manchester_united
Mason Mount,Mason,Mount,mason-mount,M. Mount,F,7,42629,M,836694,"{'nameTranslation': {'ar': 'ماسون ماونت', 'bn': 'মেসন মাউন্ট', 'hi': 'मेसन माउंट'}, 'shortNameTranslation': {'ar': 'م. مونت', 'bn': 'এম. মাউন্ট', 'hi': 'एम. माउंट'}}",MMount,50.888095238095,28.283333333333,42,Manchester United,1746363600_brentford_vs_manchester_united
Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,55849,M,1142175,"{'nameTranslation': {'ar': 'كوبي ماينو', 'bn': 'কোবি মাইনু', 'hi': 'कोबी मैनू'}, 'shortNameTranslation': {'ar': 'ك. ماينو', 'bn': 'কে. মাইনু', 'hi': 'के. मैनू'}}",KobbieM,53.49552238806,54.865671641791,67,Manchester United,1746363600_brentford_vs_manchester_united
Luke Shaw,Luke,Shaw,luke-shaw,L. Shaw,D,23,19826,M,190839,"{'nameTranslation': {'ar': 'لوك شو', 'bn': 'লুক শ', 'hi': 'ल्यूक शॉ'}, 'shortNameTranslation': {'ar': 'ل. شاو', 'bn': 'এল. শ', 'hi': 'एल. शॉ'}}",lukeshaw23,28.135294117647,70.244117647059,34,Manchester United,1746363600_brentford_vs_manchester_united
Altay Bayındır,Altay,Bayindir,altay-bayindir,A. Bayındır,G,1,15837,M,815890,"{'nameTranslation': {'ar': 'ألتاي بايندر', 'bn': 'আলতায় বেয়ান্দির', 'hi': 'अल्ताय बय्यन्दिर'}, 'shortNameTranslation': {'ar': 'أ. بايندر', 'bn': 'এ. বেয়ান্দির', 'hi': 'ए. बय्यन्दिर'}}",altaybayindir,10.80303030303,47.962121212121,66,Manchester United,1746363600_brentford_vs_manchester_united
Manuel Ugarte,Manuel,Ugarte,manuel-ugarte,M. Ugarte,M,25,20114,M,846425,"{'nameTranslation': {'ar': 'مانويل أوغارتي', 'bn': 'ম্যানুয়েল উগার্তে', 'hi': 'मैनुअल उगार्टे'}, 'shortNameTranslation': {'ar': 'م. أوغارتي', 'bn': 'এম. উগার্তে', 'hi': 'एम. उगार्टे'}}",ugartemanu,45.848863636364,44.720454545455,88,Manchester United,1746363600_brentford_vs_manchester_united
Tyler Fredricson,Tyler,Fredricson,tyler-fredricson,T. Fredricson,D,33,6030,M,1142182,"{'nameTranslation': {'ar': 'تايلر فريدريكسون', 'bn': 'টাইলার ফ্রেডেরিকসন', 'hi': 'टायलर फ्रेडरिकसन'}, 'shortNameTranslation': {'ar': 'ت. فريدريكسون', 'bn': 'টি. ফ্রেডরিকসন', 'hi': 'टी. फ्रेडरिकसन'}}",,31.350617283951,21.182716049383,81,Manchester United,1746363600_brentford_vs_manchester_united
Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,137188,M,1135873,"{'nameTranslation': {'ar': 'أليخاندرو غارناتشو', 'bn': 'আলেজান্দ্রো গার্নাচো', 'hi': 'एलेजांद्रो गार्नाचो'}, 'shortNameTranslation': {'ar': 'أ. غارناتشو', 'bn': 'এ. গার্নাচো', 'hi': 'ए. गार्नाचो'}}",AleGarnacho,60.747692307692,75.295384615385,65,Manchester United,1746363600_brentford_vs_manchester_united
Harry Amass,Harry Amass,,amass-harry,H. Amass,M,2,8264,M,1461595,"{'nameTranslation': {'ar': 'أماس، هاري', 'bn': 'অ্যামাস, হ্যারি', 'hi': 'अमास, हैरी'}, 'shortNameTranslation': {'ar': 'ه. أماس', 'bn': 'এইচ. আমাস', 'hi': 'एच. अमास'}}",,43.85,84.197916666667,96,Manchester United,1746363600_brentford_vs_manchester_united
