name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Gabriel Magalhães,Gabriel,Magalhaes,gabriel-magalhaes,G. Magalhaes,D,6,54167,M,GabrielMagalhães,869792,"{'nameTranslation': {'ar': 'غابرييل ماغالهايس', 'bn': 'গ্যাব্রিয়েল ম্যাগালহায়েস', 'hi': 'गेब्रियल मैगलहेस'}, 'shortNameTranslation': {'ar': 'غ. ماغالهايس', 'bn': 'গ্যাব্রিয়েল', 'hi': 'गेब्रियल मैगलहेस'}}",41.270588235294,58.794117647059,17,Arsenal,1743533100_arsenal_vs_fulham
Leandro Trossard,Leandro,Trossard,leandro-trossard,L. Trossard,F,19,32932,M,leandrotrossard,135666,"{'nameTranslation': {'ar': 'لياندرو تروسار', 'bn': 'লিয়েন্দ্রো ট্রসার্ড', 'hi': 'लिएंड्रो ट्रोसार्ड'}, 'shortNameTranslation': {'ar': 'ل. تروسار', 'bn': 'এল. ট্রসার্ড', 'hi': 'एल. ट्रोसार्ड'}}",51.375,70.416666666667,12,Arsenal,1743533100_arsenal_vs_fulham
Bukayo Saka,Bukayo,Saka,bukayo-saka,B. Saka,F,7,200357,M,BSaka7,934235,"{'nameTranslation': {'ar': 'بوكايو ساكا', 'bn': 'বুকায়ো সাকা', 'hi': 'बुकायो साका'}, 'shortNameTranslation': {'ar': 'ب. ساكا', 'bn': 'বি. সাকা', 'hi': 'बी. साका'}}",65.671428571429,27.807142857143,14,Arsenal,1743533100_arsenal_vs_fulham
Mikel Merino,Mikel,Merino,mikel-merino,M. Merino,M,23,32119,M,mikelmerino,592010,"{'nameTranslation': {'ar': 'ميكيل ميرينو', 'bn': 'মাইকেল মেরিনো', 'hi': 'मिकेल मेरिनो'}, 'shortNameTranslation': {'ar': 'م. ميرينو', 'bn': 'এম. মেরিনো', 'hi': 'एम. मेरिनो'}}",61.007142857143,56.02619047619,42,Arsenal,1743533100_arsenal_vs_fulham
Ethan Nwaneri,,,ethan-nwaneri,E. Nwaneri,M,11,28577,M,ethan_nwaneri,1401702,"{'nameTranslation': {'ar': 'إيثان نوانيري', 'bn': 'ইথান নওয়ানেরি', 'hi': 'एथन नवानेरी'}, 'shortNameTranslation': {'ar': 'إ. نوانيري', 'bn': 'ই. নওয়ানেরি', 'hi': 'ई. नवानेरी'}}",66.2,23.920454545455,44,Arsenal,1743533100_arsenal_vs_fulham
Gabriel Martinelli,,,gabriel-martinelli,G. Martinelli,F,11,71477,M,GabiMartinelli,922573,"{'nameTranslation': {'ar': 'غابرييل مارتينيلي', 'bn': 'গ্যাব্রিয়েল মার্টিনেলি', 'hi': 'गेब्रियल मार्टिनेली'}, 'shortNameTranslation': {'ar': 'غ. مارتينيلي', 'bn': 'জি. মার্টিনেলি', 'hi': 'जी. मार्टिनेली'}}",80.06875,76.575,48,Arsenal,1743533100_arsenal_vs_fulham
Jurriën Timber,Jurrien,Timber,jurrien-timber,J. Timber,D,12,27324,M,jurrientimber,958959,"{'nameTranslation': {'ar': 'يوريان تيمبر', 'bn': 'জুরিন টিম্বার', 'hi': 'जुरीएन टिम्बर'}, 'shortNameTranslation': {'ar': 'ي. تيمبر', 'bn': 'জে. টিম্বার', 'hi': 'जे. टिम्बर'}}",56.240909090909,16.515151515152,66,Arsenal,1743533100_arsenal_vs_fulham
Martin Ødegaard,,,martin-degaard,M. Ødegaard,M,8,82083,M,Ødegaard,547410,"{'nameTranslation': {'ar': 'مارتن أوديغارد', 'bn': 'মার্টিন ওডেগার্ড', 'hi': 'मार्टिन ओडेगार्ड'}, 'shortNameTranslation': {'ar': 'م. أوديغارد', 'bn': 'এম. ওডেগার্ড', 'hi': 'एम. ओडेगार्ड'}}",64.243103448276,33.818965517241,58,Arsenal,1743533100_arsenal_vs_fulham
David Raya,David,Raya,david-raya,D. Raya,G,1,29489,M,d_raya1,581310,"{'nameTranslation': {'ar': 'ديفيد رايا', 'bn': 'ডেভিড রায়া', 'hi': 'डेविड राया'}, 'shortNameTranslation': {'ar': 'د. رايا', 'bn': 'ডি. রায়া', 'hi': 'डी. राया'}}",17.915517241379,51.368965517241,58,Arsenal,1743533100_arsenal_vs_fulham
Thomas Partey,Thomas,Partey,thomas-partey,T. Partey,M,16,41620,M,TPartey5,316148,"{'nameTranslation': {'ar': 'توماس بارتي', 'bn': 'টমাস পার্টি', 'hi': 'थॉमस पार्टी'}, 'shortNameTranslation': {'ar': 'ت. بارتي', 'bn': 'টি. পার্টি', 'hi': 'टी. पार्टी'}}",52.69156626506,43.207228915663,83,Arsenal,1743533100_arsenal_vs_fulham
