Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
60ce29cd,https://fbref.com/en/matches/60ce29cd/Wolverhampton-Wanderers-Manchester-City-September-30-2023-Premier-League,2023-09-30,Premier League,Matchweek 7,Away,Wolves,L,2023-09-30_premier_league_wolves,Manchester City,Ederson,br BRA,30-044,90,2,2,0,0.0
