Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Formation,Lineup_Section,Jersey_Number,Player
d72e39b0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Home,ptSporting CP,D,2022-10-26_champions_lg_ptsporting_cp,Tottenham Hotspur,3-4-3,Starter,1,Hugo Lloris
d72e39b0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Home,ptSporting CP,D,2022-10-26_champions_lg_ptsporting_cp,Tottenham Hotspur,3-4-3,Starter,2,Matt Doherty
d72e39b0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Home,ptSporting CP,D,2022-10-26_champions_lg_ptsporting_cp,Tottenham Hotspur,3-4-3,Starter,5,Pierre Højbjerg
d72e39b0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Home,ptSporting CP,D,2022-10-26_champions_lg_ptsporting_cp,Tottenham Hotspur,3-4-3,Starter,7,Son Heung-min
d72e39b0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Home,ptSporting CP,D,2022-10-26_champions_lg_ptsporting_cp,Tottenham Hotspur,3-4-3,Starter,10,Harry Kane
d72e39b0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Home,ptSporting CP,D,2022-10-26_champions_lg_ptsporting_cp,Tottenham Hotspur,3-4-3,Starter,14,Ivan Perišić
d72e39b0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Home,ptSporting CP,D,2022-10-26_champions_lg_ptsporting_cp,Tottenham Hotspur,3-4-3,Starter,15,Eric Dier
d72e39b0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Home,ptSporting CP,D,2022-10-26_champions_lg_ptsporting_cp,Tottenham Hotspur,3-4-3,Starter,17,Cristian Romero
d72e39b0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Home,ptSporting CP,D,2022-10-26_champions_lg_ptsporting_cp,Tottenham Hotspur,3-4-3,Starter,27,Lucas Moura
d72e39b0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Home,ptSporting CP,D,2022-10-26_champions_lg_ptsporting_cp,Tottenham Hotspur,3-4-3,Starter,30,Rodrigo Bentancur
